date,sp500_close,sp500_open,sp500_high,sp500_low,sp500_volume
2018-01-23,2632.4039004264387,2628.999573616085,2650.249746069482,2623.8791018299853,3058361168
2018-01-24,2655.42713489873,2647.9960330975955,2663.3664730557052,2636.865314119828,3523402245
2018-01-25,2654.1815865801095,2643.1542022934386,2653.054658292875,2626.656104479016,3795619381
2018-01-26,2663.896247632295,2662.7879161583187,2687.8383699686383,2661.0937095709405,3584235892
2018-01-27,2678.612526967415,2669.393999571461,2682.2846255398044,2655.595226280702,3754037216
2018-01-28,2627.3115548969467,2631.7802661042647,2664.9269478134584,2638.4102617655635,3045211085
2018-01-29,2678.812591679863,2670.325673699866,2684.3285502779895,2657.6188134593035,3261508307
2018-01-30,2679.495279425787,2673.05255546248,2690.1644189705175,2663.396613806632,3091260514
2018-01-31,2619.024655765548,2619.5132726704446,2646.5368620792206,2620.2031619590293,3203356113
2018-02-01,2567.492265007555,2567.130266598056,2592.345886280286,2566.5513998496363,3161061988
2018-02-02,2613.2096821277537,2603.923170925763,2616.054306948903,2590.023915834984,3297374005
2018-02-03,2655.361830231476,2649.5687396457083,2667.4242637315024,2640.882728769,3499280355
2018-02-04,2608.1703530040586,2606.586061007486,2630.35501477154,2604.182328057396,3746734240
2018-02-05,2611.982565931026,2610.495758087489,2634.45090329667,2608.237461472823,3836106086
2018-02-06,2542.7829263656013,2548.9383919514917,2583.7965318687084,2558.0871136411592,4523941251
2018-02-07,2706.4053767173373,2698.32240737632,2713.2151857138483,2686.2180196868453,4269292567
2018-02-08,2566.764595952062,2572.205948013562,2606.221053349837,2580.2885055553115,3355377542
2018-02-09,2627.057393564414,2623.6508708401657,2644.8440583458496,2618.527202043901,4234309140
2018-02-10,2624.4831305014022,2617.342172843787,2632.842391460534,2606.6449547295842,4234107755
2018-02-11,2586.3515306668996,2584.9184520545864,2608.697924019797,2582.7407307459684,3110060600
2018-02-12,2672.6060644965655,2666.341554993413,2683.6547314397144,2656.9516992860854,4234917137
2018-02-13,2574.5750496430883,2576.925530595615,2606.3285090773547,2580.3948920716102,3474051659
2018-02-14,2598.7355581051193,2596.7757846357295,2619.8802532680256,2593.8117930365033,4226559185
2018-02-15,2529.3608690301785,2527.468228272031,2549.978393277164,2524.605473941073,3216905967
2018-02-16,2596.5904357680965,2590.5963596216025,2607.557106004721,2581.611264153928,3241853049
2018-02-17,2615.542027489232,2612.378738704399,2633.8254847371386,2607.618265983536,3334632632
2018-02-18,2664.430043033521,2657.546570044782,2673.838400745719,2647.2330435243684,3996393596
2018-02-19,2651.0236044856215,2643.035497944908,2657.5164739399097,2631.073523950458,3396580253
2018-02-20,2618.142227800385,2614.8134987955887,2636.035276685024,2609.80606995184,3097105291
2018-02-21,2603.71921754301,2606.0817898004034,2635.795581030379,2609.5687593285843,4899477687
2018-02-22,2613.675561945455,2606.9398301699366,2622.9465385655894,2596.8475680325987,4616861900
2018-02-23,2618.7014182912176,2610.032702793901,2623.1564754226597,2597.055415965718,4637968120
2018-02-24,2489.8478512011447,2492.6048329534524,2521.774447275746,2496.682164218276,4944919339
2018-02-25,2572.823498490732,2568.6514573407912,2588.1387028476033,2562.3860789386717,4989391232
2018-02-26,2540.576312870763,2534.5518235487293,2550.90431121925,2525.522178769307,3547948092
2018-02-27,2598.8766207975486,2599.3919789775314,2626.253962264978,2600.122082043436,3502319993
2018-02-28,2582.5120696392682,2574.415377276799,2588.0440524215655,2562.292370307918,4136101505
2018-03-01,2528.8161889900725,2534.097435282297,2567.4887595731875,2541.9416077366386,3822707963
2018-03-02,2627.1366994445216,2614.402519103119,2621.4414548925806,2595.3574603165357,4938210815
2018-03-03,2586.7555601107765,2571.829344679656,2575.1365627799332,2549.513313399039,3023343821
2018-03-04,2570.0317718625447,2570.205065865479,2596.2584946857655,2570.4250768281963,3512725266
2018-03-05,2519.0710007899856,2520.433894884829,2547.781188651914,2522.430132048413,4976457177
2018-03-06,2517.4925215587164,2518.806445953762,2546.063586334229,2520.7296203010533,3336073599
2018-03-07,2622.5559628154583,2609.366551387291,2615.668690024202,2589.642135894608,3171393741
2018-03-08,2621.3294412286314,2610.100952053839,2619.3665507499127,2593.303201986232,3668826289
2018-03-09,2621.1890572577936,2617.7954790409244,2638.9494211240785,2612.6912179288142,4783620504
2018-03-10,2520.756901757969,2516.137729520881,2534.4239459718183,2509.2057972556813,4136637298
2018-03-11,2539.4234056293208,2532.4713444423287,2547.404639772667,2522.0573299241833,4193756082
2018-03-12,2520.971109027106,2516.7168607890662,2535.559011791466,2510.329568888069,3499802046
2018-03-13,2562.0132807296477,2553.4458665004386,2566.154497919647,2540.6206223184568,4844661497
2018-03-14,2463.8819852362662,2470.0857464178434,2504.225400116881,2479.3077344440762,4069986013
2018-03-15,2571.008284157092,2561.912869911308,2573.9105082786355,2548.2994584450175,4293604696
2018-03-16,2544.484323894179,2539.7975341116903,2558.219244911511,2532.764327051695,3015523590
2018-03-17,2559.5011854261224,2549.130336275881,2559.0769829031365,2533.613530336937,4936116890
2018-03-18,2604.224228338456,2597.8216405729113,2614.2390618914405,2588.2267329173965,3032304647
2018-03-19,2572.5080043132475,2566.491986720176,2583.177767299825,2557.4745059336583,4672196936
2018-03-20,2580.658142749793,2569.413399254269,2578.2461921156587,2552.5920011493336,4794546629
2018-03-21,2560.816378586734,2550.7397507571295,2561.1460866124507,2535.6620459496403,4670005491
2018-03-22,2550.626590461487,2543.7368885712,2558.8772410668225,2533.4157759815807,3852960903
2018-03-23,2532.673181954563,2524.3594821742436,2537.1587042183137,2511.9133439773354,3138019623
2018-03-24,2514.6970927687166,2512.1548721816494,2533.5321249922363,2508.322850116692,3458117608
2018-03-25,2560.476115412645,2560.525295161825,2586.2944845666243,2560.5602110883497,3054137794
2018-03-26,2506.1536589585235,2498.4012164507435,2511.786040815909,2486.793144887393,3912623022
2018-03-27,2554.235709804704,2546.8213767333073,2561.2018007784613,2535.71720574584,4147835396
2018-03-28,2591.200888663324,2575.79155884099,2578.410243093533,2552.75441977917,3944370807
2018-03-29,2483.3066013251923,2482.763168671159,2506.858646484523,2481.9147793553243,3255124120
2018-03-30,2540.4925633501643,2529.2675465893494,2537.7272110559807,2512.4761940305484,4822237114
2018-03-31,2559.7960396460026,2556.1521094452437,2576.3100503751084,2550.6751245007295,3470066438
2018-04-01,2532.1313144366136,2527.9446657452263,2547.001394874461,2521.6580974130243,3877985309
2018-04-02,2516.580985682699,2514.0302920845065,2535.413591801089,2510.18559586277,3557159957
2018-04-03,2441.3969218577545,2444.6291225255372,2474.0336897437355,2449.4164390995193,3975317655
2018-04-04,2528.076816114688,2516.344522804158,2523.909784421983,2498.79625422873,4162601452
2018-04-05,2514.133104924907,2513.4689731409962,2537.6906319176387,2512.439978863732,4033644315
2018-04-06,2590.082065909022,2576.8008596692894,2582.6378186272095,2556.9399298846506,4921606817
2018-04-07,2545.445282113778,2542.49748136018,2563.5678122810664,2538.059674845434,4474886627
2018-04-08,2469.096951849225,2469.766184866667,2495.559330535691,2470.727894410958,4525626627
2018-04-09,2516.6732179968144,2511.857200066879,2529.803716222541,2504.63153994172,4314808556
2018-04-10,2514.9594139833225,2512.7974387932363,2534.7543597407885,2509.5329233254574,3832036974
2018-04-11,2496.223735367671,2492.932163964766,2512.986869195235,2487.982024725631,4832155088
2018-04-12,2517.1011482093477,2506.3142353284725,2515.204003305658,2490.177097800129,4879442945
2018-04-13,2508.0117660125475,2508.7262615763425,2534.9786076364458,2509.75493989877,4756861076
2018-04-14,2542.4377165788273,2529.898706943473,2536.38386089016,2511.1462105330443,4445132431
2018-04-15,2408.358470133528,2407.2479320591347,2429.7306977552453,2405.55427290196,3886539452
2018-04-16,2447.3986088504776,2448.7758633167196,2475.425711970788,2450.7946103591385,3458369054
2018-04-17,2504.132121877141,2503.5540750811706,2527.806010279669,2502.6537116699214,4006899265
2018-04-18,2512.2540905587703,2501.479458761193,2510.339223149485,2485.3607234166543,4860042140
2018-04-19,2538.422256976003,2526.2834772671017,2533.3356987445395,2508.1283783590216,3709449028
2018-04-20,2425.2291194478867,2424.8627553502424,2448.644129303537,2424.279511101512,3515345244
2018-04-21,2509.491298333311,2499.4978212478823,2509.5152904932993,2484.544989095356,3870297047
2018-04-22,2486.623725618764,2476.708981749027,2486.616453714312,2461.8740014385476,4040318963
2018-04-23,2433.101382888384,2432.8483163344354,2456.8806219994376,2432.4340486462097,4603757092
2018-04-24,2450.4709483861534,2451.8620453996823,2478.5637317474548,2453.9014060584254,3296655187
2018-04-25,2537.519329016767,2526.142389601057,2534.3416694958573,2509.1243394511225,3655824289
2018-04-26,2347.5149961793986,2351.67419421551,2381.5434007409885,2357.8464514798843,4683184312
2018-04-27,2467.8874831046087,2462.4193852993485,2478.886779104184,2454.221239013595,3501269129
2018-04-28,2480.45693986469,2479.2869441818566,2502.402994072732,2477.5034617934016,4135608294
2018-04-29,2535.4984555232463,2516.469685660693,2513.036764894389,2488.0314239501663,4487181333
2018-04-30,2549.2300591128082,2540.123953593804,2551.8868215632256,2526.494912890955,4462864151
2018-05-01,2425.7019052468518,2422.939956899848,2443.090692179918,2418.7813320587247,3046307524
2018-05-02,2415.4722459164486,2411.166267665988,2428.8712280693244,2404.7033551532118,3892779780
2018-05-03,2468.5320766082277,2460.200904254262,2472.3299505640316,2447.7296525484694,3887172477
2018-05-04,2490.587878611133,2486.7135592333034,2505.8273677569177,2480.8937621075956,4768895526
2018-05-05,2401.580342615086,2404.672718298797,2433.465534034539,2409.2519466312106,3144781867
2018-05-06,2441.864194349833,2440.9158543972535,2463.9809937241403,2439.4637699059895,3408803720
2018-05-07,2456.621949740278,2445.5656786568775,2453.4397731166346,2429.027437065723,3284586996
2018-05-08,2450.311624273153,2446.3831207679345,2465.010527940722,2440.4830600010137,4997163034
2018-05-09,2452.3744212561232,2451.202911932231,2474.0348547757635,2449.4175925391887,3093019418
2018-05-10,2407.6405835204123,2411.9168344414575,2442.5670373110765,2418.2628876860913,4329994612
2018-05-11,2410.8156091485484,2412.138698878479,2438.339237677679,2414.0771557107373,4479406888
2018-05-12,2349.559700347076,2354.7443229759588,2386.1901660324897,2362.4469803008233,4349426945
2018-05-13,2370.0484897064607,2368.9292450329003,2391.014354818774,2367.2231672086373,3465169850
2018-05-14,2442.638721786239,2429.480014217095,2434.0232649036866,2409.8041279394715,3230444283
2018-05-15,2389.713643865122,2384.6167471503963,2400.862971668289,2376.9737878705946,3830575444
2018-05-16,2406.5602738560756,2405.690317975216,2428.5201305614955,2404.355751152924,3314368186
2018-05-17,2358.624706445653,2354.543523001813,2372.0191483618905,2348.4169677811756,4446300910
2018-05-18,2486.3073677420934,2479.2161003372257,2493.4051221841837,2468.595120968421,3242545033
2018-05-19,2378.355746619457,2375.790529371433,2395.7646889708935,2371.926234354268,3304467155
2018-05-20,2337.1593759693765,2336.2159955562097,2358.237940961612,2334.772886822691,3067563586
2018-05-21,2394.1349630783357,2391.736943954118,2412.1231781140386,2388.1219524611624,3502882656
2018-05-22,2378.2620980659376,2372.547588215358,2387.7416460745026,2363.9830227304783,4412984784
2018-05-23,2388.748933972092,2381.454239014182,2394.3555466895077,2370.5311133891146,4059071153
2018-05-24,2437.7135441608434,2435.828592836445,2457.430739493728,2432.978692334587,4138220070
2018-05-25,2377.968352929122,2374.319753974359,2392.6459563166413,2368.83853386573,3248533528
2018-05-26,2316.767463602889,2315.882585616528,2337.7886762354046,2314.527097367391,3709976873
2018-05-27,2393.8478883617645,2394.4795834240463,2419.4606342995667,2395.386399132407,3687714012
2018-05-28,2370.3190322606033,2363.603925965693,2377.1998344070244,2353.5461047114322,4663933637
2018-05-29,2396.042720690255,2393.770666723343,2414.367201908537,2390.3436476606917,3574737754
2018-05-30,2409.1613024845024,2411.1398934030117,2438.318577160992,2414.0567007713307,3681144218
2018-05-31,2401.4835357429065,2400.3846698823354,2422.816158123448,2398.7085346595336,3511071560
2018-06-01,2353.6764059536827,2348.5189793380914,2364.311711398525,2340.7862217328684,4691739002
2018-06-02,2381.7037219644553,2375.1142870188005,2389.015152299643,2365.2438572518854,4571560486
2018-06-03,2423.133039670224,2409.1058101882627,2412.1353075248016,2388.1339611812714,4330172001
2018-06-04,2309.1185448482547,2314.126005135319,2344.897168293048,2321.564858160779,4183785412
2018-06-05,2326.0041378086758,2331.958854509625,2364.336960605558,2340.8112197040105,3044020160
2018-06-06,2354.572134058326,2354.843049943115,2378.882470814966,2355.211998468549,3579854713
2018-06-07,2387.741143889601,2381.8819476674985,2396.95156177339,2373.1012974771375,3901645441
2018-06-08,2422.09301483208,2415.9016472861445,2430.8119031931815,2406.6247200768316,4630529850
2018-06-09,2387.7395894966044,2380.6299512768705,2393.8019601997376,2369.983035222626,4838188495
2018-06-10,2436.477148191085,2428.7342799306425,2441.4344248792336,2417.141545029689,3001858079
2018-06-11,2391.0447448937425,2379.4404116815995,2385.8247307901365,2362.0851812300357,3856204327
2018-06-12,2378.8281603133755,2373.1921923735017,2388.5111208109756,2364.7448410019115,4659761995
2018-06-13,2347.1517777422487,2346.0111837264335,2367.834125026169,2344.2735864686947,4694397326
2018-06-14,2316.4519531111873,2317.724714055656,2342.901931250853,2319.589474223482,3692751471
2018-06-15,2400.2771893112226,2387.814003883497,2392.9876328621153,2369.1768106445816,3670632019
2018-06-16,2441.19414186103,2426.440465212897,2428.548797925462,2404.3841332694874,4641219340
2018-06-17,2383.228044004672,2378.459177091468,2395.1381148877194,2371.305894839086,4392809668
2018-06-18,2355.984212385018,2347.8433172881773,2359.1316902970657,2335.657743129931,3538621324
2018-06-19,2323.642075462342,2323.9312807644606,2347.6880711610675,2324.327990851007,3377139719
2018-06-20,2335.483601249618,2336.128779213619,2360.544601150488,2337.056595168891,4350706464
2018-06-21,2398.064968090887,2392.1424733328886,2407.219629990645,2383.267195861385,4868137998
2018-06-22,2368.3038906006554,2361.944166955393,2376.0591589429832,2352.4167792520084,3986863934
2018-06-23,2367.6321619911973,2351.4328607545954,2350.6092078282504,2327.2200614817007,3521061878
2018-06-24,2353.138317329938,2339.7372184143787,2343.0144888957852,2319.700911891847,3317924938
2018-06-25,2334.6018523548914,2332.84708795131,2353.6120647670523,2330.193039246982,3934216484
2018-06-26,2353.837750168465,2347.786444896169,2362.2243038471156,2338.719584405851,4150512799
2018-06-27,2348.658199424945,2343.364879220894,2358.9010299405404,2335.4293779013315,3773768702
2018-06-28,2386.4782684561874,2377.522914969055,2387.8813287990424,2364.1213155771616,3417223330
2018-06-29,2361.9790017296277,2357.9982921755322,2375.6600507753756,2352.021642309949,4979696332
2018-06-30,2283.811549696744,2291.5026639023536,2326.092408526211,2302.9472104314227,3403055135
2018-07-01,1785.0452920938828,1780.6594667226605,1791.9168776200581,1774.0868589372717,3500226045
2018-07-02,1702.5834681088988,1701.4307411653008,1716.76698212425,1699.6847235956507,3528361269
2018-07-03,1863.8587647824247,1855.9292048309248,1862.5997729499122,1844.066441875784,3622955523
2018-07-04,1729.195550824617,1730.240633263405,1749.17918115424,1731.774413182556,4368452310
2018-07-05,1700.620843654192,1694.5644159704516,1702.4394240087001,1685.4997282474199,3063477815
2018-07-06,1664.2862181030691,1659.52431883902,1668.9991986375176,1652.3922414371443,4820255795
2018-07-07,1616.0187072341107,1620.987538161244,1644.7447744258661,1628.3791547798378,4552069730
2018-07-08,1652.3517471281527,1649.9958372126473,1663.0021269726221,1646.4548421271236,4295325579
2018-07-09,1649.580813437001,1647.7835237536317,1661.6097327928185,1645.0763026157756,4722060549
2018-07-10,1680.2135034511073,1682.7882241124942,1703.556513369742,1686.6057022914363,4553950275
2018-07-11,1768.5673257414858,1760.7086545306906,1766.5305425252313,1748.9531241916472,3085745051
2018-07-12,1746.680354584889,1741.192836884937,1750.3933961981531,1732.976546484739,4076532208
2018-07-13,1769.3802557197068,1766.969449271639,1781.06682091035,1763.3447629908444,3647874217
2018-07-14,1706.062636279688,1703.6076922120806,1717.002686713032,1699.9180828651413,4434695204
2018-07-15,1661.635135355005,1659.4059381979264,1672.6976784646447,1656.0539204699717,3139729109
2018-07-16,1655.3376336743293,1652.3797690311144,1664.502534962076,1647.9403206838465,4251257706
2018-07-17,1663.6913241829254,1659.0493555331775,1668.7002644426454,1652.0962817118732,4164190441
2018-07-18,1666.7667122932912,1661.5047454004937,1670.2456469681042,1653.62628729678,4405967945
2018-07-19,1686.3373597793423,1680.0605759714826,1687.457850100928,1670.6672247267898,4164472084
2018-07-20,1665.367451588316,1660.3875756536418,1669.5425184638545,1652.9301550960552,4294972122
2018-07-21,1639.6434447724748,1639.849528611874,1656.6162050388941,1640.132461705174,3795217057
2018-07-22,1673.2089089422482,1666.6481952050206,1673.482850784205,1656.831280129636,3429713539
2018-07-23,1658.445943392251,1654.861443509903,1666.0644605953314,1649.4867047685125,4470026143
2018-07-24,1754.8120647172007,1750.3619561656071,1761.2184225250808,1743.693861106921,4960687213
2018-07-25,1737.4780579458222,1734.2716518429745,1746.8415323114757,1729.460024527282,3984071363
2018-07-26,1658.4054142512498,1657.2756976588196,1672.2035277635198,1655.5646866912462,4104415222
2018-07-27,1659.6152816877284,1655.7950432050122,1666.6520530888088,1650.0684505705124,3470084324
2018-07-28,1665.8148656406786,1660.7447910330477,1669.7673440251663,1653.152743587105,4938388520
2018-07-29,1661.0531775443023,1656.9430592569008,1667.374595756737,1650.783803759158,4771086705
2018-07-30,1709.714291256044,1703.3833414311887,1710.9330058772666,1693.9087968635627,4060170028
2018-07-31,1669.0048719046222,1663.2916920341802,1671.370322172798,1654.7397717034173,4407322787
2018-08-01,1655.5364958142397,1652.538540563619,1664.602463187381,1648.039254598452,4835063058
2018-08-02,1643.2860015299873,1642.7577459270717,1658.446589809544,1641.9446336920364,4030251018
2018-08-03,1662.1665835641502,1657.8320026231474,1667.934082281711,1651.3377232540324,3140918336
2018-08-04,1638.045111682689,1638.5734194729887,1655.8130426612768,1639.3372909930054,3256532308
2018-08-05,1653.613383231078,1651.0031274772227,1663.6360991143422,1647.082506088329,4714584618
2018-08-06,1637.0483578799704,1637.7776112368983,1655.3121738754105,1638.841405976153,4406949137
2018-08-07,1688.7728790993147,1679.0744689784226,1681.303745788131,1664.5743552827767,3939527062
2018-08-08,1673.311042860446,1666.72973892531,1673.5341730780997,1656.8820917539397,4691120587
2018-08-09,1650.9587602452134,1648.8836764853086,1662.3021510639453,1645.7618311528613,3900445571
2018-08-10,1689.2402368358944,1684.0342512077364,1693.0856297027922,1676.23900652167,4494734458
2018-08-11,1687.1440041347548,1677.7739752067184,1680.4852361184398,1663.7639899879084,3131041016
2018-08-12,1662.0208064414674,1657.7156141683975,1667.860829277563,1651.2651991354978,4856454244
2018-08-13,1642.241008995949,1641.9234238878958,1657.9214810611898,1641.4247499063522,3175321448
2018-08-14,1663.232652220141,1658.6831518380905,1668.4697817813462,1651.8680924103876,3910655004
2018-08-15,1666.2003254625579,1661.0525421548361,1669.9610375856607,1653.3445098484904,3763532265
2018-08-16,1655.422382884844,1652.4474328007893,1664.5451214403595,1647.9824834160775,4787500647
2018-08-17,1653.5943614883506,1650.9879405178292,1663.6265406886216,1647.073042771322,3532457306
2018-08-18,1660.8300176937528,1656.764888432222,1667.262457931836,1650.6727817335095,4807815494
2018-08-19,1653.2461643465801,1650.7099399198396,1663.451571624882,1646.8998146932913,4843224796
2018-08-20,1662.7848168874743,1658.3256001084897,1668.2447445266814,1651.6452943323864,3853798308
2018-08-21,1647.2559265889622,1646.7834527905802,1662.5967859941256,1646.0535343921943,3176814670
2018-08-22,1659.919706151355,1656.0380956967717,1666.805026381781,1650.2199017411667,3177036870
2018-08-23,1613.815204727787,1619.2282617601952,1643.6375144164385,1627.2829122829419,4425166545
2018-08-24,1648.182762328611,1646.667319748693,1660.9072121108525,1644.3807721893518,3323352791
2018-08-25,1641.5790517551548,1641.3949172268456,1657.5888475476909,1641.0954261790573,3581585065
2018-08-26,1653.1333806534224,1650.6198934192225,1663.3948978190701,1646.8437048059454,3484001541
2018-08-27,1678.3404365276542,1670.745206829209,1676.061443395872,1659.384215103376,3826171048
2018-08-28,1651.4078450500672,1649.2422257935036,1662.5278161783842,1645.9852508432762,4527512963
2018-08-29,1655.7179499167555,1652.6834135190677,1664.693643873895,1648.1295280144536,3523000605
2018-08-30,1679.9504172792367,1672.0306154612726,1676.8704587235418,1660.185180527288,3281898392
2018-08-31,1665.1348839311054,1660.2018936361246,1669.425653216106,1652.8144526865926,3264830124
2018-09-01,1662.254509961806,1657.902203059036,1667.9782652965332,1651.3814666368664,4505931192
2018-09-02,1661.3240841079592,1657.1593510573246,1667.510726304975,1650.9185797745774,4704128258
2018-09-03,1662.8705551798657,1658.3940535611346,1668.2878280186078,1651.6879491328507,4523172391
2018-09-04,1656.6999515123227,1653.4674435929685,1665.1870996756677,1648.6180738082483,3260609509
2018-09-05,1653.5255095663917,1650.9329691433372,1663.5919425978375,1647.0387889401477,3524159784
2018-09-06,1675.8896036704086,1668.7884618759842,1674.829899885106,1658.164925756896,3007840186
2018-09-07,1654.42746569028,1651.6530909126498,1664.0451755500912,1647.4875121117823,4816954606
2018-09-08,1630.400356260565,1632.4698467439653,1651.9715530616595,1635.534025170499,4055005267
2018-09-09,1667.5764071850333,1662.1512058020603,1670.6525186512044,1654.0291105054216,3422697252
2018-09-10,1663.9072070486422,1659.221716413166,1668.8087455826683,1652.2036834375672,3789253387
2018-09-11,1653.79087449373,1651.1448365013239,1663.7252884738248,1647.1708079914984,3641403747
2018-09-12,1666.8526920960328,1661.5733916750023,1670.2888518189818,1653.669062248644,3676038808
2018-09-13,1666.4555484952834,1661.2563122241643,1670.0892871596054,1653.4714833072712,4915101415
2018-09-14,1654.0001066226628,1651.311887433064,1663.8304276186136,1647.2749009756424,4917237464
2018-09-15,1649.2081403724392,1647.4859815788855,1661.4224645778763,1644.8908977661563,3985242115
2018-09-16,1684.6615630703543,1675.791994260901,1679.2378094835788,1662.5289755583692,4134005805
2018-09-17,1654.1074609076206,1651.3975990941742,1663.8843731468048,1647.328309732409,4675289454
2018-09-18,1648.0810993469456,1646.5861520241315,1660.8561264625657,1644.3301948559733,4084001788
2018-09-19,1633.620794230079,1635.0410444188249,1653.58982314134,1637.1361930603318,3457380836
2018-09-20,1657.2687142455702,1653.9215437591936,1665.4729029491248,1648.901033268039,4866312694
2018-09-21,1672.8632912168528,1666.3722540130652,1673.309177877194,1656.6593353112519,4511828330
2018-09-22,1654.9522697759262,1652.0720944946295,1664.3088896031284,1647.748602144391,3443274481
2018-09-23,1649.115013869037,1647.4116293785692,1661.3756685099165,1644.8445673307135,3064312347
2018-09-24,1651.6307915565071,1649.4202262842455,1662.6398467978704,1646.0961667302302,4164651815
2018-09-25,1647.716419736215,1646.294991822924,1660.6728749581735,1644.1487667496347,3771437809
2018-09-26,1646.6737096742816,1645.4624921094764,1660.148913152052,1643.6300184938227,3007429502
2018-09-27,1643.291962274123,1642.76250498519,1658.4495850834724,1641.947599162244,4826417818
2018-09-28,1661.9292017410676,1657.6424769755981,1667.8147979156117,1651.2196257970486,3429758091
2018-09-29,1658.3665939231287,1654.7980908937561,1666.0245874870977,1649.4472284076244,3488311474
2018-09-30,1646.6515446203853,1645.4447955304456,1660.137775212469,1643.6189913795092,3147762144
2018-10-01,1634.0437589999601,1635.3787394910983,1653.8023629382055,1637.346618033348,4728612656
2018-10-02,1686.041821667414,1676.8939927247934,1679.9313894286013,1663.2156542104065,4107093326
2018-10-03,1666.4740984468065,1661.2711225054602,1670.0986085102456,1653.4807119081538,3373198531
2018-10-04,1672.9321497407368,1666.4272306585342,1673.3437792854459,1656.6935924268844,3695917761
2018-10-05,1663.1696815047137,1658.6328760188935,1668.4381389968441,1651.8367644794628,4773627445
2018-10-06,1666.3465608578833,1661.1692964944639,1670.0345208718118,1653.4172619576648,4737786436
2018-10-07,1660.8213564785328,1656.7579733179907,1667.258105671188,1650.6684727789377,3868605288
2018-10-08,1645.371831588393,1644.423072645703,1659.494719413893,1642.9823341460933,4427479866
2018-10-09,1684.1682396272001,1675.3981248238865,1678.9899144533936,1662.2835471453998,3366409017
2018-10-10,1660.5149460978416,1656.5133352700468,1667.1041344548908,1650.5160336145439,4055653482
2018-10-11,1705.1617761949983,1692.1593644196168,1689.5391665787124,1672.7278315878796,4138486147
2018-10-12,1633.634306322684,1635.051832473561,1653.5966129678743,1637.1429153264032,4667217393
2018-10-13,1668.766042991452,1663.1010110299053,1671.2503106439303,1654.6209543191153,3950883463
2018-10-14,1685.5701025231808,1676.5173721600377,1679.694350558624,1662.9809739361501,4153164198
2018-10-15,1656.8461153406015,1653.5841407934663,1665.2605469993778,1648.690790312817,4433443004
2018-10-16,1657.423639106867,1654.0452357684526,1665.5507526919262,1648.9781083865341,3164879407
2018-10-17,1661.3033421055075,1657.1427906425672,1667.500303448743,1650.9082606283575,3247372031
2018-10-18,1653.7613342889226,1651.1212516018056,1663.710444520909,1647.1561117396068,3522625063
2018-10-19,1665.606954515456,1660.5787947906701,1669.6628686847423,1653.049307802307,4094864504
2018-10-20,1650.423101004553,1648.4560061475652,1662.0329822955134,1645.4953406806328,3128107864
2018-10-21,1657.4247451149845,1654.0461188053337,1665.5513084610052,1648.9786586255725,4747115870
2018-10-22,1644.7249596425163,1643.906610084115,1659.1696662610898,1642.6605153530195,3502416689
2018-10-23,1648.7518001010178,1647.1216395061826,1661.1931535914869,1644.6638684811242,3868601139
2018-10-24,1664.4149985264282,1659.6271371290304,1669.0639108002556,1652.4563096977656,3432559726
2018-10-25,1659.568555180174,1655.7577367613808,1666.6285730187626,1650.045204133004,4508922889
2018-10-26,1655.4125336456113,1652.439569168186,1664.540172197645,1647.9775834195593,3849394337
