date,close
2018-05-11,10919.510099480642
2018-05-12,10298.37087685436
2018-05-13,10143.394118086566
2018-05-14,10328.61098701379
2018-05-15,10142.46091864518
2018-05-16,10693.304688260088
2018-05-17,9774.735688401715
2018-05-18,11436.071393088965
2018-05-19,10159.629997837937
2018-05-20,9692.75667051844
2018-05-21,10399.345236356286
2018-05-22,9936.396797429174
2018-05-23,9973.777312883873
2018-05-24,11085.789933238388
2018-05-25,10077.38746584549
2018-05-26,9417.099335633855
2018-05-27,10615.401430055408
2018-05-28,9755.64878997097
2018-05-29,10436.243148354451
2018-05-30,10943.577424680228
2018-05-31,10601.406197767805
2018-06-01,9632.135894585255
2018-06-02,9923.741439374931
2018-06-03,9987.754798374546
2018-06-04,9713.23415062248
2018-06-05,10015.902556827574
2018-06-06,10021.212093803635
2018-06-07,10060.42335122179
2018-06-08,10532.966674850542
2018-06-09,9972.485666111246
2018-06-10,10631.482526784848
2018-06-11,9706.666191298596
2018-06-12,9949.872843272353
2018-06-13,9818.183503320473
2018-06-14,9558.84323081831
2018-06-15,9775.782043040595
2018-06-16,10193.73779490593
2018-06-17,10073.157719770914
2018-06-18,9460.944263522531
2018-06-19,9590.586608297623
2018-06-20,9778.96031836673
2018-06-21,10203.445294188778
2018-06-22,9752.138119535739
2018-06-23,9080.667090749765
2018-06-24,9072.545896899794
2018-06-25,9601.880118790075
2018-06-26,9573.33814383856
2018-06-27,9553.856406108307
2018-06-28,9826.052056874107
2018-06-29,9828.521263937602
2018-06-30,9547.827850702326
2018-07-01,3814.757381295853
2018-07-02,3356.4414002305743
2018-07-03,4274.521437971258
2018-07-04,3610.228603701486
2018-07-05,3186.234224482717
2018-07-06,3000.0
2018-07-07,3000.0
2018-07-08,3000.0
2018-07-09,3000.0
2018-07-10,3330.92292290901
2018-07-11,3577.074561594288
2018-07-12,3507.7473378985887
2018-07-13,3772.602457887736
2018-07-14,3336.8316606816256
2018-07-15,3060.84099737027
2018-07-16,3000.0
2018-07-17,3000.0
2018-07-18,3000.0
2018-07-19,3089.522769108714
2018-07-20,3000.0
2018-07-21,3000.0
2018-07-22,3000.0
2018-07-23,3000.0
2018-07-24,3598.852374428597
2018-07-25,3522.1347793130963
2018-07-26,3074.610270048429
2018-07-27,3000.0
2018-07-28,3000.0
2018-07-29,3000.0
2018-07-30,3235.6550062023707
2018-07-31,3000.0
2018-08-01,3000.0
2018-08-02,3000.0
2018-08-03,3000.0
2018-08-04,3000.0
2018-08-05,3000.0
2018-08-06,3000.0
2018-08-07,3000.0
2018-08-08,3000.0
2018-08-09,3000.0
2018-08-10,3140.9278876366116
2018-08-11,3000.0
2018-08-12,3000.0
2018-08-13,3000.0
2018-08-14,3000.0
2018-08-15,3000.0
2018-08-16,3000.0
2018-08-17,3000.0
2018-08-18,3000.0
2018-08-19,3000.0
2018-08-20,3000.0
2018-08-21,3025.961772815587
2018-08-22,3000.0
2018-08-23,3000.0
2018-08-24,3000.0
2018-08-25,3000.0
2018-08-26,3000.0
2018-08-27,3000.0
2018-08-28,3000.0
2018-08-29,3000.0
2018-08-30,3000.0
2018-08-31,3000.0
2018-09-01,3000.0
2018-09-02,3000.0
2018-09-03,3000.0
2018-09-04,3000.0
2018-09-05,3000.0
2018-09-06,3000.0
2018-09-07,3000.0
2018-09-08,3000.0
2018-09-09,3000.0
2018-09-10,3000.0
2018-09-11,3000.0
2018-09-12,3000.0
2018-09-13,3000.0
2018-09-14,3000.0
2018-09-15,3000.0
2018-09-16,3000.0
2018-09-17,3000.0
2018-09-18,3000.0
2018-09-19,3000.0
2018-09-20,3000.0
2018-09-21,3000.0
2018-09-22,3000.0
2018-09-23,3000.0
2018-09-24,3000.0
2018-09-25,3000.0
2018-09-26,3000.0
2018-09-27,3000.0
2018-09-28,3000.0
2018-09-29,3000.0
2018-09-30,3000.0
2018-10-01,3000.0
2018-10-02,3000.0
2018-10-03,3000.0
2018-10-04,3000.0
2018-10-05,3000.0
2018-10-06,3000.0
2018-10-07,3000.0
2018-10-08,3000.0
2018-10-09,3000.0
2018-10-10,3000.0
2018-10-11,3000.0
2018-10-12,3000.0
2018-10-13,3000.0
2018-10-14,3000.0
2018-10-15,3000.0
2018-10-16,3000.0
2018-10-17,3000.0
2018-10-18,3000.0
2018-10-19,3000.0
2018-10-20,3000.0
2018-10-21,3000.0
2018-10-22,3000.0
2018-10-23,3000.0
2018-10-24,3000.0
2018-10-25,3000.0
2018-10-26,3000.0
2018-10-27,3000.0
2018-10-28,3000.0
2018-10-29,3000.0
2018-10-30,3000.0
2018-10-31,3000.0
2018-11-01,3000.0
2018-11-02,3000.0
2018-11-03,3000.0
2018-11-04,3000.0
2018-11-05,3000.0
2018-11-06,3000.0
2018-11-07,3000.0
2018-11-08,3000.0
2018-11-09,3000.0
2018-11-10,3000.0
2018-11-11,3000.0
2018-11-12,3000.0
2018-11-13,3000.0
2018-11-14,3000.0
2018-11-15,3000.0
2018-11-16,3000.0
2018-11-17,3000.0
2018-11-18,3000.0
2018-11-19,3000.0
2018-11-20,3000.0
2018-11-21,3000.0
2018-11-22,3000.0
2018-11-23,3000.0
2018-11-24,3000.0
2018-11-25,3000.0
2018-11-26,3000.0
2018-11-27,3000.0
2018-11-28,3000.0
2018-11-29,3000.0
2018-11-30,3000.0
2018-12-01,3000.0
2018-12-02,3000.0
2018-12-03,3000.0
2018-12-04,3000.0
2018-12-05,3000.0
2018-12-06,3000.0
2018-12-07,3000.0
2018-12-08,3000.0
2018-12-09,3000.0
2018-12-10,3000.0
2018-12-11,3000.0
2018-12-12,3000.0
2018-12-13,3000.0
2018-12-14,3000.0
2018-12-15,3000.0
2018-12-16,3000.0
2018-12-17,3000.0
2018-12-18,3000.0
2018-12-19,3000.0
2018-12-20,3000.0
2018-12-21,3000.0
2018-12-22,3000.0
2018-12-23,3000.0
2018-12-24,3000.0
2018-12-25,3000.0
2018-12-26,3000.0
2018-12-27,3000.0
2018-12-28,3000.0
2018-12-29,3000.0
2018-12-30,3000.0
2018-12-31,3000.0
2019-01-01,3657.4010577878416
2019-01-02,3598.87713020298
2019-01-03,3835.034568653467
2019-01-04,3268.9748343890024
2019-01-05,3000.0
2019-01-06,3252.823748992724
2019-01-07,3736.1197998135485
2019-01-08,3527.1046561582248
2019-01-09,3276.229827806278
2019-01-10,3467.1294254810678
2019-01-11,3517.0286308702803
2019-01-12,3631.2959155958056
2019-01-13,3419.674460742213
2019-01-14,3254.590807605518
2019-01-15,3396.536302808948
2019-01-16,3768.2127048663237
2019-01-17,3425.391225423744
2019-01-18,3393.188212876989
2019-01-19,3657.8553239611797
2019-01-20,3920.633563749167
2019-01-21,3166.619637667078
2019-01-22,3448.9658816357037
2019-01-23,3626.737297553095
2019-01-24,3928.2160257194882
2019-01-25,4278.432237549445
2019-01-26,3804.347213060768
2019-01-27,3486.1143932907053
2019-01-28,3828.523277531183
2019-01-29,3612.041515496834
2019-01-30,3810.266415076951
2019-01-31,3800.130627558331
2019-02-01,3988.220825539501
2019-02-02,4130.454971565999
2019-02-03,3655.504577910123
2019-02-04,3279.7812295988647
2019-02-05,3479.9493805665315
2019-02-06,3379.6381009961938
2019-02-07,3638.212919829841
2019-02-08,3696.4303835623864
2019-02-09,3401.7741846758527
2019-02-10,3348.2238123338434
2019-02-11,3401.2405253627767
2019-02-12,3500.2609480179244
2019-02-13,3997.5135607252737
2019-02-14,3990.7860385302633
2019-02-15,3895.420019447291
2019-02-16,4090.2245701196766
2019-02-17,4170.990925601961
2019-02-18,4082.319960077411
2019-02-19,3721.5677471224985
2019-02-20,4139.756024485847
2019-02-21,3804.8786481263655
2019-02-22,3782.9273160359853
2019-02-23,4114.778463454641
2019-02-24,4193.63344079458
2019-02-25,4125.181525715602
2019-02-26,4314.6227699527535
2019-02-27,4334.431179866116
2019-02-28,4028.9624939060845
2019-03-01,3996.4814897899123
2019-03-02,4135.763693531376
2019-03-03,3970.0215111915595
2019-03-04,4269.102660380242
2019-03-05,4066.6662681851894
2019-03-06,4053.1076005730138
2019-03-07,3793.0851666096146
2019-03-08,3683.7640690240873
2019-03-09,4457.494164909742
2019-03-10,4105.1765853827965
2019-03-11,3956.6000756984768
2019-03-12,3834.33985553039
2019-03-13,3919.576431802093
2019-03-14,3889.3987383062727
2019-03-15,4450.969017357937
2019-03-16,4439.149271893075
2019-03-17,4082.0932978512346
2019-03-18,4728.91765570191
2019-03-19,4560.9052513742245
2019-03-20,4321.721556203112
2019-03-21,4048.2124663500394
2019-03-22,4571.962416450563
2019-03-23,4010.9369060110093
2019-03-24,4220.301552965505
2019-03-25,4577.0560578702925
2019-03-26,4097.475462882611
2019-03-27,4170.172337732165
2019-03-28,3890.914337352663
2019-03-29,4361.896723683954
2019-03-30,3860.6580045532633
2019-03-31,4237.085517697786
2019-04-01,5043.749005484708
2019-04-02,4851.9543570810665
2019-04-03,4005.373166417262
2019-04-04,4330.542170643942
2019-04-05,4635.957259865999
2019-04-06,4163.50414424889
2019-04-07,5091.103928832057
2019-04-08,4666.903034505216
2019-04-09,4707.587458399808
2019-04-10,4620.221132688126
2019-04-11,4179.34557692897
2019-04-12,4405.309365849774
2019-04-13,4718.1176363235545
2019-04-14,4782.144865044612
2019-04-15,4481.7193326350725
2019-04-16,4862.652960600472
2019-04-17,4011.5324930155625
2019-04-18,4705.892766686119
2019-04-19,4212.02383638723
2019-04-20,4928.285275874431
2019-04-21,4248.714054774922
2019-04-22,4743.720584186695
2019-04-23,5010.337932658252
2019-04-24,4774.352292083355
2019-04-25,4526.961995074609
2019-04-26,4310.874180111508
2019-04-27,5216.116474284702
2019-04-28,4248.749006285179
2019-04-29,5176.185324825387
2019-04-30,5006.535684871016
2019-05-01,4656.287713670377
2019-05-02,4537.201542323475
2019-05-03,5086.064350622695
2019-05-04,4835.879413460701
2019-05-05,4928.645345393723
2019-05-06,4450.897024392219
2019-05-07,4776.424594676456
2019-05-08,4455.012422780584
2019-05-09,4426.142449094977
2019-05-10,4497.532263128937
2019-05-11,4003.280067274177
2019-05-12,4812.945434205377
2019-05-13,5320.067677339447
2019-05-14,4760.823837330185
2019-05-15,4474.310997387881
2019-05-16,4705.323458660556
2019-05-17,4810.538624136318
2019-05-18,5017.3419515203395
2019-05-19,4803.083928236562
2019-05-20,4914.1088015892165
2019-05-21,4831.664046944081
2019-05-22,4850.204752027168
2019-05-23,5019.189153948836
2019-05-24,4737.6435526875985
2019-05-25,4583.654183313179
2019-05-26,5005.661628504903
2019-05-27,5198.043421007726
2019-05-28,4942.985278942369
2019-05-29,4386.080451672151
2019-05-30,4166.6187902041875
2019-05-31,4888.542688040751
2019-06-01,5409.415323152368
2019-06-02,5213.332718840356
2019-06-03,4502.66342553528
2019-06-04,4995.183966430744
2019-06-05,4885.9777775129605
2019-06-06,5155.675942397868
2019-06-07,4400.7128853198665
2019-06-08,5062.7666482133045
2019-06-09,5399.840787038459
2019-06-10,5334.46822277114
2019-06-11,4780.076476730355
2019-06-12,5086.672217360178
2019-06-13,4832.676736303008
2019-06-14,4967.894999772592
2019-06-15,4890.852975030258
2019-06-16,4984.642420951
2019-06-17,4673.137768479265
2019-06-18,4878.793819582955
2019-06-19,5440.394632177358
2019-06-20,5279.679425761027
2019-06-21,5303.42498280199
2019-06-22,5585.945073684269
2019-06-23,5181.184823001953
2019-06-24,4983.143125194634
2019-06-25,5315.167028947285
2019-06-26,5277.8351804958875
2019-06-27,5530.226522410587
2019-06-28,5871.359033458936
2019-06-29,5459.603382433786
2019-06-30,5779.931979914138
2019-07-01,5337.04680227026
2019-07-02,5709.106483757329
2019-07-03,5475.875189929718
2019-07-04,4934.473818452018
2019-07-05,5443.023743329938
2019-07-06,5668.19593793284
2019-07-07,5378.857579351064
2019-07-08,5339.203611669345
2019-07-09,5637.691714301105
2019-07-10,5598.9263189467365
2019-07-11,5566.149093970366
2019-07-12,5158.235464516713
2019-07-13,5486.270135129705
2019-07-14,5181.750275786155
2019-07-15,5297.71831930366
2019-07-16,5716.4680616275555
2019-07-17,5890.575455994998
2019-07-18,5608.244332294584
2019-07-19,4778.314293853707
2019-07-20,5531.776392645064
2019-07-21,4878.299333340116
2019-07-22,5283.321189494894
2019-07-23,5231.942459193101
2019-07-24,5249.962895732631
2019-07-25,5539.965792108279
2019-07-26,5244.201477978135
2019-07-27,5617.28986247563
2019-07-28,6065.018937824875
2019-07-29,5069.170311103705
2019-07-30,5121.031929524406
2019-07-31,5827.915510029636
2019-08-01,5481.507552010442
2019-08-02,6325.324184371782
2019-08-03,5673.831738876946
2019-08-04,5496.112559572893
2019-08-05,6074.413947419171
2019-08-06,5025.987456014132
2019-08-07,5440.727426390541
2019-08-08,5558.83250302814
2019-08-09,5751.710262905473
2019-08-10,6406.3249933736615
2019-08-11,6169.281903976273
2019-08-12,5126.5234845608275
2019-08-13,5456.414339307153
2019-08-14,5580.13653613174
2019-08-15,5450.891160643417
2019-08-16,5581.676041364161
2019-08-17,5883.392321868125
2019-08-18,6079.95449361953
2019-08-19,5940.132365979466
2019-08-20,5287.214830242002
2019-08-21,6076.327202801348
2019-08-22,5646.662725660192
2019-08-23,5721.35325347975
2019-08-24,5520.441249167613
2019-08-25,5592.668358688657
2019-08-26,5839.161882391907
2019-08-27,6224.292072931082
2019-08-28,5641.064506231343
2019-08-29,5571.495528463443
2019-08-30,5883.540463326263
2019-08-31,5597.528060089904
2019-09-01,5284.457211125136
2019-09-02,5578.015954170015
2019-09-03,5716.143535757663
2019-09-04,6306.99809447558
2019-09-05,5625.86848287896
2019-09-06,5872.682467977754
2019-09-07,6643.634115193861
2019-09-08,5727.878240596305
2019-09-09,5626.7300344311525
2019-09-10,5736.909030541176
2019-09-11,5857.533992651663
2019-09-12,5969.893464983569
2019-09-13,6257.641158647895
2019-09-14,5925.9354965311395
2019-09-15,6072.3194514617
2019-09-16,6355.268226446541
2019-09-17,5540.074149456273
2019-09-18,5862.153664701214
2019-09-19,6114.531285190491
2019-09-20,5590.763518155665
2019-09-21,5636.952732936634
2019-09-22,6437.683673328049
2019-09-23,6237.737633658959
2019-09-24,5683.13590929408
2019-09-25,6140.540992214104
2019-09-26,6422.1490944952875
2019-09-27,5808.2929192594
2019-09-28,6148.651351515825
2019-09-29,6290.614561903151
2019-09-30,6339.06793684027
2019-10-01,5850.912642601494
2019-10-02,6040.8952637325665
2019-10-03,6151.551906344979
2019-10-04,6060.168520930925
2019-10-05,6499.4254405572265
2019-10-06,6351.54082573609
2019-10-07,6080.346048665733
2019-10-08,6348.647639833788
2019-10-09,6016.769066321987
2019-10-10,6358.98901191915
2019-10-11,5983.47570219239
2019-10-12,6192.532429583789
2019-10-13,6290.397619709315
2019-10-14,6127.398651349998
2019-10-15,6515.907673002466
2019-10-16,6319.604707770629
2019-10-17,6647.95692452248
2019-10-18,6333.575894164191
2019-10-19,6318.74428618403
2019-10-20,6746.2404611482525
2019-10-21,5779.46843962148
2019-10-22,6439.40342176046
2019-10-23,6823.502652154912
2019-10-24,6305.378826450845
2019-10-25,5938.992214470616
2019-10-26,6514.329380413264
2019-10-27,6237.28049737157
2019-10-28,6080.546541597025
2019-10-29,6516.677699473854
2019-10-30,6143.622433164714
2019-10-31,6855.120527932419
2019-11-01,6580.118754473436
2019-11-02,6793.4041209783245
2019-11-03,6524.366426887671
2019-11-04,5828.271004057979
2019-11-05,6359.788836412266
2019-11-06,6261.310714001797
2019-11-07,6842.1905636422525
2019-11-08,6559.714931625984
2019-11-09,6814.194642886223
2019-11-10,6600.988814404695
2019-11-11,6431.749102182726
2019-11-12,6236.571671017129
2019-11-13,5724.286543310587
2019-11-14,6326.720234680906
2019-11-15,6935.569300374882
2019-11-16,6828.135815585722
2019-11-17,6299.237208523748
2019-11-18,6917.860547896342
2019-11-19,6844.966236892353
2019-11-20,6801.014119506206
2019-11-21,6980.554714875311
2019-11-22,6490.647625149037
2019-11-23,6739.948378281688
2019-11-24,6424.890231933691
2019-11-25,7385.668254273656
2019-11-26,6392.670001396617
2019-11-27,6401.134531182745
2019-11-28,6608.013339829929
2019-11-29,6903.038707444035
2019-11-30,6906.727286443952
2019-12-01,6654.923735684582
2019-12-02,6508.022178111665
2019-12-03,6278.773158875875
2019-12-04,6578.228171362578
2019-12-05,7202.4276381612235
2019-12-06,7072.201723429359
2019-12-07,6922.667625370292
2019-12-08,6918.160000819684
2019-12-09,6975.9646866392095
2019-12-10,7341.512270808215
2019-12-11,6716.98223515306
2019-12-12,6636.987739633134
2019-12-13,6981.4486134909175
2019-12-14,6784.917650002491
2019-12-15,6839.66662685667
2019-12-16,6412.070366655159
2019-12-17,6652.681864042474
2019-12-18,6712.763526176752
2019-12-19,6920.182953626882
2019-12-20,6364.87101781078
2019-12-21,7304.643933472841
2019-12-22,7008.786514039792
2019-12-23,6849.412872064519
2019-12-24,7222.034115870828
2019-12-25,7154.292228949381
2019-12-26,6727.604583498813
2019-12-27,7463.147853290038
2019-12-28,6678.456734295792
2019-12-29,7134.291318985458
2019-12-30,7098.3086562097815
2019-12-31,7609.453663731965
2020-01-01,6324.223131562475
2020-01-02,7369.106744178614
2020-01-03,7372.733656582692
2020-01-04,6002.520985297107
2020-01-05,7177.245111517613
2020-01-06,8188.25846467911
2020-01-07,6478.673496283963
2020-01-08,7536.858638401781
2020-01-09,5697.370694902211
2020-01-10,7704.139442247827
2020-01-11,6651.379034979533
2020-01-12,7095.081160095974
2020-01-13,8267.96557040069
2020-01-14,7958.993647824472
2020-01-15,6855.848812980421
2020-01-16,5628.331599051702
2020-01-17,5854.568640494617
2020-01-18,5198.456445060823
2020-01-19,8070.052770629388
2020-01-20,6232.470006266807
2020-01-21,6172.614520081956
2020-01-22,7011.353696443947
2020-01-23,5387.1955594338215
2020-01-24,6879.692343355774
2020-01-25,7538.948356881469
2020-01-26,8073.118887667008
2020-01-27,8115.967045145378
2020-01-28,7863.5390355166855
2020-01-29,8430.516834743286
2020-01-30,7285.698657378768
2020-01-31,7917.069511473287
2020-02-01,7200.9021917194095
2020-02-02,7188.603617255287
2020-02-03,7597.877027069415
2020-02-04,6178.926064794624
2020-02-05,7375.193355305027
2020-02-06,7613.045378113745
2020-02-07,6905.758861608034
2020-02-08,6355.774014657181
2020-02-09,6268.916234670719
2020-02-10,6978.977408890706
2020-02-11,6536.53769212663
2020-02-12,5935.127657899968
2020-02-13,6433.983899964949
2020-02-14,7475.390589435936
2020-02-15,7438.416010270248
2020-02-16,9647.01040639536
2020-02-17,7799.963980717131
2020-02-18,7718.462833531488
2020-02-19,6020.1018704099115
2020-02-20,6347.664756166041
2020-02-21,7504.394500626935
2020-02-22,7440.182281364951
2020-02-23,6887.6881371157015
2020-02-24,7019.114681396836
2020-02-25,7175.419916324352
2020-02-26,7046.83676098236
2020-02-27,6341.2140127858665
2020-02-28,8093.987019283428
2020-02-29,6652.104709909132
2020-03-01,7912.088626164202
2020-03-02,7492.371630148396
2020-03-03,7204.050560020764
2020-03-04,6974.122282583714
2020-03-05,9461.023847357908
2020-03-06,7577.432360270187
2020-03-07,7418.737179499245
2020-03-08,7873.466794625827
2020-03-09,7989.324324810035
2020-03-10,8879.483932263436
2020-03-11,8086.653089750524
2020-03-12,7712.540486101089
2020-03-13,8324.078366674787
2020-03-14,7926.601267236491
2020-03-15,7347.952299526116
2020-03-16,8488.48236372257
2020-03-17,7562.873558478158
2020-03-18,8017.506442941563
2020-03-19,8730.726863558702
2020-03-20,7399.695915459046
2020-03-21,8170.79348081718
2020-03-22,8289.672504290305
2020-03-23,6814.410319340848
2020-03-24,7544.696337811783
2020-03-25,8270.50308701962
2020-03-26,7511.357082032847
2020-03-27,6921.365565201879
2020-03-28,8145.875907243109
2020-03-29,7928.312681729863
2020-03-30,8298.976477771788
2020-03-31,9387.564291104261
2020-04-01,6549.173652916301
2020-04-02,7862.502650918399
2020-04-03,8696.164399056666
2020-04-04,7387.360332439808
2020-04-05,9094.255060099951
2020-04-06,8244.697139384512
2020-04-07,8541.310894510314
2020-04-08,8130.09297873961
2020-04-09,8953.565804638181
2020-04-10,8623.750939447897
2020-04-11,9686.509154517538
2020-04-12,7413.916434321899
2020-04-13,9167.101901019654
2020-04-14,6977.061836236952
2020-04-15,8032.266684278496
2020-04-16,10376.306760999742
2020-04-17,10225.025244428023
2020-04-18,8099.387848041187
2020-04-19,9097.140681576026
2020-04-20,7876.874208782738
2020-04-21,8259.21541119902
2020-04-22,8455.636572224857
2020-04-23,10064.865144274192
2020-04-24,9418.205825103358
2020-04-25,10016.142745133959
2020-04-26,9625.04158744781
2020-04-27,8922.841512082343
2020-04-28,9633.93645394268
2020-04-29,9483.657061400647
2020-04-30,9357.829404471477
2020-05-01,9574.006816654772
2020-05-02,9631.684220368745
2020-05-03,9201.404321904583
2020-05-04,9651.653027645727
2020-05-05,9534.060189859356
2020-05-06,10854.299207274926
2020-05-07,9747.325236130886
2020-05-08,8990.955376792655
2020-05-09,7689.590038841263
2020-05-10,10497.085461981856
2020-05-11,9862.163299338496
2020-05-12,9799.491154404624
2020-05-13,10055.857626319112
2020-05-14,9211.704890795487
2020-05-15,9513.71543556231
2020-05-16,10367.407426084192
2020-05-17,10445.749829088047
2020-05-18,11082.353275705706
2020-05-19,9604.234503243322
2020-05-20,10622.930945155917
2020-05-21,10550.43735196998
2020-05-22,10028.965243371471
2020-05-23,10629.424798668273
2020-05-24,11057.2307844261
2020-05-25,10791.224151914736
2020-05-26,10516.506779730746
2020-05-27,10421.766315365176
2020-05-28,10400.084883146326
2020-05-29,10851.442369542277
2020-05-30,10750.722916021192
2020-05-31,10528.890662140804
2020-06-01,10073.543297518021
2020-06-02,11978.97921237995
2020-06-03,9035.084299635882
2020-06-04,11574.471741910891
2020-06-05,11812.87583164555
2020-06-06,11730.79704438837
2020-06-07,11319.231320127401
2020-06-08,12828.032636853368
2020-06-09,12318.646784777806
2020-06-10,12366.614470309645
2020-06-11,10705.338480027554
2020-06-12,10808.706651633624
2020-06-13,11863.817202403272
2020-06-14,11865.529313703992
2020-06-15,10920.576918564899
2020-06-16,11115.149865786854
2020-06-17,12084.824272089267
2020-06-18,12461.290735009261
2020-06-19,10724.095490323958
2020-06-20,12020.592244265204
2020-06-21,11543.350179102856
2020-06-22,12694.971891937048
2020-06-23,10849.26769798423
2020-06-24,11899.41170545002
2020-06-25,11906.936097851554
2020-06-26,12621.150870288331
2020-06-27,12683.091632759368
2020-06-28,11496.611411355292
2020-06-29,12974.685706307562
2020-06-30,11971.193949382554
2020-07-01,12215.322932801893
2020-07-02,11868.625070923927
2020-07-03,12973.749725622625
2020-07-04,12486.104193265886
2020-07-05,11796.71967041273
2020-07-06,12803.958948131416
2020-07-07,13304.538494737546
2020-07-08,12675.853325518994
2020-07-09,13621.572475757259
2020-07-10,12475.461152141237
2020-07-11,13476.780233957224
2020-07-12,13313.528177263564
2020-07-13,13819.147958691658
2020-07-14,13824.940247976463
2020-07-15,14639.522235094191
2020-07-16,12713.884333174872
2020-07-17,13479.315464307994
2020-07-18,13361.06988237304
2020-07-19,13528.870985050191
2020-07-20,15145.935055342807
2020-07-21,12732.932492286976
2020-07-22,12163.93808419958
2020-07-23,14089.035310002739
2020-07-24,15297.680878654406
2020-07-25,13511.069296344916
2020-07-26,13244.846880831145
2020-07-27,15657.709051732136
2020-07-28,14724.873345731641
2020-07-29,14375.928798815708
2020-07-30,13619.669000282123
2020-07-31,15280.052826988422
2020-08-01,14275.669246019197
2020-08-02,13685.380871142655
2020-08-03,14182.924767364659
2020-08-04,15708.765867499293
2020-08-05,15012.20723218954
2020-08-06,15535.692974115094
2020-08-07,18138.955879705136
2020-08-08,14265.237279152436
2020-08-09,13755.743298964167
2020-08-10,17084.970666842113
2020-08-11,14975.625484030223
2020-08-12,14795.264070604082
2020-08-13,14995.221320815472
2020-08-14,16713.977403072815
2020-08-15,14993.630210251922
2020-08-16,14672.895039654706
2020-08-17,15200.766511753662
