date,fng,close,rainbow_mid,rainbow_min,rainbow_max,rainbow_position,fng_ma7,fng_ma14,fng_ma21,fng_velocity_7,fng_velocity_14,fng_above_ma,rainbow_ma7,rainbow_ma14,rainbow_ma21,rainbow_velocity_7,rainbow_velocity_14,rainbow_above_ma,fng_x_rainbow,fng_rainbow_concordance,price_volatility_14,future_return,future_volatility,optimal_allocation,pos,portfolio_value,cash,btc_value,fees_paid,trade,equity,bh_equity,ret,strategy_ret
2018-01-11,50,14612.176141146014,3961.9191553619557,1451.3594672006504,15586.500451580952,0.9728085015844347,50.0,50.0,50.0,0.0,0.0,0,0.9753802599697179,0.9812953019061189,0.9812953019061189,-0.005815238695019098,0.0,0,48.640425079221735,1,0.0318059991030213,-0.06067896606874568,0.04875678744348149,80,81.74285714285715,96.31063655172983,17.580647665652563,78.72998888607727,0.003575647246191252,1,0.9631063655172983,0.9569326729278924,-0.011194597131761741,-0.009618751505773293
2018-01-12,50,14953.837186552788,3968.0343916220827,1453.5996456829125,15610.55827027748,0.9818949909057667,50.0,50.0,50.0,0.0,0.0,0,0.9790342819135135,0.9813452759894229,0.9813452759894229,0.025578153606570453,0.0,1,49.09474954528834,0,0.031278584485296725,-0.09369196898450538,0.04857972074662406,80,80.53571428571429,98.14997269364378,19.10296387811337,79.0470088155304,0.0015238400525133216,1,0.9814997269364377,0.9793076165542426,0.0233819413416938,0.019097954366919856
2018-01-13,50,14081.695964602934,3974.1572074056485,1455.8426007521439,15634.645907413218,0.9559318634869901,50.0,50.0,50.0,0.0,0.0,0,0.9748984250728385,0.9793903981046204,0.9793903981046204,-0.02895099788472577,0.0,0,47.7965931743495,1,0.034041733747124256,0.04212293667916933,0.049770413787769786,95,85.5945945945946,93.5285180277064,13.4691555357352,80.0593624919712,0.005628180162215955,1,0.935285180277064,0.9221922065954891,-0.05832223603010245,-0.047085643929442145
2018-01-14,50,14406.36266055639,3980.2876098039033,1458.0883350060635,15658.763390885706,0.9648845348192375,50.0,50.0,50.0,0.0,0.0,0,0.9725936333998815,0.9783542650128073,0.9783542650128073,-0.01613354171069936,0.0,0,48.24422674096188,1,0.033587311718814135,-0.0507234508406349,0.051236223118198865,85,85.5945945945946,95.37409174301514,13.738793540720792,81.63529820229435,0.0002699079128984892,1,0.9537409174301514,0.9434542120742323,0.023055937066782883,0.019732737717088833
2018-01-15,50,15288.90302525735,3986.425605912531,1460.3368510440148,15682.910748609916,0.9892816415494863,50.0,50.0,50.0,0.0,0.0,0,0.9739175071855696,0.9777414857631054,0.9790827567819193,0.009267116499817707,-0.008578909495827958,1,49.464082077474316,0,0.03667514479089667,-0.10231039058088609,0.04990429466713706,80,80.53571428571429,100.36930893903678,19.53149919460666,80.83780974443012,0.005798504158043912,1,1.003693089390368,1.001250648553119,0.061260457305944094,0.05237499099316434
2018-01-16,50,14889.806342776172,3992.5712028317466,1462.588151467001,15707.088008518653,0.9774905708463463,50.0,50.0,50.0,0.0,0.0,0,0.9743561114826613,0.9761336693949872,0.9789832451609459,0.0030702300796419113,-0.022509429153653726,1,48.874528542317314,0,0.03730628387870185,-0.15766525498548922,0.05204614981935287,80,81.74285714285715,98.25595998162353,17.93772016831433,80.3182398133092,0.0015921868394528787,1,0.9825595998162353,0.9751143187255608,-0.026103683293815738,-0.021055728885180147
2018-01-17,50,14388.717540692984,3998.7244076662655,1464.8422388776735,15731.295198562424,0.9624215474611467,50.0,50.0,50.0,0.0,0.0,0,0.972101950093344,0.9741564792240324,0.9780090276491931,-0.015779129725220886,-0.02768066239336897,0,48.12107737305734,1,0.03793202830663521,-0.07308847407309083,0.0531688095044817,80,85.5945945945946,95.54465281719467,13.7606239112172,81.78402890597748,0.004172923333763364,1,0.9554465281719468,0.9422986558071904,-0.03365314434235689,-0.02759432776328219
2018-01-18,50,14865.799885516264,4004.8852275252366,1467.0991158803083,15755.532346709175,0.9755136322325587,50.0,50.0,50.0,0.0,0.0,0,0.9724883973287903,0.973934328649254,0.9778703945704912,0.0027051306481240545,-0.0031101080468950437,1,48.77568161162794,0,0.03843718593479525,-0.06381664896547723,0.05343173933239794,80,81.74285714285715,98.25216288998772,17.93462237809286,80.31754051189485,0.00417817664351918,1,0.9825216288998772,0.9735421666318993,0.0331566967990049,0.02833764101873193
2018-01-19,50,14646.648666692605,4011.0536695223414,1469.358785080842,15779.799480944688,0.9686090747407065,50.0,50.0,50.0,0.0,0.0,0,0.9705904093052103,0.9748123456093618,0.977382956684713,-0.013285916165060252,0.012292237441510201,0,48.43045373703532,1,0.035845150674618464,-0.012222432583732568,0.05386213705507401,88,85.5945945945946,97.06022075435882,13.97910519952669,83.08111555483214,0.0039515656129532175,1,0.9706022075435883,0.9591902344091686,-0.014741972884834698,-0.012131459507547904
2018-01-20,50,14835.249735692683,4017.2297407756955,1471.6212490868352,15804.09662927219,0.9733506133666869,50.0,50.0,50.0,0.0,0.0,0,0.9730788021451671,0.9739886136090027,0.9771813395188117,0.017418749879696827,-0.011532248005028944,0,48.667530668334344,1,0.03033248159050862,-0.04792584605144956,0.05399788687075767,85,80.53571428571429,98.12491337246885,19.095189096603615,79.02972427586523,0.005121205102179104,1,0.9812491337246886,0.9715414765056213,0.012876738787963804,0.010969402396111994
2018-01-21,50,14519.829797041464,4023.413448407981,1473.886510507521,15828.423819712869,0.9636497541208437,50.0,50.0,50.0,0.0,0.0,0,0.9729024049025393,0.9727480191512103,0.9765369783093847,-0.0012347806983937781,-0.01736832240909314,0,48.18248770604219,1,0.030812182314103514,-0.039321154186803264,0.05390320643848749,85,81.74285714285715,96.4416471038006,17.60654515341405,78.83510195038656,0.0014871567864031619,1,0.9644164710380061,0.9508850293020913,-0.021261518631016996,-0.017154321067054612
2018-01-22,50,13425.152472235504,4029.604799546347,1476.15457195377,15852.781080305487,0.9299824615847011,50.0,50.0,50.0,0.0,0.0,0,0.9644310934789987,0.969174300332284,0.9733046883350698,-0.059299179964785176,-0.05003206346496747,0,46.499123079235055,1,0.03667396990733383,0.05750717502154479,0.05205907192837201,98,85.5945945945946,90.48898038864253,13.032051180324672,77.45692920831786,0.004569924049040338,1,0.9048898038864253,0.879196015407001,-0.07539188407215414,-0.06172298891526806
2018-01-23,50,14198.625141391838,4035.8038013223127,1478.4254360380523,15877.168439106003,0.9529311347614525,50.0,50.0,50.0,0.0,0.0,0,0.9609226026097281,0.9676393570461946,0.9710633137999009,-0.02455943608489375,-0.021489206005251837,0,47.646556738072626,1,0.040379332013933796,-0.04422596027456116,0.05170227942410116,85,85.5945945945946,94.95091434664947,13.677511115927102,81.27340323072237,0.0006461060416440745,1,0.9495091434664947,0.929849748402201,0.05761369718190901,0.04930914171917178
2018-01-24,50,14253.875756383652,4042.0104608720953,1480.6991053745598,15901.585924188848,0.9539197995843663,50.0,50.0,50.0,0.0,0.0,0,0.9597080671987595,0.9659050086460518,0.9693403418822746,-0.008501747876780374,-0.02428087760200126,0,47.69598997921832,1,0.04026703618495347,-0.05353056224156505,0.05170620674172606,80,81.74285714285715,95.26345515478911,17.389347899621953,77.87410725516716,0.0037155523360308815,1,0.9526345515478911,0.9334680403098757,0.0038912651359988004,0.0032916039860195756
2018-01-25,50,13910.533855503652,4048.2247853363147,1482.9755825790971,15926.033563645786,0.9430016175172226,50.0,50.0,50.0,0.0,0.0,0,0.955063493667997,0.9637759454983937,0.9676440503221684,-0.03251201471533616,-0.029806884067212103,0,47.15008087586113,1,0.04064368871592369,-0.11783606621758802,0.054108121751395157,80,85.5945945945946,93.37978052448753,13.448933604589547,79.93084691989799,0.003936477817215191,1,0.9337978052448753,0.9109830196145617,-0.024087617062764966,-0.01977331839624008
2018-01-26,50,14989.526729941588,4054.446781859992,1485.2548702690813,15950.511385585889,0.9738240728742396,50.0,50.0,50.0,0.0,0.0,0,0.955808493401359,0.9631994513532847,0.9684777282066942,0.0052149981335331,-0.008070918031527152,1,48.69120364371198,0,0.0455999632001247,-0.12714586562888763,0.053563019381678324,80,80.53571428571429,99.57381134221616,19.37655250740042,80.19725883481574,0.005933552455266138,1,0.9957381134221616,0.9816448789729766,0.07756660424725803,0.0663316060815149
2018-01-27,50,14515.35380770585,4060.676457592817,1487.5369710636392,15975.019418136595,0.9596364372818755,50.0,50.0,50.0,0.0,0.0,0,0.9538493253892432,0.9634640637672051,0.9672755175357495,-0.013714176084811402,0.003704573794885424,0,47.981821864093774,1,0.043429425666735945,-0.1464964882314913,0.054097494120908855,80,85.5945945945946,97.02608611492232,13.973158264091573,83.05292785083076,0.005397996247061784,1,0.9702608611492232,0.9505919025017056,-0.03163361530878617,-0.025586298173701505
2018-01-28,50,14822.514272700508,4066.913819688847,1489.8218875834982,15999.55768944253,0.9678109132700673,50.0,50.0,50.0,0.0,0.0,0,0.9544437766962749,0.9636730907994072,0.9666466049995653,0.004161159149223548,0.0029263784508297697,1,48.39054566350337,0,0.04336514996864194,-0.05917715163297321,0.058912055260308745,80,80.53571428571429,98.77832084471919,19.222262957396033,79.55605788732316,0.005254359052356819,1,0.9877832084471919,0.9707074473696214,0.021161073237608186,0.018059418863102916
2018-01-29,50,14585.840234202393,4073.1588753067435,1492.1096224510716,16024.126227666426,0.9603841416181853,50.0,50.0,50.0,0.0,0.0,0,0.9587868738439155,0.9616089836614571,0.9657118248361614,0.030401680033484202,-0.028897499931300974,0,48.01920708090927,1,0.04016463916889189,-0.1143939785633109,0.06036473032884164,80,80.53571428571429,97.507547376914,18.978999198198338,78.52854817871567,0.00024302073845923646,1,0.97507547376914,0.9552079681623528,-0.015967199231105567,-0.012864902510368204
2018-01-30,50,14786.358850818966,4079.411631609602,1494.4001782903977,16048.725060988461,0.9654896166278403,50.0,50.0,50.0,0.0,0.0,0,0.960580942681971,0.9607517726458495,0.96528655225812,0.01255848186638775,-0.012000954218506,1,48.27448083139201,0,0.03978205160364806,-0.11181522719749304,0.06039419405812876,80,80.53571428571429,98.58690711875109,19.189067928768836,79.39783918998225,0.00021027900958007706,1,0.9858690711875109,0.9683396751659649,0.013747484779545127,0.011069499447717845
2018-01-31,41,14306.23284392119,4085.6720957649877,1496.6935577271518,16073.3542176064,0.9509383895923105,48.714285714285715,49.357142857142854,49.57142857142857,-9.0,-9.0,0,0.9601550269688202,0.9599315470837897,0.9639883480869745,-0.0029814099920558723,-0.011483157868836247,0,38.98847397328473,1,0.03970576544846892,-0.07123448821870138,0.06016914187596824,80,81.74285714285715,96.00546861150244,17.526801307481172,78.47866730402126,0.0016606060152723927,1,0.9600546861150243,0.9368968388160022,-0.03247087479357247,-0.026184394892713514
2018-02-01,53,13316.965914967092,4091.9402749451024,1498.9897633887078,16098.013725736248,0.9201075535893913,49.142857142857146,49.57142857142857,49.714285714285715,3.0,3.0,1,0.9568844464077014,0.9559739700378493,0.9614787791348295,-0.02289406392783122,-0.05540607864316738,0,48.76570034023774,0,0.04251239425342254,-0.06718800105126155,0.060014479121344666,80,85.5945945945946,90.56976139477459,13.043753046174892,77.52600834859969,0.0044785696916146665,1,0.9056976139477458,0.8721110165388168,-0.06914936585660603,-0.05661872490539144
2018-02-02,53,13342.05202881204,4098.21617632655,1501.2887979040524,16122.703613611327,0.9202547588486918,49.57142857142857,49.785714285714285,49.857142857142854,3.0,3.0,1,0.9492316872611947,0.9525200903312767,0.9585435299892546,-0.053569314025547765,-0.048354315892014665,0,48.77350221898067,0,0.042511377646546084,0.004871957189717113,0.06176280593655264,92,85.5945945945946,90.71577841289786,13.067954910823017,77.64782350207484,2.422609073886406e-05,1,0.9071577841289786,0.8737538739573928,0.0018837709734433883,0.0016122049553251028
2018-02-03,52,14400.642809449131,4104.499807090439,1503.590663903822,16147.423909482679,0.9517724148493818,49.857142857142854,49.92857142857143,49.95238095238095,2.0,2.0,1,0.948108255485124,0.9509787904371836,0.9583454610065113,-0.007864022432493734,-0.021578198517305136,1,49.492165572167856,1,0.04810156773576403,-0.122284881638415,0.06089157622621206,80,81.74285714285715,96.87192619708635,17.682270305378058,79.1896558917083,0.004618934328883924,1,0.9687192619708636,0.943079626361882,0.07934242636373123,0.06786192977552874
2018-02-04,51,13925.335664371256,4110.791174422481,1505.8953640203395,16172.174641619456,0.9369889311688169,50.0,50.0,50.0,1.0,1.0,1,0.9437051151849455,0.9490744459406102,0.9570170989279199,-0.030821982101250422,-0.026660822952026875,0,47.78643548960966,0,0.04858111628082084,-0.0945061501779586,0.06061982350617308,80,85.5945945945946,94.24998701709615,13.574171123456857,80.67581589363928,0.004103995186734466,1,0.9424998701709615,0.9119523710915098,-0.0330059672590447,-0.02706603742611513
2018-02-05,47,14002.166647089272,4117.090285512791,1508.2029008875409,16196.955838308133,0.9386617132140991,49.57142857142857,49.785714285714285,49.857142857142854,-3.0,-3.0,0,0.9406019111272188,0.9496943924855673,0.9546066261500443,-0.021722428404086225,0.008679251629397977,0,44.11710052106265,1,0.043735952964965095,-0.059476424595280575,0.06118952078418372,85,85.5945945945946,94.69503687275612,13.641146575567172,81.05389029718894,6.704249460491951e-05,1,0.9469503687275612,0.9169839336011485,0.0055173522972657985,0.004722015034116067
2018-02-06,24,13449.247933435126,4123.397147556087,1510.5132771410488,16221.767527853302,0.9210453386523025,45.857142857142854,47.92857142857143,48.61904761904762,-26.0,-26.0,0,0.9342527285592848,0.947416835620628,0.951918757950328,-0.04444427797553774,-0.03188579610914999,0,22.10508812765526,1,0.04223384484650314,-0.009918059398101198,0.06076668812505185,88,85.5945945945946,91.49345213255779,13.179674509063029,78.31377762349476,0.0004610110554486937,1,0.914934521325578,0.880773996254512,-0.03948808263677428,-0.03380942492794392
2018-02-07,43,15138.764715453995,4129.7117677514925,1512.826495418099,16246.609738576875,0.9702491816536412,46.142857142857146,47.42857142857143,48.285714285714285,2.0,-7.0,0,0.9370114131394749,0.9485832200541476,0.9522915024356848,0.019310792061330684,0.01632938206927481,1,41.72071481110657,0,0.05451725751415927,-0.0753765509335158,0.05691946648417106,80,80.53571428571429,101.32481472532655,19.716881381302997,81.60793334402355,0.006543750622862831,1,1.0132481472532655,0.9914182832215488,0.12562165485987453,0.1074542752909231
2018-02-08,44,13808.643423090538,4136.03415330277,1515.142558357627,16271.482498819016,0.9308652457133151,44.857142857142854,47.0,48.0,-9.0,-6.0,0,0.9385482263000355,0.9477163363538683,0.9501653887919113,0.010757692123923746,-0.012136371803907475,0,40.958070811385866,1,0.05961852167239828,-0.1180286207408644,0.059588276146409616,80,80.53571428571429,94.15180235580812,18.325126700333552,75.82667565547456,0.0013903643166527928,1,0.9415180235580811,0.9043103458873196,-0.0878619436502398,-0.07079225744417283
2018-02-09,40,14101.912483290353,4142.364311418119,1517.461468600193,16296.385836937341,0.9390738212341596,43.0,46.285714285714285,47.523809523809526,-13.0,-10.0,0,0.9412366637836737,0.9452341755224342,0.9487589481487424,0.018819062385467822,-0.03475025164007994,0,37.56295284936638,1,0.055841431078195086,-0.12816676000979677,0.05946578881848746,80,80.53571428571429,95.76190098083035,18.639116884974843,77.12278409585551,0.00031430448913042145,1,0.9576190098083035,0.9235161604732673,0.021238079021536294,0.017101091904088372
2018-02-10,40,13725.52440088688,4148.702249310309,1519.783228788033,16321.319781307462,0.9270337030798877,41.285714285714285,45.57142857142857,47.04761904761905,-12.0,-10.0,0,0.9377025621023174,0.9429054087937206,0.9465533809922283,-0.02473871176949405,-0.03260273420198778,0,37.08134812319551,1,0.05566134160296822,-0.11028827490788418,0.059301164008063775,80,85.5945945945946,93.69316840249792,13.493221083713424,80.1999473187845,0.005140755046215205,1,0.9369316840249792,0.8988669877372267,-0.026690570009526238,-0.021602877106069007
2018-02-11,46,13552.78273667094,4155.047974196583,1522.1078415650202,16346.284360322574,0.9210546503633982,40.57142857142857,45.285714285714285,46.857142857142854,-5.0,-4.0,1,0.9354262362729718,0.9395656757289587,0.9445250427180641,-0.0159342808054187,-0.04675626290666912,0,42.36851391671632,0,0.05528354831038192,-0.0751251480231716,0.05949261805228311,80,85.5945945945946,92.6835338765934,13.351337894392051,79.33219598220136,0.00014174144787349973,1,0.926835338765934,0.8875543577177527,-0.012585432743449587,-0.01077596737434705
2018-02-12,40,14674.858352055217,4161.401493298723,1524.435309576691,16371.279602393734,0.9539186001921429,39.57142857142857,44.57142857142857,46.38095238095238,-7.0,-10.0,0,0.9376057915555496,0.9391038513413842,0.945664858842228,0.015256886978043838,-0.006465541426042387,1,38.15674400768572,0,0.05988470626239848,-0.17361624640901185,0.05759541023614191,80,80.53571428571429,99.24571751966164,19.312664214684368,79.93305330497726,0.005967293613906222,1,0.9924571751966164,0.9610376505199344,0.08279300547983981,0.0708020439941972
2018-02-13,49,13675.6222323513,4167.762813843083,1526.7656354702572,16396.30553594998,0.9235684551389739,43.142857142857146,44.5,46.333333333333336,25.0,-1.0,1,0.9379662367679312,0.9361094826636079,0.9442666360030624,0.002523116486671362,-0.041921161488866376,0,45.25485430180972,0,0.0625897372286846,-0.07567823029189757,0.05693077602553375,80,81.74285714285715,93.79856581257988,17.123549771799823,76.67501604078005,0.0021869275153691774,1,0.9379856581257988,0.8955989587276951,-0.06809170458289115,-0.0548855088483049
2018-02-14,38,13724.68938518998,4174.131943060422,1529.098821894543,16421.362189437696,0.9244339004867314,42.42857142857143,44.285714285714285,45.76190476190476,-5.0,-3.0,0,0.9314211966012298,0.9342163048703525,0.9428625455698416,-0.045815281166909805,-0.02650448910557912,0,35.12848821849579,1,0.06205801634703682,-0.08462941674692026,0.05693121156431174,80,85.5945945945946,94.06652656470595,13.548121726969562,80.5184048377364,0.0035718561886416184,1,0.9406652656470595,0.8988123036302837,0.00358792835931121,0.0028567681158524483
2018-02-15,56,12542.201229057811,4180.50888818614,1531.4348715000745,16446.4495913215,0.8858376287536317,44.142857142857146,44.5,46.04761904761905,12.0,3.0,1,0.9249886798927036,0.9317684530963695,0.9401404508668136,-0.04502761695968338,-0.034269924835759635,0,49.606907210203374,0,0.0636368226229776,-0.01567306397687729,0.0547406528250473,88,85.5945945945946,87.12724954595326,12.550323901106404,74.57692564484685,0.0009968010248383194,1,0.8712724954595327,0.8213726710236935,-0.08615773537346261,-0.07376988682556851
2018-02-16,55,13337.068131775017,4186.893656460178,1533.7737869390394,16471.567770083893,0.9110796189516714,46.285714285714285,44.642857142857146,46.285714285714285,15.0,2.0,1,0.9209895081380625,0.9311130859608682,0.9371526197276436,-0.027994202282488168,-0.009175139897020346,0,50.10937904234193,0,0.06603376914181877,0.007300430755534437,0.05589225738917651,92,85.5945945945946,91.85290978513706,13.231200654136751,78.6217091310003,0.0006815583113416893,1,0.9185290978513706,0.8734274849331182,0.06337539066712261,0.054238602317996376
2018-02-17,45,13917.11435263124,4193.28625512688,1536.1155708652395,16496.71675422469,0.9283703092840286,47.0,44.142857142857146,46.04761904761905,5.0,-7.0,1,0.9211804518815112,0.9294415069919143,0.9356637564896508,0.0013366062041408888,-0.02340210556535316,0,41.77666391778129,0,0.06344698189626391,-0.07145455647519539,0.055776559854385455,80,81.74285714285715,95.26810608968263,17.389831439679227,77.8782746500034,0.004162793579121598,1,0.9526810608968264,0.9114139679308612,0.043491284225675386,0.03718114442465059
2018-02-18,50,14467.630990786338,4199.686691435232,1538.4602259341777,16521.896572261976,0.9440698826021245,47.57142857142857,44.07142857142857,46.04761904761905,4.0,-1.0,1,0.9244683422013292,0.9299472892371506,0.9345332312197489,0.02301523223872637,0.0070809514333076695,1,47.20349413010623,1,0.06355893348779645,-0.12744457033480472,0.05537922095253638,80,80.53571428571429,98.34696910212165,19.141123230197337,79.20584587192431,0.0017530448353534637,1,0.9834696910212165,0.947466596434128,0.03955680927857097,0.032317877816744556
2018-02-19,78,14124.257840725068,4206.094972638695,1540.8077548029944,16547.10725273143,0.9333092108055655,53.0,46.285714285714285,47.38095238095238,38.0,31.0,1,0.9215241437175324,0.929564967636541,0.9332439488001002,-0.020609389386577415,-0.005352502408533577,1,72.79811844283411,1,0.06400544005002014,-0.1227000158007735,0.05531928882093395,80,85.5945945945946,96.4566170459573,13.89123310521682,82.56538394074049,0.005244645479501017,1,0.964566170459573,0.9249795292700148,-0.02373388914051966,-0.019221253826352647
2018-02-20,73,13948.893330825857,4212.511105995339,1543.1581601305195,16572.348824186865,0.9274042410820812,56.42857142857143,49.785714285714285,48.476190476190474,24.0,49.0,1,0.9220721131379763,0.9300191749529538,0.9314303594883976,0.003835785943107295,0.006358902429778657,0,67.70050959899193,0,0.06304087405792472,-0.10502743412967397,0.05532014639178915,80,80.53571428571429,95.42681471399493,18.570375710900993,76.85643900309394,0.004683826432116291,1,0.9542681471399493,0.9134951324509808,-0.012415838897642861,-0.010676326451213969
2018-02-21,49,14197.195065147276,4218.935098767635,1545.5114445771956,16597.62131519942,0.934194919741239,58.0,50.214285714285715,48.857142857142854,11.0,6.0,0,0.9234665444600489,0.9274438705306395,0.9306330514002512,0.009761019254507675,-0.03605426191240213,1,45.77555106732071,0,0.05286165022490131,-0.1494823019074979,0.05545951799730007,80,80.53571428571429,96.79465225812422,18.84017017327483,77.95448208484939,0.00027006452690073955,1,0.9679465225812421,0.9297560945432563,0.017800819637260767,0.01433389082752945
2018-02-22,46,13570.677309935258,4225.366958222738,1547.8676108051795,16622.92475435864,0.9145410580876409,56.57142857142857,50.357142857142854,48.523809523809526,-10.0,2.0,0,0.9275670343649073,0.9262778571288056,0.9303679801858822,0.028703429334009156,-0.016324187625674225,0,42.06888867203148,1,0.048598174536719746,-0.09747197853930167,0.05502217699878112,80,80.53571428571429,93.35320671996408,18.170126082720124,75.18308063724396,0.0006693747158388703,1,0.9335320671996408,0.8887262503680546,-0.04412968564121922,-0.0355540875231698
2018-02-23,60,13490.85777302302,4231.806691632236,1550.226661478254,16648.259170271536,0.9114145483526671,57.285714285714285,51.785714285714285,48.857142857142854,5.0,20.0,1,0.9276148814221924,0.9243021947801274,0.9299470177813095,0.00033492940099566493,-0.027659272881492503,0,54.68487290116003,0,0.04821951274080712,-0.019257367553441207,0.05702143274495335,88,81.74285714285715,92.90858303105244,16.961686310325398,75.94689672072705,0.0012072325398548714,1,0.9290858303105245,0.8834989712775561,-0.005881765153593288,-0.00476281109705623
2018-02-24,70,12271.371266984524,4238.254306272332,1552.5885992618912,16673.624591563253,0.8708629203293843,60.857142857142854,53.92857142857143,49.714285714285715,25.0,30.0,1,0.9193995401429575,0.9202899960122343,0.9260941847089287,-0.057507388954644356,-0.05617078275050347,0,60.9604044230569,0,0.053443478642545277,-0.0469072314376805,0.058607806378658575,85,85.5945945945946,86.03433999076387,12.39034441335302,73.64399557741085,0.004566775121850526,1,0.8603433999076386,0.8036363641921621,-0.09039354847228775,-0.07398932171843609
