date,fng,close,rainbow_mid,rainbow_min,rainbow_max,rainbow_position,pos,portfolio_value,cash,btc_value,fees_paid,trade,equity,bh_equity,ret,strategy_ret
2018-01-24,50,14253.875756383652,4042.0104608720953,1480.6991053745598,15901.585924188848,0.9539197995843663,95,93.55415672510462,4.677691250683449,88.87646547442117,1.7458496613343755e-05,1,0.9355415672510462,0.9334680403098757,0.0038912651359988004,0.003696524179404026
2018-01-25,50,13910.533855503652,4048.2247853363147,1482.9755825790971,15926.033563645786,0.9430016175172226,95,91.41312040980924,4.570559698415501,86.84256071139373,0.00010702452774020799,1,0.9141312040980923,0.9109830196145617,-0.024087617062764966,-0.022885528449436032
2018-01-26,50,14989.526729941588,4054.446781859992,1485.2548702690813,15950.511385585889,0.9738240728742396,95,98.14886604787938,4.907123246967422,93.24174280091196,0.0003369004490009218,1,0.9814886604787938,0.9816448789729766,0.07756660424725803,0.07368467029539616
2018-01-27,50,14515.35380770585,4060.676457592817,1487.5369710636392,15975.019418136595,0.9596364372818755,95,95.19899830816316,4.759817472654033,90.43918083550912,0.00014715861569769117,1,0.9519899830816315,0.9505919025017056,-0.03163361530878617,-0.030055036379913025
2018-01-28,50,14822.514272700508,4066.913819688847,1489.8218875834982,15999.55768944253,0.9678109132700673,95,97.11269261542344,4.8555435999194145,92.25714901550403,9.582194921459575e-05,1,0.9711269261542345,0.9707074473696214,0.021161073237608186,0.02010204247176617
2018-01-29,50,14585.840234202393,4073.1588753067435,1492.1096224510716,16024.126227666426,0.9603841416181853,95,95.63945720983293,4.7819066534468755,90.85755055638604,7.356338308944999e-05,1,0.9563945720983292,0.9552079681623528,-0.015967199231105567,-0.015170369247454407
2018-01-30,50,14786.358850818966,4079.411631609602,1494.4001782903977,16048.725060988461,0.9654896166278403,95,96.88845748386686,4.844363480813961,92.0440940030529,6.2519346713799e-05,1,0.9688845748386686,0.9683396751659649,0.013747484779545127,0.013059466359095051
2018-01-31,41,14306.23284392119,4085.6720957649877,1496.6935577271518,16073.3542176064,0.9509383895923105,95,93.89940647556749,4.6948358833810735,89.20457059218641,0.00014937821921367345,1,0.9389940647556749,0.9368968388160022,-0.03247087479357247,-0.03085043446787339
2018-02-01,53,13316.965914967092,4091.9402749451024,1498.9897633887078,16098.013725736248,0.9201075535893913,95,87.73035041253894,4.386240061846347,83.34411035069259,0.0003082875340007263,1,0.8773035041253894,0.8721110165388168,-0.06914936585660603,-0.0656985629044815
2018-02-02,53,13342.05202881204,4098.21617632655,1501.2887979040524,16122.703613611327,0.9202547588486918,95,87.88735162842504,4.386240061846347,83.50111156657869,0.0,0,0.8788735162842504,0.8737538739573928,0.0018837709734433883,0.0017895883824448067
2018-02-03,52,14400.642809449131,4104.499807090439,1503.590663903822,16147.423909482679,0.9517724148493818,95,94.51219303762666,4.725287234649934,89.78690580297672,0.00033938655936294995,1,0.9451219303762666,0.943079626361882,0.07934242636373123,0.07537878075118809
2018-02-04,51,13925.335664371256,4110.791174422481,1505.8953640203395,16172.174641619456,0.9369889311688169,95,91.54839365886981,4.577286615453697,86.97110704341611,0.00014785276642980706,1,0.9154839365886981,0.9119523710915098,-0.0330059672590447,-0.03135891024745252
2018-02-05,47,14002.166647089272,4117.090285512791,1508.2029008875409,16196.955838308133,0.9386617132140991,95,92.02821977053219,4.6013880692262195,87.42683170130597,2.4125579351874648e-05,1,0.9202821977053219,0.9169839336011485,0.0055173522972657985,0.005241229173832629
2018-02-06,24,13449.247933435126,4123.397147556087,1510.5132771410488,16221.767527853302,0.9210453386523025,95,88.57555662968277,4.428622497803547,84.14693413187922,0.0001725929784442286,1,0.8857555662968276,0.880773996254512,-0.03948808263677428,-0.037517439210043024
2018-02-07,43,15138.764715453995,4129.7117677514925,1512.826495418099,16246.609738576875,0.9702491816536412,95,99.14570505752476,4.9567829981461875,94.18892205937858,0.000528689189532173,1,0.9914570505752477,0.9914182832215488,0.12562165485987453,0.1193348236244649
2018-02-08,44,13808.643423090538,4136.03415330277,1515.142558357627,16271.482498819016,0.9308652457133151,95,90.86925673740004,4.543090885919957,86.32616585148008,0.00041327883339283743,1,0.9086925673740004,0.9043103458873196,-0.0878619436502398,-0.08347762835841144
2018-02-09,40,14101.912483290353,4142.364311418119,1517.461468600193,16296.385836937341,0.9390738212341596,95,92.70256662733247,4.635040891421466,88.067525735911,9.204204754905731e-05,1,0.9270256662733247,0.9235161604732673,0.021238079021536294,0.02017524909695756
2018-02-10,40,13725.52440088688,4148.702249310309,1519.783228788033,16321.319781307462,0.9270337030798877,95,90.35175928374616,4.517482267122506,85.83427701662366,0.00011744118311584373,1,0.9035175928374616,0.8988669877372267,-0.026690570009526238,-0.025358600404632115
2018-02-11,46,13552.78273667094,4155.047974196583,1522.1078415650202,16346.284360322574,0.9210546503633982,95,89.27138994851289,4.463520980784593,84.8078689677283,5.39073789589537e-05,1,0.8927138994851289,0.8875543577177527,-0.012585432743449587,-0.011957369107118532
2018-02-12,40,14674.858352055217,4161.401493298723,1524.435309576691,16371.279602393734,0.9539186001921429,95,96.2925371852569,4.814293291999935,91.47824389325697,0.00035112343464999184,1,0.962925371852569,0.9610376505199344,0.08279300547983981,0.07864946698817454
2018-02-13,49,13675.6222323513,4167.762813843083,1526.7656354702572,16396.30553594998,0.9235684551389739,95,90.06300540249423,4.502870269405103,85.56013513308912,0.0003111119106841471,1,0.9006300540249422,0.8955989587276951,-0.06809170458289115,-0.06469381703773891
2018-02-14,38,13724.68938518998,4174.131943060422,1529.098821894543,16421.362189437696,0.9244339004867314,95,90.36997340858225,4.518483822705758,85.8514895858765,1.5629182483138493e-05,1,0.9036997340858225,0.8988123036302837,0.00358792835931121,0.0034083695599116393
2018-02-15,56,12542.201229057811,4180.50888818614,1531.4348715000745,16446.4495913215,0.8858376287536317,95,82.97246384012806,4.148290350722907,78.82417348940515,0.00036982364833451696,1,0.8297246384012805,0.8213726710236935,-0.08615773537346261,-0.08185804741812253
2018-02-16,55,13337.068131775017,4186.893656460178,1533.7737869390394,16471.567770083893,0.9110796189516714,95,87.96772652055144,4.398148722970891,83.56957779758055,0.00025010848072871283,1,0.8796772652055144,0.8734274849331182,0.06337539066712261,0.06020386100680697
2018-02-17,45,13917.11435263124,4193.28625512688,1536.1155708652395,16496.71675422469,0.9283703092840286,95,91.60209281614961,4.579931774042207,87.0221610421074,0.00018196501608740335,1,0.916020928161496,0.9114139679308612,0.043491284225675386,0.041314768942551705
2018-02-18,50,14467.630990786338,4199.686691435232,1538.4602259341777,16521.896572261976,0.9440698826021245,95,95.0442395546832,4.75204830335693,90.29219125132627,0.0001722888181328557,1,0.950442395546832,0.947466596434128,0.03955680927857097,0.03757716262489952
2018-02-19,78,14124.257840725068,4206.094972638695,1540.8077548029944,16547.10725273143,0.9333092108055655,95,92.90104072613263,4.644955749294994,88.25608497683764,0.00010698556849344243,1,0.9290104072613263,0.9249795292700148,-0.02373388914051966,-0.02254948683468072
2018-02-20,73,13948.893330825857,4212.511105995339,1543.1581601305195,16572.348824186865,0.9274042410820812,95,91.80515800856429,4.590208677286547,87.21494933127774,5.469237962881835e-05,1,0.9180515800856429,0.9134951324509808,-0.012415838897642861,-0.01179623725420842
2018-02-21,49,14197.195065147276,4218.935098767635,1545.5114445771956,16597.62131519942,0.934194919741239,95,93.3575779171809,4.667805105461882,88.68977281171902,7.767410227761218e-05,1,0.933575779171809,0.9297560945432563,0.017800819637260767,0.01690994212407748
2018-02-22,46,13570.677309935258,4225.366958222738,1547.8676108051795,16622.92475435864,0.9145410580876409,95,89.44333488581,4.471990687371139,84.97134419843887,0.00019561879929145222,1,0.8944333488581,0.8887262503680546,-0.04412968564121922,-0.041927426982341975
2018-02-23,60,13490.85777302302,4231.806691632236,1550.226661478254,16648.259170271536,0.9114145483526671,95,88.94350376841435,4.44715285670485,84.4963509117095,2.4813017648639858e-05,1,0.8894350376841434,0.8834989712775561,-0.005881765153593288,-0.005588243305482465
2018-02-24,70,12271.371266984524,4238.254306272332,1552.5885992618912,16673.624591563253,0.8708629203293843,95,81.30481502870954,4.064897064909388,77.23991796380015,0.0003818739178775843,1,0.8130481502870954,0.8036363641921621,-0.09039354847228775,-0.08588248063168225
2018-02-25,35,13083.670378495815,4244.709809423701,1554.9534268232017,16699.021046876536,0.897221989853021,95,86.41742828576693,4.320628226497047,82.09680005926988,0.00025598714873639495,1,0.8641742828576693,0.8568327910957929,0.06619464881620352,0.06288204770224337
2018-02-26,48,12388.905449439337,4251.173208371595,1557.3211468309723,16724.448564872142,0.8735963118690263,95,82.05751449606554,4.102679767147519,77.95483472891802,0.00021773072862090714,1,0.8205751449606553,0.8113335270439134,-0.053101683927958554,-0.05045178821202523
2018-02-27,72,13945.360098003,4257.644510405843,1559.6917619556675,16749.907174228825,0.922808237359387,95,91.85071990077559,4.592070608352955,87.25864929242263,0.0004898807219273635,1,0.9185071990077559,0.913263745565373,0.1256329427095677,0.11934562562432482
2018-02-28,48,12917.307939123166,4264.123722820748,1562.06527486939,16775.396903642948,0.8899091223526937,95,85.41736860544621,4.2705793772173415,81.14678922822887,0.0003211700610745396,1,0.8541736860544621,0.8459379283288848,-0.07372001523482019,-0.07004138130086723
2018-03-01,67,13133.01877649098,4270.610852915225,1564.4416882459323,16800.917781829015,0.8962452204212293,95,86.77240039618317,4.338555377966611,82.43384501821656,6.804404479406401e-05,1,0.8677240039618317,0.8600645543829358,0.01669936478904277,0.015863656453712904
2018-03-02,48,13287.135668946888,4277.105907992698,1566.8210047607388,16826.469837519267,0.9005196259926729,95,87.73971889105933,4.386939933214149,83.35277895784517,4.843298823577413e-05,1,0.8773971889105933,0.8701574719892251,0.011735069832671474,0.011147766921965951
2018-03-03,41,12422.225595072669,4283.608895361136,1569.203227090918,16852.05309946382,0.8715259018499796,95,82.31342777418172,4.11542727143076,78.19800050275096,0.000271241420363026,1,0.8231342777418171,0.8135156206427899,-0.06509379413469718,-0.061845321428657396
2018-03-04,69,13407.053935119391,4290.1198223331185,1571.5883579152685,16877.667596430947,0.9030246068333267,95,88.51261912100536,4.425336247814474,84.08728287319089,0.00031021919557929324,1,0.8851261912100535,0.8780107654256626,0.07927954073200527,0.075312030059427
2018-03-05,48,12639.661907978552,4296.638696225701,1573.9763999142283,16903.313357206513,0.8775561449968973,95,83.69915632285216,4.184741497186008,79.51441482566615,0.00024035439623223455,1,0.8369915632285216,0.8277552458766188,-0.057237930932065306,-0.054381655926063255
2018-03-06,48,12609.305800795702,4303.165524360554,1576.367355769925,16928.99041059454,0.8759038268662669,95,83.50819013114526,4.184741497186008,79.32344863395925,0.0,0,0.8350819013114525,0.82576726335399,-0.0024016549970919954,-0.002281578454271349
2018-03-07,59,13169.367838333115,4309.700314063891,1578.7612281661518,16954.698785416927,0.8935713315028015,95,87.0312983288175,4.351406426268076,82.67989190254943,0.00016683176084291064,1,0.870312983288175,0.862445007819236,0.044416563955651744,0.04218877444403213
2018-03-08,50,13315.857493571528,4316.2430726664,1581.1580197883407,16980.43851051318,0.897592178799644,95,87.95094316932705,4.397503322578981,83.55343984674806,4.614303935025532e-05,1,0.8795094316932704,0.8720384274433569,0.011123514586024008,0.010566828924405858
2018-03-09,48,13997.656845809066,4322.793807503491,1583.5577333236524,17006.209614741372,0.9179880230628237,95,92.22883757263233,4.611238626840775,87.61759894579156,0.0002139492535153096,1,0.9222883757263233,0.9166885924998809,0.05120206134427985,0.04863955119923258
2018-03-10,64,12178.828285560754,4329.352525914977,1585.960371460862,17032.012126976908,0.8587156385726782,95,80.84283750507511,4.041629739390918,76.8012077656842,0.0005690398476022551,1,0.808428375050751,0.7975758430405453,-0.12993807322779694,-0.12345379565898229
2018-03-11,52,12294.51605036532,4335.919235245358,1588.3659368904605,17057.84607611362,0.8620597566309897,95,81.57234196701246,4.078581958602636,77.49376000840982,3.69892084201382e-05,1,0.8157234196701246,0.805152086368721,0.009499088261366362,0.009023736479951694
2018-03-12,40,12211.759992506995,4342.493942843574,1590.774432304566,17083.71149106281,0.8585764324327858,95,81.05066884833116,4.052510001096121,76.99815884723503,2.6045911594920313e-05,1,0.8105066884833115,0.7997324982880417,-0.006731135859216364,-0.006395220562531723
2018-03-13,34,12534.627927452651,4349.076656063215,1593.185860397,17109.60840075409,0.8689310578446631,95,83.08632900368883,4.1542197292217615,78.93210927446707,0.00010181153966530587,1,0.8308632900368883,0.8208767052155954,0.026439099289845558,0.02511589582520246
2018-03-14,47,12127.064528387453,4355.6673822624525,1595.6002238632627,17135.53683413508,0.8543687029758633,95,80.51959519262961,4.025864355199298,76.4937308374303,0.00012822714687558802,1,0.8051959519262961,0.7941859009789276,-0.03251499776651334,-0.03089237232933073
2018-03-15,53,12640.675343666424,4362.266128803901,1598.0175254004803,17161.496820170876,0.8712043804832342,95,83.75912950592452,4.187802480082366,79.57132702584215,0.00016210022510817622,1,0.8375912950592452,0.827821614479917,0.042352443501615156,0.04023286885067989
2018-03-16,46,12563.176927488705,4368.872903054966,1600.4377677075358,17187.488387845435,0.8679763106523634,95,83.27123907112059,4.163540139263581,79.107698931857,2.4238102716068965e-05,1,0.832712390711206,0.8227463426090971,-0.0061308762444048925,-0.005824922461370896
2018-03-17,57,12345.62650678392,4375.4877123873885,1602.8609534848997,17213.511566159763,0.8599805679589589,95,81.90123260490915,4.0950000057497995,77.80623259915936,6.847166185193032e-05,1,0.8190123260490916,0.8084992446018806,-0.01731651332783324,-0.01645233674307811
2018-03-18,80,13434.434474152884,4382.110564177598,1605.28708543476,17239.566384133304,0.8949469259828862,95,88.76291834886771,4.437819912527032,84.32509843634068,0.0003431630698470798,1,0.8876291834886771,0.879803881806853,0.08819382044083901,0.08378000581577649
2018-03-19,46,12922.6731191494,4388.741465806605,1607.716166260983,17265.652870803544,0.8779496943876727,95,85.55038019604119,4.2773747534152475,81.27300544262594,0.0001602848742375471,1,0.8555038019604119,0.8462892870870635,-0.03809325625042759,-0.03619234487311673
2018-03-20,43,12623.809975403068,4395.380424660006,1610.1481986691151,17291.77105522599,0.8674563298446333,95,83.67058869264599,4.1834449822906405,79.48714371035535,9.38359351894178e-05,1,0.83670588692646,0.8267171231450007,-0.023127037339005563,-0.021972918169242517
2018-03-21,55,12391.211180493903,4402.027448127871,1612.583185366341,17317.920966473757,0.8589857286337936,95,82.20585969221021,4.110227154395621,78.0956325378146,7.314468321180812e-05,1,0.8220585969221021,0.8114845264131919,-0.01842540369051604,-0.017505900500070504
2018-03-22,59,12483.876855340695,4408.682543604925,1615.021129061551,17344.102633638275,0.8614878643308866,95,82.78985602084632,4.139464997287828,78.65039102355848,2.9267110002209052e-05,1,0.8278985602084632,0.8175530825997076,0.007478338759383307,0.007104071787858768
2018-03-23,58,12074.965666179292,4415.345718490513,1617.4620324653279,17370.31608582915,0.8468226414859545,95,80.21339354028385,4.010553772816365,76.20283976746748,0.00012878244202943278,1,0.8021339354028385,0.790774013318405,-0.03275514440744165,-0.031120509255550877
2018-03-24,64,12247.91654241746,4422.016980188492,1619.905898289907,17396.561352173725,0.8521774071249875,95,81.30479933861234,4.065188012448484,77.23961132616385,5.468892856067953e-05,1,0.8130479933861234,0.8021003443648657,0.014323094658776903,0.013606278828988572
2018-03-25,54,13231.059366276717,4428.696336107375,1622.35272924923,17422.838461817682,0.884066586282567,95,87.50452904898434,4.374931901203649,83.12959714778069,0.0003100539426978628,1,0.8750452904898434,0.8664851068545771,0.08027020926003181,0.07625293661388688
2018-03-26,74,11695.75521490638,4435.3837936600785,1624.8025280588504,17449.147443924012,0.8314739215463163,95,77.85738234694662,3.892435304223171,73.96494704272345,0.0004820145823980795,1,0.7785738234694662,0.7659400072652641,-0.11603788546845428,-0.11024739869906985
2018-03-27,59,12500.53312949814,4442.079360264355,1627.255297436095,17475.488327674735,0.8588705072666256,95,82.9466111653223,4.147088395666649,78.79952276965565,0.00025490799944292064,1,0.8294661116532229,0.8186438806298258,0.06880940134298141,0.06536604063693208
2018-03-28,56,12456.02230155266,4448.783043342365,1629.7110400999034,17501.86114226921,0.8567326525348421,95,82.66600099832188,4.133287641645748,78.53271335667613,1.3786967053846411e-05,1,0.8266600099832188,0.8157289236002454,-0.0035607143698891397,-0.003383021476804249
2018-03-29,68,11900.991823485198,4455.494850320959,1632.1697587709345,17528.265916925247,0.8368961221967509,95,79.16629564465649,3.958157322405337,75.20813832225114,0.00017495536387653488,1,0.7916629564465648,0.7793806895108714,-0.04455920715542372,-0.04233548631119144
2018-03-30,49,11968.321796830449,4462.2147886315,1634.631456171501,17554.702680878418,0.8386377533067075,95,79.59176496365605,3.979567887785294,75.61219707587075,2.1431997377334255e-05,1,0.7959176496365604,0.7837900431033187,0.005657509419709328,0.005374374480136224
2018-03-31,47,12906.659577255125,4468.942865709974,1637.0961350256073,17581.17146338247,0.869798847717205,95,85.51959968007016,4.27569837843182,81.24390130163833,0.0002964269175640908,1,0.8551959968007016,0.8452405807684488,0.07840178400560505,0.07447799051975967
2018-04-01,59,12399.950144239603,4475.679088996953,1639.5637980589388,17607.672293709194,0.8522930133079695,95,82.32968362518184,4.116340902809477,78.21334272237236,0.00015919827734499846,1,0.8232968362518185,0.8120568299397176,-0.03925953342013255,-0.037300409108810495
2018-04-02,65,12277.99593780844,4482.423465937668,1642.0344479988873,17634.205201148714,0.8474952212121982,95,81.56037436793534,4.0779842318794515,77.48239013605588,3.8318352577448426e-05,1,0.8156037436793534,0.8040702053871738,-0.00983505619075542,-0.009344251348625376
2018-04-03,51,11534.30041912345,4489.176003981824,1644.5080875744839,17660.770215008753,0.820540141382939,95,76.86668754014389,3.843123213254179,73.02356432688971,0.00023462639223303938,1,0.7686668754014389,0.7553665397821746,-0.06057140941013672,-0.05754861799208133
2018-04-04,42,11730.26040259976,4495.936710583823,1646.9847195164805,17687.36736461552,0.827002807451833,95,78.10724639663991,3.9053031897242563,74.20194320691566,6.224221868876612e-05,1,0.7810724639663991,0.768199707748639,0.016989325434199287,0.016139096092154803
2018-04-05,69,12391.304862399556,4502.705593202655,1649.4643465573092,17713.996679313255,0.849463155075322,95,82.28859689928139,4.114231164707594,78.1743657345738,0.00020913711209543352,1,0.8228859689928139,0.8114906615210304,0.056353775373417125,0.053533451703161816
2018-04-06,58,12612.521065385015,4509.482659301823,1651.9469714310549,17740.65818846397,0.8562835944736065,95,83.68413751561684,4.184140395531311,79.49999712008552,6.99792100337504e-05,1,0.8368413751561684,0.8259778269078305,0.01785253493816641,0.016959100883000122
2018-04-07,64,12723.121043941916,4516.267916349562,1654.4325968735372,17767.351921448288,0.859328074024551,95,84.38124299181725,4.219028972265631,80.16221401955161,3.492350023455515e-05,1,0.8438124299181724,0.833220877640582,0.008769061949116752,0.008330198492758623
2018-04-08,47,11770.45046116071,4523.061371818585,1656.9212256222154,17794.07790766444,0.8259098008972634,95,78.37832760200567,3.918646305774768,74.4596812962309,0.00030008258390695633,1,0.7837832760200567,0.7708317031333348,-0.07487711383794604,-0.07114040012889711
2018-04-09,70,12096.783431021697,4529.863033186302,1659.4128604162697,17820.836176529152,0.8367968219468098,95,80.44260125925722,4.022031748477805,76.42056951077942,0.0001034889316346721,1,0.8044260125925722,0.7922028307530077,0.027724764735028273,0.02633730165478454
2018-04-10,63,12283.007941524558,4536.672907934713,1661.907503996561,17847.626757477192,0.8425995211595769,95,81.61900244658065,4.08089414707512,77.53810829950554,5.892131991723204e-05,1,0.8161900244658065,0.8043984350818107,0.015394547779147283,0.014624106740805498
2018-04-11,56,11889.569261594525,4543.491003550365,1664.4051591056168,17874.449679961228,0.8282530669082918,95,79.13512061625994,3.956644317679682,75.17847629858026,0.00012412570369174604,1,0.7913512061625994,0.778632640583994,-0.03203113453993256,-0.03043264136861268
2018-04-12,70,11631.036997532485,4550.317327524507,1666.9058284876867,17901.304973452414,0.8183598013884554,95,77.50024199212667,3.87493863795624,73.62530335417044,8.162405566777409e-05,1,0.7750024199212667,0.7617016942213679,-0.021744460070319493,-0.020659330666355835
2018-04-13,65,12403.105230628811,4557.1518873529,1669.4095148886731,17928.192667439667,0.8448009936386036,95,82.38724517521048,4.119130044710061,78.26811513050042,0.0002444358425964168,1,0.8238724517521048,0.8122634525004218,0.06637999975927511,0.06305790869117911
2018-04-14,58,11895.063742011123,4563.994690535969,1671.9162210561872,17955.11279143024,0.8265509810777635,95,79.1809980647193,3.958905845514406,75.2220922192049,0.00016006413506059402,1,0.791809980647193,0.7789924670588885,-0.040960830305874274,-0.03891678989475311
2018-04-15,58,10702.281784296623,4570.845744578801,1674.4259497395476,17982.065374949743,0.7814074143091169,95,71.63732067928622,3.5815267320640998,68.05579394722211,0.00037700211133896743,1,0.7163732067928622,0.7008787065901906,-0.10027537334682946,-0.0952713096552179
2018-04-16,59,11484.31970921634,4577.705056991034,1676.9387036897406,18009.050447541675,0.810484443595916,95,76.6100496924056,3.830265945828404,72.7797837465772,0.00024898820196627016,1,0.7661004969240559,0.7520933671989638,0.07307207385131598,0.06941534057899568
2018-04-17,62,12234.508422720211,4584.572635286859,1679.45448565942,18036.06803876745,0.8365085814161002,95,81.36399603622053,4.067973753345429,77.2960222828751,0.0002379457532702958,1,0.8136399603622053,0.8012222638040452,0.0653228691379808,0.06205382143599092
2018-04-18,40,11555.887049900037,4591.448486985279,1681.9732984030027,18063.11817820742,0.8118386056872824,95,77.0761267663924,3.8536136069192466,73.22251315947317,0.00021414600042575673,1,0.770761267663924,0.7567802205432749,-0.05546780870737189,-0.052699836275486134
2018-04-19,62,11862.639180017752,4598.332619609699,1684.4951446765176,18090.20089545925,0.8222436886260048,95,79.0197280236545,3.950893892402745,75.06883413125175,9.737766314664498e-05,1,0.7901972802365449,0.7768690240838574,0.026545095914585648,0.025216644099837593
2018-04-20,47,11010.617793312016,4605.225040688302,1687.0200272377444,18117.316220139397,0.7902156062592162,95,73.62745021644777,3.681129965833471,69.94632025061429,0.0002694944321371366,1,0.7362745021644777,0.7210712363281929,-0.07182393173864199,-0.06823964017684991
