date,close,rainbow_position_v2,rainbow_v2_fire_sale,rainbow_v2_buy,rainbow_v2_accumulate,rainbow_v2_still_cheap,rainbow_v2_is_bubble,rainbow_v2_fomo,rainbow_v2_sell,rainbow_v2_max_bubble
2018-01-12,14953.837186552788,1.0,2188.5474336301127,2920.7027517037986,3652.858069777485,4385.0133878511715,5117.168705924857,5849.324023998543,6581.479342072229,7313.634660145916
2018-01-13,14081.695964602934,1.0,2191.7987735443994,2923.8808193210475,3655.9628650976956,4388.044910874344,5120.126956650993,5852.20900242764,6584.291048204289,7316.3730939809375
2018-01-14,14406.36266055639,1.0,2195.0547350429547,2927.0639617269517,3659.0731884109487,4391.082415094946,5123.091641778943,5855.10086846294,6587.110095146936,7319.119321830934
2018-01-15,15288.90302525735,1.0,2198.3153242615317,2930.252184408593,3662.189044555655,4394.125904702716,5126.062764849778,5857.999624996841,6589.936485143901,7321.873345290964
2018-01-16,14889.806342776172,1.0,2201.580547344014,2933.4454928633295,3665.3104383826453,4397.17538390196,5129.0403294212765,5860.905274940593,6592.770220459907,7324.6351659792235
2018-01-17,14388.717540692984,1.0,2204.8504104414205,2936.6438925977986,3668.4373747541767,4400.230856910555,5132.024339066933,5863.8178212233115,6595.611303379689,7327.404785536068
2018-01-18,14865.799885516264,1.0,2208.1249197124876,2939.8473891282806,3671.569858544074,4403.292327959867,5135.01479737566,5866.737266791453,6598.459736207247,7330.18220562304
2018-01-19,14646.648666692605,1.0,2211.404081323498,2943.05598798096,3674.707894638422,4406.359801295885,5138.011707953347,5869.6636146108085,6601.3155212682705,7332.967427925733
2018-01-20,14835.249735692683,1.0,2214.687901448292,2946.2696946914525,3677.851487934613,4409.433281177773,5141.015074420933,5872.596867664094,6604.178660907254,7335.760454150415
2018-01-21,14519.829797041464,1.0,2217.976386268383,2949.4885148049016,3681.00064334142,4412.512771877939,5144.024900414457,5875.5370289509765,6607.049157487495,7338.5612860240135
2018-01-22,13425.152472235504,1.0,2221.2695419728584,2952.7124538767157,3684.1553657805734,4415.59827768443,5147.041189588288,5878.484101492146,6609.9270133960035,7341.369925299861
2018-01-23,14198.625141391838,1.0,2224.5673747583523,2955.941517471514,3687.315660184676,4418.689802897838,5150.063945610998,5881.438088324161,6612.812231037322,7344.186373750484
2018-01-24,14253.875756383652,1.0,2227.8698908290908,2959.1757111631596,3690.481531497229,4421.787351831297,5153.093172165367,5884.398992499437,6615.704812833505,7347.010633167574
2018-01-25,13910.533855503652,1.0,2231.1770963970453,2962.415040536267,3693.6529846754884,4424.89092881471,5156.128872953932,5887.366817093154,6618.604761232375,7349.842705371598
2018-01-26,14989.526729941588,1.0,2234.4889976817985,2965.6595111842266,3696.8300246866547,4428.000538189082,5159.17105169151,5890.341565193939,6621.512078696366,7352.682592198795
2018-01-27,14515.35380770585,1.0,2237.8056009104057,2968.9091287105284,3700.012656510651,4431.116184310775,5162.219712110897,5893.32323991102,6624.426767711143,7355.530295511266
2018-01-28,14822.514272700508,1.0,2241.1269123178413,2972.1638987281817,3703.2008851385217,4434.237871548862,5165.274857959203,5896.311844369543,6627.348830779883,7358.385817190223
2018-01-29,14585.840234202393,1.0,2244.4529381465713,2975.4238268600307,3706.3947155734895,4437.365604286949,5168.336493000408,5899.3073817138675,6630.278270427327,7361.249159140785
2018-01-30,14786.358850818966,1.0,2247.783684646707,2978.6889187386814,3709.5941528306557,4440.499386922629,5171.404621014604,5902.309855106578,6633.215089198552,7364.120323290526
2018-01-31,14306.23284392119,1.0,2251.1191580760515,2981.9591800059184,3712.7992019357853,4443.639223865652,5174.479245795519,5905.3192677253855,6636.159289655252,7366.999311585119
2018-02-01,13316.965914967092,1.0,2254.4593647002544,2985.2346163140755,3716.0098679278963,4446.785119541717,5177.560371155538,5908.335622769359,6639.110874383179,7369.886125997001
2018-02-02,13342.05202881204,1.0,2257.804310792455,2988.515233324556,3719.226155856657,4449.937078388759,5180.648000920859,5911.358923452961,6642.069845985062,7372.780768517163
2018-02-03,14400.642809449131,1.0,2261.154002633549,2991.801036708475,3722.4480707834005,4453.0951048583265,5183.742138933252,5914.389173008178,6645.036207083103,7375.683241158028
2018-02-04,13925.335664371256,1.0,2264.5084465122322,2995.0920321471044,3725.675617781976,4456.259203416848,5186.8427890517205,5917.426374686593,6648.009960321464,7378.593545956336
2018-02-05,14002.166647089272,1.0,2267.8676487249395,2998.388225331134,3728.9088019373285,4459.429378543524,5189.949955149717,5920.470531755913,6650.991108362107,7381.511684968302
2018-02-06,13449.247933435126,1.0,2271.231615575516,3001.6896219607993,3732.1476283460825,4462.605634731366,5193.063641116649,5923.521647501933,6653.979653887216,7384.4376602725
2018-02-07,15138.764715453995,1.0,2274.6003533759726,3004.9962277466648,3735.3921021173564,4465.787976488048,5196.183850858741,5926.579725229432,6656.975599600124,7387.371473970817
2018-02-08,13808.643423090538,1.0,2277.9738684458607,3008.308048408396,3738.6422283709317,4468.976408333467,5199.310588296003,5929.6447682585385,6659.978948221074,7390.3131281836095
2018-02-09,14101.912483290353,1.0,2281.3521671123553,3011.62508967566,3741.898012238965,4472.17093480227,5202.443857365574,5932.716779928879,6662.989702492184,7393.262625055489
2018-02-10,13725.52440088688,1.0,2284.735255710677,3014.9473572880675,3745.159458865458,4475.371560442848,5205.583662020239,5935.795763597629,6666.007865175019,7396.21996675241
2018-02-11,13552.78273667094,1.0,2288.123140583688,3018.274856994619,3748.42657340555,4478.578289816482,5208.730006227412,5938.8817226383435,6669.033439049274,7399.185155460205
2018-02-12,14674.858352055217,1.0,2291.5158280819396,3021.6075945541593,3751.699361026379,4481.791127498598,5211.882893970818,5941.974660443038,6672.066426915258,7402.158193387478
2018-02-13,13675.6222323513,1.0,2294.913324563868,3024.945575735473,3754.9778269070785,4485.010078078683,5215.042329250288,5945.074580421893,6675.106831593499,7405.139082765104
2018-02-14,13724.68938518998,1.0,2298.3156363956923,3028.28880631692,3758.2619762381473,4488.235146159375,5218.208316080602,5948.18148600183,6678.154655923057,7408.127825844285
2018-02-15,12542.201229057811,1.0,2301.7227699515715,3031.6372920867743,3761.551814221977,4491.46633635718,5221.380858492383,5951.2953806275855,6681.209902762787,7411.12442489799
2018-02-16,13337.068131775017,1.0,2305.134731613166,3034.9910388427093,3764.8473460722525,4494.703653301796,5224.55996053134,5954.416267760884,6684.272574990427,7414.12888221997
2018-02-17,13917.11435263124,1.0,2308.551527770207,3038.3500523927005,3768.148577015194,4497.9471016376865,5227.745626260181,5957.544150882673,6687.342675505167,7417.14120012766
2018-02-18,14467.630990786338,1.0,2311.9731648202846,3041.714338554285,3771.4555122882857,4501.196686022286,5230.937859756286,5960.679033490287,6690.420207224288,7420.161380958289
2018-02-19,14124.257840725068,1.0,2315.3996491686644,3045.0839031546147,3774.768157140565,4504.4524111265155,5234.136665112466,5963.820919098416,6693.505173084366,7423.189427070317
2018-02-20,13948.893330825857,1.0,2318.8309872285245,3048.4587520307928,3778.086516833061,4507.714281635329,5237.342046437598,5966.9698112398655,6696.597576042133,7426.225340844402
2018-02-21,14197.195065147276,1.0,2322.2671854209657,3051.8388910295357,3781.4105966381057,4510.982302246675,5240.554007855246,5970.125713463816,6699.697419072386,7429.269124680956
2018-02-22,13570.677309935258,1.0,2325.708250174906,3055.2243260078453,3784.740401840785,4514.2564776737245,5243.772553506664,5973.288629339604,6702.8047051725425,7432.320781005482
2018-02-23,13490.85777302302,1.0,2329.1541879270903,3058.6150628319733,3788.075937736856,4517.536812641739,5246.997687546622,5976.458562451505,6705.919437356388,7435.38031226127
2018-02-24,12271.371266984524,1.0,2332.6050051223656,3062.0111073782796,3791.4172096341936,4520.823311890107,5250.229414146021,5979.635516401935,6709.041618657849,7438.447720913763
2018-02-25,13083.670378495815,1.0,2336.06070821312,3065.412465532544,3794.764222851968,4524.115980171391,5253.467737490815,5982.819494810239,6712.171252129663,7441.523009449087
2018-02-26,12388.905449439337,1.0,2339.5213036599002,3068.819143190978,3798.1169827220565,4527.414822253135,5256.712661784212,5986.010501315291,6715.308340846368,7444.606180377447
2018-02-27,13945.360098003,1.0,2342.9867979311935,3072.231146259205,3801.475494587217,4530.719842915229,5259.96419124324,5989.208539571253,6718.452887899264,7447.697236227276
2018-02-28,12917.307939123166,1.0,2346.457197503245,3075.648480652725,3804.839763802205,4534.031046951685,5263.222330101165,5992.4136132506455,6721.604896400126,7450.796179549606
2018-03-01,13133.01877649098,1.0,2349.932508860374,3079.071152296838,3808.2097957333017,4537.348439169766,5266.48708260623,5995.625726042694,6724.764369479157,7453.903012915622
2018-03-02,13287.135668946888,1.0,2353.412738494675,3082.4991671269436,3811.585595759212,4540.672024391481,5269.758453023749,5998.844881656018,6727.931310288285,7457.017738920554
2018-03-03,12422.225595072669,1.0,2356.8978929062973,3085.9325310878035,3814.967169269309,4544.001807450815,5273.036445632321,6002.0710838138275,6731.105721995333,7460.140360176839
2018-03-04,13407.053935119391,1.0,2360.387978603454,3089.3712501345926,3818.354521665731,4547.33779319687,5276.321064728008,6005.304336259148,6734.2876077902865,7463.270879321425
2018-03-05,12639.661907978552,1.0,2363.883002102046,3092.815330231811,3821.747658361576,4550.679986491341,5279.612314621107,6008.544642750871,6737.476970880636,7466.409299010402
2018-03-06,12609.305800795702,1.0,2367.3829699263265,3096.264777354197,3825.146584782068,4554.028392209939,5282.9101996378095,6011.79200706568,6740.673814493552,7469.555621921422
2018-03-07,13169.367838333115,1.0,2370.887888608062,3099.7195974859405,3828.551306363819,4557.383015241698,5286.214724119576,6015.046432997455,6743.878141875332,7472.709850753211
2018-03-08,13315.857493571528,1.0,2374.397764687508,3103.179796621654,3831.9618285558004,4560.743860489947,5289.525892424093,6018.30792435824,6747.089956292386,7475.871988226532
2018-03-09,13997.656845809066,1.0,2377.9126047124482,3106.645380765343,3835.3781568182376,4564.110932871133,5292.843708924027,6021.576484976922,6750.309261029817,7479.042037082712
2018-03-10,12178.828285560754,1.0,2381.4324152391,3110.116355931036,3838.8002966229724,4567.484237314908,5296.168178006845,6024.85211869878,6753.536059390716,7482.220000082652
2018-03-11,12294.51605036532,1.0,2384.9572028314205,3113.592728142751,3842.228253454082,4570.8637787654125,5299.499304076743,6028.134829388074,6756.770354699404,7485.405880010735
2018-03-12,12211.759992506995,1.0,2388.486974061625,3117.0745034343786,3845.662032807132,4574.249562179885,5302.837091552639,6031.424620925392,6760.012150298146,7488.5996796709
2018-03-13,12534.627927452651,1.0,2392.0217355096097,3120.5616878493242,3849.1016401890392,4577.641592528754,5306.181544868468,6034.721497208184,6763.261449547897,7491.801401887612
2018-03-14,12127.064528387453,1.0,2395.5614937637424,3124.0542874414673,3852.5470811191917,4581.039874796917,5309.5326684746415,6038.025462152366,6766.518255830091,7495.011049507815
2018-03-15,12640.675343666424,1.0,2399.1062554200907,3127.552308274005,3855.9983611279195,4584.444413981833,5312.890466835748,6041.336519689662,6769.782572543576,7498.228625397491
2018-03-16,12563.176927488705,1.0,2402.656027082939,3131.055756420669,3859.455485758399,4587.855215096129,5316.254944433858,6044.654673771589,6773.054403109318,7501.454132447047
2018-03-17,12345.62650678392,1.0,2406.210815364721,3134.5646379644704,3862.91846056422,4591.272283163969,5319.626105763718,6047.979928363469,6776.333750963218,7504.687573562968
2018-03-18,13434.434474152884,1.0,2409.770626885989,3138.078958998939,3866.3872911118888,4594.695623224839,5323.003955337789,6051.312287450739,6779.62061956369,7507.928951676639
2018-03-19,12922.6731191494,1.0,2413.3354682750705,3141.598725626982,3869.861982978893,4598.125240330804,5326.388497682716,6054.651755034627,6782.9150123865375,7511.178269738449
2018-03-20,12623.809975403068,1.0,2416.9053461686276,3145.1239439617148,3873.3425417548015,4601.561139547888,5329.779737340976,6057.998335134063,6786.216932927149,7514.435530720238
2018-03-21,12391.211180493903,1.0,2420.4802672114697,3148.6546201260903,3876.828973040711,4605.003325955331,5333.177678869952,6061.352031784572,6789.526384699193,7517.7007376138135
2018-03-22,12483.876855340695,1.0,2424.060238056524,3152.190760253151,3880.3212824497778,4608.4518046464045,5336.582326843031,6064.712849039658,6792.843371236285,7520.973893432912
2018-03-23,12074.965666179292,1.0,2427.645265364608,3155.7323704856935,3883.8194756067787,4611.906580727864,5339.993685848949,6068.080790970035,6796.1678960911195,7524.255001212206
2018-03-24,12247.91654241746,1.0,2431.2353558050318,3159.279456976573,3887.3235581481144,4615.367659319656,5343.411760491197,6071.455861662738,6799.499962834279,7527.544064005821
2018-03-25,13231.059366276717,1.0,2434.830516054935,3162.8320258886265,3890.833535722318,4618.83504555601,5346.836555389702,6074.838065223394,6802.839575057085,7530.841084890777
2018-03-26,11695.75521490638,1.0,2438.4307527998494,3166.3900833945904,3894.349413989331,4622.308744584072,5350.268075178813,6078.227405773554,6806.186736368294,7534.146066963036
2018-03-27,12500.53312949814,1.0,2442.036072733316,3169.9536356770523,3897.8711986207886,4625.788761564525,5353.706324508261,6081.623887451999,6809.5414503957345,7537.45901333947
2018-03-28,12456.02230155266,1.0,2445.646482557088,3173.522688928766,3901.3988953004446,4629.275101672123,5357.151308043801,6085.027514415479,6812.903720787157,7540.7799271588365
2018-03-29,11900.991823485198,1.0,2449.2619889811826,3177.097249352344,3904.932509723505,4632.767770094666,5360.603030465827,6088.438290836989,6816.273551208149,7544.108811579311
2018-03-30,11968.321796830449,1.0,2452.8825987236532,3180.677323160479,3908.4720475973045,4636.266772034131,5364.061496470957,6091.856220907783,6819.650945344608,7547.445669781434
2018-03-31,12906.659577255125,1.0,2456.5083185109543,3184.262916575628,3912.0175146403017,4639.772112704975,5367.526710769649,6095.281308834323,6823.035906898996,7550.790504963669
2018-04-01,12399.950144239603,1.0,2460.1391550775547,3187.85403583045,3915.5689165833446,4643.28379733624,5370.998678089135,6098.71355884203,6826.428439594925,7554.143320347821
2018-04-02,12277.99593780844,1.0,2463.7751151663065,3191.4506871677017,3919.126259169097,4646.801831170493,5374.477403171888,6102.152975173283,6829.8285471746785,7557.504119176073
2018-04-03,11534.30041912345,1.0,2467.4162055281727,3195.05287683986,3922.6895481515476,4650.326219463235,5377.962890774922,6105.59956208661,6833.2362333982965,7560.872904709985
2018-04-04,11730.26040259976,1.0,2471.062432922479,3198.6606111094793,3926.2587892964793,4653.85696748348,5381.45514567048,6109.053323857481,6836.65150204448,7564.249680231481
2018-04-05,12391.304862399556,1.0,2474.7138041166018,3202.2738962494163,3929.833988382231,4657.394080515046,5384.95417264786,6112.514264780675,6840.07435691349,7567.634449046305
2018-04-06,12612.521065385015,1.0,2478.370325886299,3205.892738541984,3933.415151197669,4660.937563853355,5388.459976509039,6115.982389164725,6843.50480182041,7571.027214476095
2018-04-07,12723.121043941916,1.0,2482.0320050157206,3209.5171442801598,3937.002283544599,4664.4874228090375,5391.972562073477,6119.457701337916,6846.942840602354,7574.427979866794
2018-04-08,11770.45046116071,1.0,2485.6988482969746,3213.1471197663645,3940.5953912357545,4668.043662705144,5395.491934174534,6122.940205643925,6850.388477113314,7577.836748582705
2018-04-09,12096.783431021697,1.0,2489.370862530822,3216.7826713136246,3944.1944800964275,4671.60628887923,5399.018097662033,6126.429906444836,6853.841715227639,7581.253524010442
2018-04-10,12283.007941524558,1.0,2493.0480545259593,3220.4238052445303,3947.7995559631013,4675.175306681673,5402.551057400244,6129.926808118815,6857.302558837386,7584.678309555956
2018-04-11,11889.569261594525,1.0,2496.730431099677,3224.0705278919404,3951.410624684204,4678.750721476468,5406.090818268731,6133.430915060995,6860.771011853259,7588.111108645522
2018-04-12,11631.036997532485,1.0,2500.4179990774624,3227.722845598998,3955.027692120533,4682.332538642069,5409.637385163604,6136.94223168514,6864.247078206676,7591.551924728211
2018-04-13,12403.105230628811,1.0,2504.1107652930104,3231.3807647182134,3958.6507641434164,4685.920763568619,5413.190762993821,6140.460762419025,6867.730761844227,7595.000761269431
2018-04-14,11895.063742011123,1.0,2507.8087365885567,3235.0442916129587,3962.2798466373606,4689.515401661763,5416.7509566861645,6143.986511710566,6871.222066734968,7598.45762175937
2018-04-15,10702.281784296623,1.0,2511.511919814524,3238.7134326562386,3965.9149454979533,4693.1164583396685,5420.317971181383,6147.519484023098,6874.720996864813,7601.922509706528
2018-04-16,11484.31970921634,1.0,2515.2203218297727,3242.3881942310486,3969.5560666323245,4696.723939033601,5423.891811434876,6151.0596838361525,6878.227556237429,7605.395428638705
2018-04-17,12234.508422720211,1.0,2518.93394950141,3246.068582730777,3973.203215960144,4700.337849189511,5427.472482418878,6154.607115648245,6881.741748877612,7608.876382106979
2018-04-18,11555.887049900037,1.0,2522.652809705125,3249.7546045589947,3976.8563994128644,4703.958194266734,5431.059989120604,6158.161783974474,6885.263578828343,7612.365373682213
2018-04-19,11862.639180017752,1.0,2526.3769093247474,3253.446266128651,3980.515622932555,4707.584979736459,5434.654336540362,6161.723693344266,6888.79305014817,7615.862406952074
2018-04-20,11010.617793312016,1.0,2530.1062552526278,3257.1435738637488,3984.18089247487,4711.21821108599,5438.255529697111,6165.292848308232,6892.330166919353,7619.367485530474
2018-04-21,11573.316538936388,1.0,2533.8408543895243,3260.8465341979663,3987.852214006408,4714.857893814849,5441.863573623292,6168.869253431734,6895.874933240175,7622.880613048618
2018-04-22,11224.562754055029,1.0,2537.5807136443627,3264.5551535746654,3991.529593504968,4718.504033435271,5445.478473365572,6172.452913295876,6899.427353226178,7626.40179315648
2018-04-23,11138.872258131169,1.0,2541.3258399348674,3268.269438447999,3995.213036961131,4722.156635474263,5449.100233987394,6176.043832500527,6902.987431013658,7629.931029526791
2018-04-24,11533.386246604072,1.0,2545.076240186994,3271.98939528193,3998.9025503768653,4725.815705471801,5452.728860566737,6179.642015661673,6906.555170756608,7633.468325851544
2018-04-25,11908.591247623475,1.0,2548.831921335059,3275.715030550692,4002.598139766325,4729.481248981958,5456.36435819759,6183.2474674132245,6910.130576628857,7637.01368584449
2018-04-26,10195.671005460788,1.0,2552.592890321837,3279.446350738522,4006.2998111552074,4733.153271571893,5460.006731988578,6186.860192405264,6913.713652821949,7640.567113238633
2018-04-27,11275.61462051383,1.0,2556.359154098816,3283.183362340017,4010.0075705812187,4736.831778822419,5463.655987063621,6190.480195304823,6917.304403546024,7644.128611787226
2018-04-28,11805.98424543665,1.0,2560.1307196255857,3286.92607185954,4013.7214240934945,4740.516776327449,5467.312128561403,6194.107480795358,6920.902833029312,7647.698185263267
2018-04-29,11280.939467014428,1.0,2563.907593870305,3290.674485812047,4017.4413777537893,4744.208269695531,5470.975161637273,6197.742053579015,6924.508945520758,7651.275837462499
2018-04-30,12280.156046528788,1.0,2567.689783809836,3294.428610722202,4021.1674376345677,4747.906264546933,5474.645091459299,6201.383918371665,6928.12274528403,7654.861572196396
2018-05-01,10838.761877814955,1.0,2571.4772964292556,3298.1884531253872,4024.8996098215193,4751.610766517651,5478.321923213783,6205.033079909915,6931.744236606046,7658.455393302178
2018-05-02,10573.12153991398,1.0,2575.2701387223624,3301.9540195669238,4028.637900411485,4755.321781256047,5482.005662100608,6208.68954294517,6935.373423789731,7662.057304634292
2018-05-03,11068.197033646304,1.0,2579.0683176912307,3305.725316601899,4032.382315512568,4759.039314423237,5485.696313333905,6212.353312244573,6939.010311155242,7665.667310065911
2018-05-04,11753.851164915202,1.0,2582.8718403466787,3309.502350796359,4036.1328612460397,4762.763371695721,5489.393882145401,6216.024392595082,6942.654903044762,7669.285413494442
2018-05-05,10912.59978645245,1.0,2586.6807137079018,3313.285128725917,4039.889543743932,4766.4939587619465,5493.098373779962,6219.702788797977,6946.307203815992,7672.911618834008
2018-05-06,11220.214308316594,1.0,2590.494944802734,3317.073656976766,4043.6523691507973,4770.23108132483,5496.809793498861,6223.388505672892,6949.9672178469245,7676.545930020956
2018-05-07,10686.396503659062,1.0,2594.314540667406,3320.867942145113,4047.42134362282,4773.974745100527,5500.528146578234,6227.081548055941,6953.634949533647,7680.188351011355
2018-05-08,11123.289788251022,1.0,2598.1395083468074,3324.6679908373317,4051.1964733278555,4777.724955818379,5504.253438308904,6230.781920799429,6957.310403289952,7683.8388857804775
2018-05-09,11365.16724518108,1.0,2601.9698548945394,3328.4738096702936,4054.9777644460482,4781.481719221802,5507.985673997557,6234.489628773312,6960.993583549065,7687.49753832482
2018-05-10,11093.22611724454,1.0,2605.8055873724584,3332.2854052709054,4058.765223169353,4785.245041067799,5511.724858966247,6238.204676864694,6964.684494763142,7691.164312661589
2018-05-11,10919.510099480642,1.0,2609.6467128513245,3336.102784276377,4062.55885570143,4789.014927126482,5515.470998551535,6241.9270699765875,6968.38314140164,7694.839212826692
2018-05-12,10298.37087685436,1.0,2613.4932384102126,3339.925953334075,4066.358668257937,4792.7913831818,5519.224098105662,6245.6568130295245,6972.089527953387,7698.5222428772495
2018-05-13,10143.394118086566,1.0,2617.345171137037,3343.754919101542,4070.1646670660466,4796.574415030551,5522.984162995056,6249.393910959561,6975.8036589240655,7702.213406888571
2018-05-14,10328.61098701379,1.0,2621.2025181282183,3347.5896882470006,4073.9768583657824,4800.364028484564,5526.751198603346,6253.138368722129,6979.52553884091,7705.912708959693
2018-05-15,10142.46091864518,1.0,2625.0652864887356,3351.430267448464,4077.795248408192,4804.160229367921,5530.525210327649,6256.890191287377,6983.255172247105,7709.6201532068335
2018-05-16,10693.304688260088,1.0,2628.933483332267,3355.2766633942865,4081.6198434563066,4807.963023518327,5534.306203580346,6260.649383642366,6986.992563704385,7713.335743766405
2018-05-17,9774.735688401715,1.0,2632.807115781239,3359.128882783496,4085.450649785753,4811.77241678801,5538.0941837902665,6264.415950792524,6990.737717794781,7717.059484797038
2018-05-18,11436.071393088963,1.0,2636.6861909666272,3362.986932325115,4089.287673683603,4815.588415042091,5541.889156400579,6268.189897759066,6994.490639117554,7720.791380476043
2018-05-19,10159.629997837936,1.0,2640.570716027918,3366.850818738059,4093.1309214482,4819.41102415834,5545.691126868482,6271.971229578623,6998.2513322887635,7724.531434998905
2018-05-20,9692.75667051844,1.0,2644.4606981135953,3370.7205487523443,4096.980399391093,4823.240250029841,5549.500100668591,6275.75995130734,7002.019801946088,7728.279652584837
2018-05-21,10399.345236356286,1.0,2648.356144380632,3374.5961291078597,4100.836113835087,4827.076098562315,5553.316083289543,6279.55606801677,7005.796052743997,7732.036037471225
2018-05-22,9936.396797429174,1.0,2652.2570619945873,3378.4775665545217,4104.698071114456,4830.91857567439,5557.139080234325,6283.359584794259,7009.580089354193,7735.800593914128
2018-05-23,9973.777312883873,1.0,2656.163458130005,3382.364867853265,4108.566277576525,4834.767687299785,5560.969097023045,6287.170506746305,7013.371916469565,7739.573326192825
2018-05-24,11085.789933238388,1.0,2660.075339969818,3386.258039774666,4112.440739579514,4838.623439384362,5564.806139189211,6290.988838994059,7017.171538798907,7743.354238603755
2018-05-25,10077.38746584549,1.0,2663.99271470592,3390.157089100083,4116.321463494245,4842.485837888407,5568.65021228257,6294.814586676733,7020.978961070894,7747.143335465057
2018-05-26,9417.099335633857,1.0,2667.9155895389204,3394.062022621154,4120.208455703388,4846.354888785621,5572.501321867854,6298.647754950089,7024.7941880323215,7750.940621114555
2018-05-27,10615.401430055408,1.0,2671.8439716781054,3397.9728471396243,4124.101722601143,4850.230598062662,5576.35947352418,6302.488348985699,7028.617224447218,7754.746099908737
2018-05-28,9755.64878997097,1.0,2675.7778683414062,3401.889569467893,4128.00127059438,4854.112971720866,5580.224672847353,6306.33637397384,7032.448075100327,7758.5597762268135
2018-05-29,10436.243148354451,1.0,2679.717286755629,3405.812196428343,4131.907106101057,4858.002015773771,5584.096925446485,6310.1918351192,7036.286744791913,7762.381654464628
2018-05-30,10943.577424680228,1.0,2683.6622341564193,3409.7407348541806,4135.819235551941,4861.897736249703,5587.976236947464,6314.054737645225,7040.133238342985,7766.2117390407475
2018-05-31,10601.406197767805,1.0,2687.61271778801,3413.6751915886375,4139.737665389265,4865.800139189892,5591.862612990521,6317.925086791148,7043.987560591775,7770.050034392403
2018-06-01,9632.135894585255,1.0,2691.568744903671,3417.615573485576,4143.662402067481,4869.709230649386,5595.756059231291,6321.802887813196,7047.8497163951015,7773.896544977007
2018-06-02,9923.741439374931,1.0,2695.530322765235,3421.561887408936,4147.593452052637,4873.625016696338,5599.656581340039,6325.6881459837405,7051.719710627442,7777.751275271143
2018-06-03,9987.754798374546,1.0,2699.497458643417,3425.5141402331537,4151.53082182289,4877.547503412627,5603.564185002364,6329.580866592101,7055.597548181837,7781.614229771574
2018-06-04,9713.23415062248,1.0,2703.47015981791,3429.4723388436814,4155.474517869453,4881.476696895224,5607.478875920995,6333.4810549467675,7059.483233972538,7785.48541299831
2018-06-05,10015.902556827574,1.0,2707.44843357687,3433.4364901353083,4159.424546693747,4885.412603252185,5611.400659810624,6337.388716369063,7063.376772927502,7789.36482948594
2018-06-06,10021.212093803637,1.0,2711.432287217672,3437.4066010139745,4163.380914810277,4889.35522860658,5615.329542402882,6341.303856199185,7067.278169995487,7793.252483791789
2018-06-07,10060.42335122179,1.0,2715.421728046306,3441.382678395813,4167.34362874532,4893.304579094826,5619.265529444334,6345.226479793841,7071.187430143347,7797.148380492855
2018-06-08,10532.966674850542,1.0,2719.416763377782,3445.3647292075743,4171.312695037366,4897.260660867159,5623.208626696951,6349.156592526743,7075.104558356536,7801.052524186327
2018-06-09,9972.485666111246,1.0,2723.4174005358323,3449.352760386295,4175.288120236757,4901.223480087219,5627.1588399376815,6353.094199788145,7079.029559638606,7804.964919489069
2018-06-10,10631.482526784848,1.0,2727.423646853187,3453.3467788793896,4179.269910905592,4905.1930429317945,5631.116174957997,6357.039306984199,7082.962439010401,7808.885571036603
2018-06-11,9706.666191298596,1.0,2731.4355096711843,3457.346791644681,4183.258073618178,4909.1693555916745,5635.080637565172,6360.991919538668,7086.903201512165,7812.814483485662
