date,fng,close,sp500_close,sp500_open,sp500_high,sp500_low,sp500_volume,btc_return,sp500_return,btc_cumret,sp500_cumret,sp500_ma7,sp500_ma14,sp500_ma21,sp500_ma50,sp500_above_ma7,sp500_above_ma21,sp500_above_ma50,sp500_dist_ma21,sp500_dist_ma50,sp500_ma7_above_ma21,sp500_ma21_above_ma50,sp500_volatility_14,sp500_momentum_7,sp500_momentum_14,sp500_momentum_21,sp500_rsi,rainbow_mid,rainbow_min,rainbow_max,rainbow_position,sp500_bullish,pos,portfolio_value,cash,btc_value,fees_paid,trade,equity,bh_equity,ret,strategy_ret
2018-01-11,50,14612.176141146014,2713.613975749139,2698.3988501794847,2702.5406701112342,2675.6497181698296,4533902228,-0.0111945971317617,0.011736014735419,0.956932672927892,0.999039853935768,2685.00471284396,,,,1,0,0,,,0,0,,2.083908507110088,,,,3961.9191553619557,1451.3594672006504,15586.500451580952,0.9728085015844347,0,85,96.21495378556986,14.432146091129137,81.78280769444072,0.0001385381519190787,1,0.9621495378556986,0.9569326729278924,-0.011194597131761741,-0.009518272637946246
2018-01-12,50,14953.837186552788,2652.970915819654,2653.6820003211656,2681.3838452104173,2654.7034089396675,3837368006,0.0233819413416938,-0.0223477106439738,0.9793076165542424,0.9767136003582134,2689.751437729528,,,,0,0,0,,,0,0,,1.2683329442783051,,,,3968.0343916220827,1453.5996456829125,15610.55827027748,0.9818949909057667,0,85,98.12690766474175,14.718792256577501,83.40811540816425,0.0002869330985469105,1,0.9812690766474175,0.9793076165542426,0.0233819413416938,0.019871691498527078
2018-01-13,50,14081.695964602934,2638.2113023904744,2632.3297261672515,2649.878863445176,2623.51190958005,4996596582,-0.0583222360301024,-0.0055634282838036,0.9221922065954888,0.9712797242888048,2679.0068342279324,,,,0,0,0,,,0,0,,-2.771857167356939,,,,3974.1572074056485,1455.8426007521439,15634.645907413218,0.9559318634869901,0,85,93.26090099452894,13.988624542386201,79.27227645214273,0.0007294382759153848,1,0.9326090099452894,0.9221922065954891,-0.05832223603010245,-0.049588912827436715
2018-01-14,50,14406.36266055639,2618.3807001736764,2620.106094247941,2649.0000742456486,2622.6418645516624,3245985030,0.0230559370667828,-0.0075166845805071,0.943454212074232,0.963978920961884,2667.7234757661686,2677.870560357501,,,0,0,0,,,0,0,,-2.928173694783931,,,37.23615304957868,3980.2876098039033,1458.0883350060635,15658.763390885706,0.9648845348192375,0,85,95.08832294645082,14.263014976633178,80.82530796981764,0.000274665099346322,1,0.9508832294645082,0.9434542120742323,0.023055937066782883,0.019594727612904705
2018-01-15,50,15288.90302525735,2707.1882151123505,2700.541182355513,2717.620900656233,2690.5798966696048,4818505189,0.061260457305944,0.0339169605599305,1.0012506485531183,0.9966741560047526,2670.725230156633,2677.2252938969723,,,1,0,0,,,0,0,33.25311565267559,0.7822376957638877,-0.3325843995247046,,49.04320410981576,3986.425605912531,1460.3368510440148,15682.910748609916,0.9892816415494863,0,85,100.03897533181106,15.005214798421802,85.03376053338926,0.0007429427645531774,1,1.0003897533181105,1.001250648553119,0.061260457305944094,0.05206372593350084
2018-01-16,50,14889.806342776172,2697.147976195575,2688.263980227193,2701.848273902025,2674.96421147514,3377486979,-0.0261036832938157,-0.0037087332386893,0.9751143187255604,0.9929777574342352,2672.8070670099064,2677.2504594908214,,,1,0,0,,,0,0,33.094157254825234,0.5432413755691812,0.0130643311019085,,50.03807230111708,3992.5712028317466,1462.588151467001,15707.088008518653,0.9774905708463463,0,85,97.81861633226173,14.672559823983006,83.14605650827872,0.0003323226517870097,1,0.9781861633226172,0.9751143187255608,-0.026103683293815738,-0.0221949394441997
2018-01-17,50,14388.717540692984,2645.8330428450467,2641.8293659811047,2662.304766094984,2635.814171407472,4584959811,-0.0336531443423568,-0.0190256277384194,0.94229865580719,0.9740857322687608,2667.6208754694167,2672.356018841883,,,0,0,0,,,0,0,34.26344397694347,-1.3535232960194543,-2.524436329628754,,43.09880884039865,3998.7244076662655,1464.8422388776735,15731.295198562424,0.9624215474611467,0,85,95.01965111847021,14.252654027353302,80.7669970911169,0.0004194863103193853,1,0.950196511184702,0.9422986558071904,-0.03365314434235689,-0.028613829542264657
2018-01-18,50,14865.799885516264,2600.6784274047827,2610.9838434877165,2652.720664237276,2626.325433747353,4384734290,0.0331566967990049,-0.0170663132212264,0.973542166631899,0.9574616800575344,2651.487225705937,2668.245969274948,,,0,0,0,,,0,0,33.74631341432819,-4.161813336518461,-2.1646332115781264,,44.07371609844756,4004.8852275252366,1467.0991158803083,15755.532346709175,0.9755136322325587,0,85,97.69721596372098,14.654240704192471,83.0429752595285,0.00040198866550467474,1,0.9769721596372097,0.9735421666318993,0.0331566967990049,0.028179064159185252
2018-01-19,50,14646.648666692605,2729.995776446491,2711.8541855471385,2711.719384228544,2684.7371017984083,3662063517,-0.0147419728848346,0.0497244671540395,0.9591902344091684,1.0050709519188068,2662.4907772240563,2676.1211074767925,,,1,0,0,,,0,0,41.74550552960099,2.9033435748405,4.20850058216411,,59.56529347499182,4011.0536695223414,1469.358785080842,15779.799480944688,0.9686090747407065,0,85,96.47263209236289,14.470766510222287,82.0018655821406,0.0001832909030671175,1,0.9647263209236289,0.9591902344091686,-0.014741972884834698,-0.012534480734976428
2018-01-20,50,14835.249735692683,2670.130477292035,2666.1045304816566,2686.7899616297136,2660.0557331557866,4744068793,0.0128767387879638,-0.0219287149346363,0.971541476505621,0.9830310375250956,2667.050659352851,2673.028746790392,,,1,0,0,,,0,0,39.42749347060989,1.2098793933843943,-1.595513902654444,,46.00984218769855,4017.2297407756955,1471.6212490868352,15804.09662927219,0.9733506133666869,0,85,97.52839017979571,14.629123788544355,82.89926639125134,0.00015851579411618389,1,0.9752839017979571,0.9715414765056213,0.012876738787963804,0.010943601978455897
2018-01-21,50,14519.829797041464,2643.8446455130465,2641.684420400812,2664.9373694913274,2638.420579745145,4729355596,-0.0212615186310169,-0.0098443997409619,0.950885029302091,0.973353687033926,2670.688365829904,2669.205920798036,2675.4764955149685,,0,0,0,-1.182288465435899,,0,0,39.61680206682512,0.9725073721205346,-1.9841430277136696,,45.15856758587187,4023.413448407981,1473.886510507521,15828.423819712869,0.9636497541208437,0,85,95.76529738310828,14.364609632531977,81.4006877505763,0.0002642499061062722,1,0.9576529738310827,0.9508850293020913,-0.021261518631016996,-0.018077739142798643
2018-01-22,50,13425.152472235504,2571.7109997687508,2571.755559037419,2597.630479553534,2571.7834101052404,3366305700,-0.0753918840721541,-0.027283617389061,0.8791960154070009,0.9467970774526606,2651.3344779236754,2661.029854040154,2668.595021905873,,0,0,0,-3.6305254765831454,,0,0,41.7959026398724,-5.004351547754404,-4.2612597762255895,-5.320292254733905,40.67373643947904,4029.604799546347,1476.15457195377,15852.781080305487,0.9299824615847011,0,85,89.62650545340878,13.443331567616273,76.18317388579251,0.0009203577072084954,1,0.8962650545340878,0.879196015407001,-0.07539188407215414,-0.06410246819514698
2018-01-23,50,14198.625141391838,2632.4039004264387,2628.999573616085,2650.249746069482,2623.8791018299853,3058361168,0.057613697181909,0.0236002026134138,0.9298497484022008,0.9691416803143316,2642.08532424237,2657.446195626138,2665.5287477413376,,0,0,0,-1.242712063899798,,0,0,43.940012047457806,-2.4004643549613625,-1.870263294974128,-2.387713628470778,46.26013228732542,4035.8038013223127,1478.4254360380523,15877.168439106003,0.9529311347614525,0,85,94.01504074062457,14.101695941206254,79.91334479941831,0.0006590233969869672,1,0.9401504074062457,0.929849748402201,0.05761369718190901,0.04896470374488837
2018-01-24,50,14253.875756383652,2655.42713489873,2647.9960330975955,2663.366473055705,2636.865314119828,3523402245,0.0038912651359988,0.0087460873570965,0.9334680403098756,0.977617878111764,2643.455908821468,2655.5383921454422,2662.722648835078,,1,0,0,-0.2739870012199663,,0,0,44.22817160411089,0.3626113930214947,-0.9958199326765338,-2.1709788303480804,48.07388864150991,4042.0104608720953,1480.6991053745598,15901.585924188848,0.9539197995843663,0,85,94.32595754837182,14.148853508199768,80.17710404017205,4.720477176527993e-05,1,0.9432595754837182,0.9334680403098757,0.0038912651359988004,0.0033070964528434388
2018-01-25,50,13910.533855503652,2654.181586580109,2643.154202293438,2653.054658292875,2626.656104479016,3795619381,-0.0240876170627649,-0.0004690576149695,0.9109830196145616,0.9771593190015052,2651.0992172750857,2651.2932214905118,2662.530385274994,,1,0,0,-0.3135663255171672,,0,0,43.71866709862061,2.0572770017059483,-2.1901563634386445,-0.1518887111052747,45.51869252882776,4048.2247853363147,1482.9755825790971,15926.033563645786,0.9430016175172226,0,85,92.39410286668502,13.858912674174762,78.53519019251026,0.00028965118284216375,1,0.9239410286668501,0.9109830196145617,-0.024087617062764966,-0.02048062624433067
2018-01-26,50,14989.526729941588,2663.896247632295,2662.7879161583187,2687.8383699686383,2661.0937095709405,3584235892,0.077566604247258,0.0036601342957485,0.9816448789729764,0.980735853337393,2641.6564274444863,2652.073602334272,2664.6328807993573,,1,0,0,-0.0276448276372409,,0,0,42.20038880214177,-2.4212319075539,0.4118149862666564,1.6853711156852746,50.89232128941635,4054.446781859992,1485.2548702690813,15950.511385585889,0.9738240728742396,0,85,98.4848969248722,14.771957673616194,83.712939251256,0.0009139589583998316,1,0.984848969248722,0.9816448789729766,0.07756660424725803,0.06592189186549668
2018-01-27,50,14515.35380770585,2678.612526967415,2669.393999571461,2682.2846255398044,2655.595226280702,3754037216,-0.0316336153087861,0.0055243440311161,0.9505919025017052,0.986153775594879,2642.868148826684,2654.959404089768,2662.975214135822,,1,1,0,0.5872121057900026,,0,0,42.13152270459243,0.317664239538673,1.531386987097405,-1.2829180402213702,53.29998443053491,4060.676457592817,1487.5369710636392,15975.019418136595,0.9596364372818755,0,85,95.83596111908543,14.375116656662145,81.46084446242328,0.0003964445723816681,1,0.9583596111908542,0.9505919025017056,-0.03163361530878617,-0.02689687341407765
2018-01-28,50,14822.514272700508,2627.3115548969467,2631.7802661042647,2664.9269478134584,2638.4102617655635,3045211085,0.0211610732376081,-0.0191520690484294,0.9707074473696212,0.9672668903923164,2640.5062787386696,2655.5973222842867,2659.639373444914,,0,0,0,-1.215496313926734,,0,0,43.22068034511477,-0.6253427425911173,0.3410831252566915,-2.5970780758783563,50.693806245870434,4066.913819688847,1489.8218875834982,15999.55768944253,0.9678109132700673,0,85,97.55950116740662,14.633705154867286,82.92579601253934,0.00025884734555069145,1,0.9755950116740663,0.9707074473696214,0.021161073237608186,0.017984272586148986
2018-01-29,50,14585.840234202393,2678.812591679863,2670.325673699866,2684.328550277989,2657.6188134593035,3261508307,-0.0159671992311055,0.0196021810534519,0.9552079681623524,0.9862274311047962,2655.806506154542,2653.570492039109,2659.288738078284,,1,1,0,0.7341757712134633,,0,0,40.65291522116035,4.164604495635116,-1.0481585016544503,-0.2741198968018499,47.65996065734015,4073.1588753067435,1492.1096224510716,16024.126227666426,0.9603841416181853,0,85,96.23501167330497,14.435112875275754,81.79989879802922,0.00019839388570582628,1,0.9623501167330497,0.9552079681623528,-0.015967199231105567,-0.013576222492455159
2018-01-30,50,14786.358850818966,2679.495279425787,2673.05255546248,2690.164418970517,2663.396613806632,3091260514,0.0137474847795451,0.0002548471468457,0.9683396751659648,0.9864787683517542,2662.533846011592,2652.3095851269813,2659.142079087956,,1,1,0,0.76540477088054,,1,0,40.61665159906003,1.788911610096,-0.6544949304074898,-0.1148090421012826,48.52142336118673,4079.411631609602,1494.4001782903977,16048.725060988461,0.9654896166278403,0,85,97.35938571669394,14.603764360244618,82.75562135644932,0.0001688203052741386,1,0.9735938571669394,0.9683396751659649,0.013747484779545127,0.011683627651087658
2018-01-31,41,14306.23284392119,2619.024655765548,2619.5132726704446,2646.536862079221,2620.2031619590293,3203356113,-0.0324708747935724,-0.022567915728218,0.936896838816002,0.9642159986399156,2657.333491849709,2650.394700335589,2656.136758713531,,0,0,0,-1.3972210890962566,,1,0,41.11336252717656,-1.3708709478322922,-1.0132304890512756,-2.353039474359042,47.78846891208136,4085.6720957649877,1496.6935577271518,16073.3542176064,0.9509383895923105,0,85,94.67143243993306,14.200432815958997,80.47099962397405,0.00040292861566994985,1,0.9467143243993306,0.9368968388160022,-0.03247087479357247,-0.027608568572757397
2018-02-01,53,13316.965914967092,2567.492265007555,2567.130266598056,2592.345886280286,2566.5513998496363,3161061988,-0.069149365856606,-0.0196761762607117,0.8721110165388167,0.9452439146972784,2644.94930305363,2648.024260164358,2649.178582011551,,0,0,0,-3.08345830510115,,0,0,41.42875879479045,-3.266141322465144,-1.276057895029492,-5.384764083890925,47.29084793985884,4091.9402749451024,1498.9897633887078,16098.013725736248,0.9201075535893913,0,85,89.10524505460997,13.365202681174162,75.7400423734358,0.0008343957390457888,1,0.8910524505460997,0.8721110165388168,-0.06914936585660603,-0.058794794183078536
2018-02-02,53,13342.05202881204,2613.2096821277537,2603.923170925763,2616.054306948903,2590.023915834984,3297374005,0.0018837709734433,0.017806253106692,0.8737538739573928,0.9620751670899385,2637.7083651244097,2639.682396284448,2647.2851899309844,,0,0,0,-1.2871868861291436,,0,0,32.835424075805115,-1.902722958883707,-4.277885531044756,-1.4987436709088642,38.959165032683714,4098.21617632655,1501.2887979040524,16122.703613611327,0.9202547588486918,0,85,89.2478999623494,13.387166306583042,75.86073365576635,2.1985611019900377e-05,1,0.892478999623494,0.8737538739573928,0.0018837709734433883,0.001600970937816193
2018-02-03,52,14400.642809449131,2655.361830231476,2649.5687396457083,2667.4242637315024,2640.882728769,3499280355,0.0793424263637312,0.0161304117277725,0.943079626361882,0.9775938356481648,2634.3868370192754,2638.62749292298,2648.101881732937,,1,1,0,0.2741566911990567,,0,0,32.416900995951394,-0.8680126932080867,-0.5531058195903937,0.6500816604591675,48.55540573166954,4104.499807090439,1503.590663903822,16147.423909482679,0.9517724148493818,0,85,95.2659717714418,14.289128330560736,80.97684344088105,0.0009028648888665601,1,0.9526597177144179,0.943079626361882,0.07934242636373123,0.06743096265157189
2018-02-04,51,13925.335664371256,2608.1703530040586,2606.586061007486,2630.35501477154,2604.182328057396,3746734240,-0.0330059672590447,-0.017772145660203,0.9119523710915096,0.9602198956045088,2631.652379606006,2636.0793291723376,2647.61567472486,,0,0,0,-1.489843185979034,,0,0,33.31514961189838,-0.7285470905500913,-1.3493339167841012,-0.3899489164788217,46.64762571408118,4110.791174422481,1505.8953640203395,16172.174641619456,0.9369889311688169,0,85,92.5924524472486,13.888587768792357,78.70386467845624,0.0004001404213470323,1,0.9259245244724861,0.9119523710915098,-0.0330059672590447,-0.028063738546722505
2018-02-05,47,14002.166647089272,2611.982565931026,2610.495758087489,2634.45090329667,2608.237461472823,3836106086,0.0055173522972657,0.00146164261187,0.9169839336011484,0.96162339392069,2622.105233070458,2638.9558696125,2643.082072382892,,0,0,0,-1.1766379401086158,,0,0,29.971567024710797,-2.494763013896717,1.5659444691062283,-3.516772444924876,54.34191422023819,4117.090285512791,1508.2029008875409,16196.955838308133,0.9386617132140991,0,85,93.02662398019538,13.953937993734815,79.07268598646057,6.541564058304061e-05,1,0.9302662398019538,0.9169839336011485,0.0055173522972657985,0.004689059653043781
2018-02-06,24,13449.247933435126,2542.7829263656013,2548.938391951492,2583.7965318687084,2558.0871136411592,4523941251,-0.0394880826367742,-0.0264931475684482,0.880773996254512,0.9361469634402771,2602.574896919002,2632.554371465297,2635.731355724321,,0,0,0,-3.5264758358947823,,0,0,30.382796315403304,-5.102168087770731,-3.404529754963481,-5.723269586702894,40.51148608817758,4123.397147556087,1510.5132771410488,16221.767527853302,0.9210453386523025,0,90,89.89426818470719,8.98545600369346,80.90881218101373,0.004963518471569785,1,0.8989426818470718,0.880773996254512,-0.03948808263677428,-0.0336716056271702
2018-02-07,43,15138.764715453995,2706.4053767173373,2698.32240737632,2713.2151857138483,2686.2180196868453,4269292567,0.1256216548598745,0.0643477855129386,0.9914182832215488,0.9963859474523208,2615.057857054973,2636.195674452341,2638.615752575384,,1,1,0,2.569135884063023,,0,0,45.55954617431953,3.3363840527208755,1.9197755852017109,2.289348303215588,54.15904771598463,4129.7117677514925,1512.826495418099,16246.609738576875,0.9702491816536412,0,85,100.05214379457706,15.002701790489095,85.04944200408796,0.006023269055851486,1,1.0005214379457705,0.9914182832215488,0.12562165485987453,0.11299803441303213
2018-02-08,44,13808.643423090538,2566.764595952062,2572.205948013562,2606.221053349837,2580.2885055553115,3355377542,-0.0878619436502398,-0.0515964023595936,0.9043103458873196,0.944976017202126,2614.9539043327595,2629.951603693195,2637.000808220492,,0,0,0,-2.6634884619480603,,0,0,53.07645983926882,-0.0283416260064561,-3.29355727091315,-1.3040378654797236,44.18193446150487,4136.03415330277,1515.142558357627,16271.482498819016,0.9308652457133151,0,85,92.5773029705027,13.885814405446007,78.69148856505669,0.0011157716134296578,1,0.925773029705027,0.9043103458873196,-0.0878619436502398,-0.07470945189761646
2018-02-09,40,14101.912483290353,2627.057393564414,2623.6508708401657,2644.8440583458496,2618.527202043901,4234309140,0.0212380790215362,0.0234898041321893,0.9235161604732672,0.9671733187558204,2616.9321488237106,2627.32025697406,2632.098980464202,,1,0,0,-0.1915424509947305,,0,0,54.61710245953279,0.5299119902764549,-1.382893725708123,-3.7706425691276135,47.70283475375657,4142.364311418119,1517.461468600193,16296.385836937341,0.9390738212341596,0,85,94.2483075535217,14.137032383997449,80.11127516952425,0.0002514694479994404,1,0.9424830755352169,0.9235161604732673,0.021238079021536294,0.018049830027468072
2018-02-10,40,13725.52440088688,2624.4831305014022,2617.342172843787,2632.842391460534,2606.644954729584,4234107755,-0.0266905700095262,-0.0009799036249903,0.8988669877372267,0.9662255821147776,2612.520906005129,2623.453871512202,2629.925297283696,,1,0,0,-0.2069323713458692,,0,0,54.51262451670168,-1.1628810574332071,-2.020799795455863,-1.709554914220024,46.57274785488922,4148.702249310309,1519.783228788033,16321.319781307462,0.9270337030798877,0,85,92.1094509178756,13.816193274667825,78.29325764320778,0.0003205185907388852,1,0.921094509178756,0.8988669877372267,-0.026690570009526238,-0.022693846618216273
2018-02-11,46,13552.78273667094,2586.3515306669,2584.9184520545864,2608.697924019797,2582.7407307459684,3110060600,-0.0125854327434495,-0.0145291845816578,0.8875543577177527,0.9521871122847124,2609.403931385534,2620.52815549577,2627.1875299100698,,0,0,0,-1.554361794818948,,0,0,54.132142002204574,-0.8365566425531878,-1.559009024023161,-2.174602616826216,47.36259569863565,4155.047974196583,1522.1078415650202,16346.284360322574,0.9210546503633982,0,85,91.12380123190896,13.668466879614986,77.45533435229397,0.00014757881623660295,1,0.9112380123190895,0.8875543577177527,-0.012585432743449587,-0.01070085291079903
2018-02-12,40,14674.858352055217,2672.606064496565,2666.341554993413,2683.6547314397144,2656.9516992860854,4234917137,0.0827930054798398,0.0333498879819418,0.9610376505199344,0.983942445817256,2618.064431180612,2620.0848321255357,2631.9920568018706,,1,1,0,1.5430900556760996,,0,0,56.00617708567371,2.3209763861471444,-0.2316894881924547,3.923266056601493,49.61748315856691,4161.401493298723,1524.435309576691,16371.279602393734,0.9539186001921429,0,85,97.53559913608787,14.6295221557138,82.90607698037407,0.0009620172933922078,1,0.9753559913608787,0.9610376505199344,0.08279300547983981,0.07036359126262703
2018-02-13,49,13675.6222323513,2574.5750496430883,2576.925530595615,2606.3285090773547,2580.3948920716102,3474051659,-0.0680917045828911,-0.0366799342992371,0.8955989587276951,0.9478515015504484,2622.606163077396,2612.590529998199,2629.238302002663,,0,0,0,-2.079052793272429,,0,0,59.091841874941565,1.2502885302493103,-3.915671379916852,-2.196807669749401,44.22641792000086,4167.762813843083,1526.7656354702572,16396.30553594998,0.9235684551389739,0,85,91.88869110481264,13.782711490431486,78.10597961438116,0.0008459647005817317,1,0.9188869110481264,0.8955989587276951,-0.06809170458289115,-0.057895866548133945
2018-02-14,38,13724.68938518998,2598.73555810512,2596.775784635729,2619.8802532680256,2593.811793036504,4226559185,0.0035879283593112,0.0093842704120747,0.8988123036302839,0.9567463963514892,2607.2247604185072,2611.14130873674,2626.53870310773,,0,0,0,-1.0585469374471137,,0,0,58.27777691092341,-3.978333014650337,-0.7746814301943794,-2.1349324953618964,48.83705205546563,4174.131943060422,1529.098821894543,16421.362189437696,0.9244339004867314,0,90,92.15979812707482,9.212327157896262,82.94747096917857,0.0045658185140212025,1,0.9215979812707482,0.8988123036302837,0.00358792835931121,0.00295038506918055
2018-02-15,56,12542.201229057811,2529.3608690301785,2527.468228272031,2549.978393277164,2524.605473941073,3216905967,-0.0861577353734626,-0.0266955554052318,0.8213726710236935,0.931205519918932,2601.8813708582384,2608.417637595499,2620.594859414876,,0,0,0,-3.481422931779232,,0,0,59.04411154906932,-1.4572324622550648,-1.4851610848870211,-4.702794947453503,47.85816104193438,4180.50888818614,1531.4348715000745,16446.4495913215,0.8858376287536317,0,85,85.00969221579126,12.74844512338903,72.26124709240223,0.0035396576231158856,1,0.8500969221579127,0.8213726710236935,-0.08615773537346261,-0.07758378443304115
2018-02-16,55,13337.068131775017,2596.5904357680965,2590.5963596216025,2607.557106004721,2581.611264153928,3241853049,0.0633753906671226,0.0265796658598957,0.8734274849331181,0.9559566514852678,2597.528948315907,2607.230548569809,2617.389820754676,,0,0,0,-0.7946613386225487,,0,0,59.97572682142519,-1.1597370453707343,-0.6359706407533805,-2.526592840243713,49.08852498117776,4186.893656460178,1533.7737869390394,16471.567770083893,0.9110796189516714,0,85,89.58858703394208,13.437701600631195,76.15088543331088,0.0006899464236658304,1,0.8958858703394208,0.8734274849331182,0.06337539066712261,0.053863208991836053
2018-02-17,45,13917.11435263124,2615.542027489232,2612.378738704399,2633.8254847371386,2607.618265983536,3334632632,0.0434912842256753,0.0072986449692169,0.9114139679308612,0.9629338396904202,2596.2516478855973,2604.3862769453626,2614.386463636667,,1,1,0,0.0442001926125978,,0,0,59.47626221494407,-0.3406805289871251,-1.4995998770823804,-2.3545958530100557,47.75907281339946,4193.28625512688,1536.1155708652395,16496.71675422469,0.9283703092840286,0,85,92.89998946493421,13.934575654029032,78.96541381090518,0.0004973714248226599,1,0.9289998946493421,0.9114139679308612,0.043491284225675386,0.03696232456191728
2018-02-18,50,14467.630990786338,2664.430043033521,2657.546570044782,2673.838400745719,2647.2330435243684,3996393596,0.0395568092785709,0.0186913515556155,0.9474665964341278,0.9809323746128726,2607.4057210808287,2608.404826233182,2616.15401069079,,1,1,0,1.845305442472167,,0,0,59.43982358487906,3.018866980796231,2.157055805985353,1.4127935481192069,53.160075628957685,4199.686691435232,1538.4602259341777,16521.896572261976,0.9440698826021245,0,85,96.02314031291786,14.403072426060573,81.62006788685729,0.00046896573776930957,1,0.9602314031291787,0.947466596434128,0.03955680927857097,0.03361841982945002
