date,fng,close,sp500_close,sp500_open,sp500_high,sp500_low,sp500_volume,btc_return,sp500_return,btc_cumret,sp500_cumret,sp500_ma7,sp500_ma14,sp500_ma21,sp500_ma50,sp500_above_ma7,sp500_above_ma21,sp500_above_ma50,sp500_dist_ma21,sp500_dist_ma50,sp500_ma7_above_ma21,sp500_ma21_above_ma50,sp500_volatility_14,sp500_momentum_7,sp500_momentum_14,sp500_momentum_21,sp500_rsi
2018-01-11,50,14612.176141146014,2713.613975749139,2698.3988501794847,2702.5406701112342,2675.6497181698296,4533902228,-0.011194597131761741,0.011736014735419076,0.9569326729278921,0.9990398539357679,2685.0047128439596,,,,1,0,0,,,0,0,,2.0839085071100882,,,
2018-01-12,50,14953.837186552788,2652.970915819654,2653.6820003211656,2681.3838452104173,2654.7034089396675,3837368006,0.0233819413416938,-0.022347710643973895,0.9793076165542424,0.9767136003582134,2689.751437729528,,,,0,0,0,,,0,0,,1.2683329442783053,,,
2018-01-13,50,14081.695964602934,2638.2113023904744,2632.3297261672515,2649.878863445176,2623.51190958005,4996596582,-0.05832223603010245,-0.005563428283803629,0.9221922065954887,0.9712797242888048,2679.0068342279324,,,,0,0,0,,,0,0,,-2.771857167356939,,,
2018-01-14,50,14406.36266055639,2618.3807001736764,2620.106094247941,2649.0000742456486,2622.6418645516624,3245985030,0.023055937066782883,-0.007516684580507138,0.943454212074232,0.963978920961884,2667.7234757661686,2677.870560357501,,,0,0,0,,,0,0,,-2.928173694783931,,,37.23615304957868
2018-01-15,50,15288.90302525735,2707.1882151123505,2700.541182355513,2717.620900656233,2690.5798966696048,4818505189,0.061260457305944094,0.03391696055993054,1.0012506485531185,0.9966741560047526,2670.725230156633,2677.2252938969723,,,1,0,0,,,0,0,33.25311565267559,0.7822376957638877,-0.33258439952470464,,49.04320410981576
2018-01-16,50,14889.806342776172,2697.147976195575,2688.263980227193,2701.848273902025,2674.96421147514,3377486979,-0.026103683293815738,-0.0037087332386893657,0.9751143187255603,0.9929777574342351,2672.8070670099064,2677.2504594908214,,,1,0,0,,,0,0,33.094157254825234,0.5432413755691812,0.013064331101908522,,50.03807230111708
2018-01-17,50,14388.717540692984,2645.8330428450467,2641.8293659811047,2662.304766094984,2635.814171407472,4584959811,-0.03365314434235689,-0.019025627738419426,0.9422986558071901,0.9740857322687608,2667.6208754694167,2672.356018841883,,,0,0,0,,,0,0,34.26344397694347,-1.3535232960194543,-2.524436329628754,,43.09880884039865
2018-01-18,50,14865.799885516264,2600.6784274047827,2610.9838434877165,2652.720664237276,2626.325433747353,4384734290,0.0331566967990049,-0.017066313221226426,0.973542166631899,0.9574616800575344,2651.487225705937,2668.245969274948,,,0,0,0,,,0,0,33.74631341432819,-4.161813336518461,-2.1646332115781264,,44.073716098447555
2018-01-19,50,14646.648666692605,2729.995776446491,2711.8541855471385,2711.7193842285437,2684.7371017984083,3662063517,-0.014741972884834698,0.04972446715403955,0.9591902344091683,1.0050709519188068,2662.4907772240563,2676.1211074767925,,,1,0,0,,,0,0,41.74550552960099,2.9033435748405,4.20850058216411,,59.56529347499182
2018-01-20,50,14835.249735692683,2670.130477292035,2666.1045304816566,2686.7899616297136,2660.0557331557866,4744068793,0.012876738787963804,-0.02192871493463633,0.971541476505621,0.9830310375250957,2667.050659352851,2673.0287467903913,,,1,0,0,,,0,0,39.42749347060989,1.2098793933843943,-1.595513902654444,,46.009842187698546
2018-01-21,50,14519.829797041464,2643.8446455130465,2641.684420400812,2664.9373694913274,2638.420579745145,4729355596,-0.021261518631016996,-0.009844399740961962,0.950885029302091,0.9733536870339261,2670.688365829904,2669.205920798036,2675.4764955149685,,0,0,0,-1.182288465435899,,0,0,39.616802066825116,0.9725073721205346,-1.9841430277136696,,45.15856758587187
2018-01-22,50,13425.152472235504,2571.7109997687508,2571.755559037419,2597.630479553534,2571.7834101052404,3366305700,-0.07539188407215414,-0.027283617389061043,0.8791960154070009,0.9467970774526606,2651.3344779236754,2661.029854040154,2668.595021905873,,0,0,0,-3.6305254765831463,,0,0,41.795902639872395,-5.004351547754404,-4.2612597762255895,-5.320292254733905,40.67373643947904
2018-01-23,50,14198.625141391838,2632.4039004264387,2628.999573616085,2650.249746069482,2623.8791018299853,3058361168,0.05761369718190901,0.02360020261341389,0.9298497484022008,0.9691416803143316,2642.08532424237,2657.446195626138,2665.5287477413376,,0,0,0,-1.242712063899798,,0,0,43.940012047457806,-2.4004643549613625,-1.8702632949741282,-2.387713628470778,46.26013228732542
2018-01-24,50,14253.875756383652,2655.42713489873,2647.9960330975955,2663.366473055705,2636.865314119828,3523402245,0.0038912651359988004,0.008746087357096588,0.9334680403098755,0.977617878111764,2643.455908821468,2655.5383921454422,2662.722648835078,,1,0,0,-0.27398700121996633,,0,0,44.22817160411089,0.3626113930214947,-0.9958199326765338,-2.1709788303480804,48.07388864150991
2018-01-25,50,13910.533855503652,2654.181586580109,2643.154202293438,2653.054658292875,2626.656104479016,3795619381,-0.024087617062764966,-0.0004690576149695147,0.9109830196145616,0.9771593190015053,2651.0992172750857,2651.2932214905113,2662.530385274994,,1,0,0,-0.31356632551716723,,0,0,43.718667098620614,2.0572770017059483,-2.1901563634386445,-0.1518887111052747,45.518692528827756
2018-01-26,50,14989.526729941588,2663.896247632295,2662.7879161583187,2687.8383699686383,2661.0937095709405,3584235892,0.07756660424725803,0.0036601342957485183,0.9816448789729765,0.980735853337393,2641.6564274444863,2652.073602334272,2664.6328807993573,,1,0,0,-0.027644827637240965,,0,0,42.20038880214177,-2.4212319075539,0.41181498626665647,1.6853711156852746,50.89232128941635
2018-01-27,50,14515.35380770585,2678.612526967415,2669.393999571461,2682.2846255398044,2655.595226280702,3754037216,-0.03163361530878617,0.005524344031116124,0.9505919025017053,0.986153775594879,2642.868148826684,2654.9594040897678,2662.975214135822,,1,1,0,0.5872121057900026,,0,0,42.13152270459243,0.31766423953867307,1.531386987097405,-1.2829180402213702,53.29998443053491
2018-01-28,50,14822.514272700508,2627.3115548969467,2631.7802661042647,2664.9269478134584,2638.4102617655635,3045211085,0.021161073237608186,-0.019152069048429476,0.9707074473696212,0.9672668903923165,2640.5062787386696,2655.5973222842867,2659.639373444914,,0,0,0,-1.2154963139267339,,0,0,43.22068034511477,-0.6253427425911173,0.3410831252566915,-2.5970780758783563,50.693806245870434
2018-01-29,50,14585.840234202393,2678.812591679863,2670.325673699866,2684.328550277989,2657.6188134593035,3261508307,-0.015967199231105567,0.019602181053451906,0.9552079681623525,0.9862274311047962,2655.806506154542,2653.5704920391095,2659.288738078284,,1,1,0,0.7341757712134633,,0,0,40.65291522116035,4.164604495635116,-1.0481585016544503,-0.2741198968018499,47.65996065734015
2018-01-30,50,14786.358850818966,2679.495279425787,2673.05255546248,2690.164418970517,2663.396613806632,3091260514,0.013747484779545127,0.00025484714684576026,0.9683396751659648,0.9864787683517542,2662.5338460115922,2652.3095851269813,2659.142079087956,,1,1,0,0.76540477088054,,1,0,40.61665159906003,1.788911610096,-0.6544949304074898,-0.11480904210128262,48.52142336118673
2018-01-31,41,14306.23284392119,2619.024655765548,2619.5132726704446,2646.536862079221,2620.2031619590293,3203356113,-0.03247087479357247,-0.022567915728218035,0.936896838816002,0.9642159986399155,2657.333491849709,2650.394700335589,2656.136758713531,,0,0,0,-1.3972210890962566,,1,0,41.11336252717656,-1.3708709478322922,-1.0132304890512756,-2.353039474359042,47.788468912081356
2018-02-01,53,13316.965914967092,2567.492265007555,2567.130266598056,2592.345886280286,2566.5513998496363,3161061988,-0.06914936585660603,-0.01967617626071172,0.8721110165388167,0.9452439146972783,2644.94930305363,2648.024260164358,2649.178582011551,,0,0,0,-3.08345830510115,,0,0,41.42875879479045,-3.2661413224651437,-1.276057895029492,-5.384764083890925,47.29084793985884
2018-02-02,53,13342.05202881204,2613.2096821277537,2603.923170925763,2616.054306948903,2590.023915834984,3297374005,0.0018837709734433883,0.017806253106692038,0.8737538739573928,0.9620751670899385,2637.7083651244097,2639.682396284448,2647.2851899309844,,0,0,0,-1.2871868861291436,,0,0,32.835424075805115,-1.902722958883707,-4.277885531044756,-1.4987436709088642,38.959165032683714
2018-02-03,52,14400.642809449131,2655.361830231476,2649.5687396457083,2667.4242637315024,2640.882728769,3499280355,0.07934242636373123,0.01613041172777252,0.9430796263618821,0.9775938356481647,2634.3868370192754,2638.62749292298,2648.101881732937,,1,1,0,0.2741566911990567,,0,0,32.416900995951394,-0.8680126932080867,-0.5531058195903937,0.6500816604591675,48.55540573166954
2018-02-04,51,13925.335664371256,2608.1703530040586,2606.586061007486,2630.35501477154,2604.182328057396,3746734240,-0.0330059672590447,-0.01777214566020302,0.9119523710915097,0.9602198956045089,2631.652379606006,2636.0793291723376,2647.6156747248597,,0,0,0,-1.489843185979034,,0,0,33.31514961189838,-0.7285470905500913,-1.3493339167841012,-0.3899489164788217,46.64762571408118
2018-02-05,47,14002.166647089272,2611.982565931026,2610.495758087489,2634.45090329667,2608.237461472823,3836106086,0.0055173522972657985,0.0014616426118700954,0.9169839336011485,0.96162339392069,2622.105233070458,2638.9558696125,2643.082072382892,,0,0,0,-1.1766379401086158,,0,0,29.971567024710794,-2.494763013896717,1.5659444691062285,-3.516772444924876,54.34191422023819
2018-02-06,24,13449.247933435126,2542.7829263656013,2548.938391951492,2583.7965318687084,2558.0871136411592,4523941251,-0.03948808263677428,-0.026493147568448228,0.880773996254512,0.9361469634402771,2602.5748969190026,2632.554371465297,2635.7313557243215,,0,0,0,-3.5264758358947823,,0,0,30.382796315403304,-5.102168087770731,-3.404529754963481,-5.723269586702894,40.51148608817758
2018-02-07,43,15138.764715453995,2706.4053767173373,2698.32240737632,2713.2151857138483,2686.2180196868453,4269292567,0.12562165485987453,0.06434778551293863,0.9914182832215488,0.9963859474523209,2615.057857054973,2636.195674452341,2638.6157525753833,,1,1,0,2.569135884063023,,0,0,45.55954617431953,3.3363840527208755,1.9197755852017107,2.289348303215588,54.15904771598463
2018-02-08,44,13808.643423090538,2566.764595952062,2572.205948013562,2606.221053349837,2580.2885055553115,3355377542,-0.0878619436502398,-0.05159640235959362,0.9043103458873196,0.9449760172021261,2614.9539043327595,2629.951603693195,2637.0008082204918,,0,0,0,-2.6634884619480603,,0,0,53.07645983926882,-0.028341626006456178,-3.29355727091315,-1.3040378654797236,44.18193446150487
2018-02-09,40,14101.912483290353,2627.057393564414,2623.6508708401657,2644.8440583458496,2618.527202043901,4234309140,0.021238079021536294,0.023489804132189374,0.9235161604732673,0.9671733187558205,2616.9321488237106,2627.32025697406,2632.098980464202,,1,0,0,-0.19154245099473055,,0,0,54.61710245953279,0.5299119902764549,-1.382893725708123,-3.7706425691276135,47.70283475375657
2018-02-10,40,13725.52440088688,2624.4831305014022,2617.342172843787,2632.842391460534,2606.644954729584,4234107755,-0.026690570009526238,-0.0009799036249903414,0.8988669877372267,0.9662255821147777,2612.520906005129,2623.453871512202,2629.925297283696,,1,0,0,-0.20693237134586928,,0,0,54.51262451670168,-1.1628810574332071,-2.020799795455863,-1.709554914220024,46.57274785488922
2018-02-11,46,13552.78273667094,2586.3515306669,2584.9184520545864,2608.697924019797,2582.7407307459684,3110060600,-0.012585432743449587,-0.014529184581657861,0.8875543577177527,0.9521871122847123,2609.4039313855346,2620.52815549577,2627.1875299100698,,0,0,0,-1.554361794818948,,0,0,54.132142002204574,-0.8365566425531878,-1.5590090240231613,-2.1746026168262156,47.36259569863565
2018-02-12,40,14674.858352055217,2672.606064496565,2666.341554993413,2683.6547314397144,2656.9516992860854,4234917137,0.08279300547983981,0.03334988798194183,0.9610376505199343,0.9839424458172561,2618.0644311806113,2620.0848321255353,2631.9920568018706,,1,1,0,1.5430900556760996,,0,0,56.00617708567371,2.3209763861471444,-0.23168948819245472,3.923266056601493,49.61748315856691
2018-02-13,49,13675.6222323513,2574.5750496430883,2576.925530595615,2606.3285090773547,2580.3948920716102,3474051659,-0.06809170458289115,-0.036679934299237105,0.8955989587276951,0.9478515015504485,2622.6061630773956,2612.590529998199,2629.238302002663,,0,0,0,-2.079052793272429,,0,0,59.091841874941565,1.2502885302493105,-3.915671379916852,-2.196807669749401,44.22641792000086
2018-02-14,38,13724.68938518998,2598.7355581051197,2596.775784635729,2619.8802532680256,2593.811793036504,4226559185,0.00358792835931121,0.009384270412074791,0.8988123036302839,0.9567463963514891,2607.2247604185072,2611.14130873674,2626.53870310773,,0,0,0,-1.0585469374471135,,0,0,58.27777691092341,-3.978333014650337,-0.7746814301943794,-2.1349324953618964,48.83705205546563
2018-02-15,56,12542.201229057811,2529.3608690301785,2527.468228272031,2549.978393277164,2524.605473941073,3216905967,-0.08615773537346261,-0.02669555540523183,0.8213726710236935,0.931205519918932,2601.8813708582384,2608.417637595499,2620.594859414876,,0,0,0,-3.4814229317792322,,0,0,59.04411154906932,-1.4572324622550648,-1.4851610848870211,-4.702794947453503,47.85816104193438
2018-02-16,55,13337.068131775017,2596.5904357680965,2590.5963596216025,2607.557106004721,2581.611264153928,3241853049,0.06337539066712261,0.026579665859895796,0.8734274849331181,0.9559566514852678,2597.528948315907,2607.230548569809,2617.389820754676,,0,0,0,-0.7946613386225487,,0,0,59.97572682142519,-1.1597370453707345,-0.6359706407533805,-2.5265928402437132,49.08852498117776
2018-02-17,45,13917.11435263124,2615.542027489232,2612.378738704399,2633.8254847371386,2607.618265983536,3334632632,0.043491284225675386,0.00729864496921695,0.9114139679308612,0.9629338396904202,2596.2516478855973,2604.3862769453626,2614.386463636667,,1,1,0,0.04420019261259789,,0,0,59.476262214944065,-0.3406805289871251,-1.4995998770823804,-2.3545958530100553,47.75907281339946
2018-02-18,50,14467.630990786338,2664.430043033521,2657.546570044782,2673.838400745719,2647.2330435243684,3996393596,0.03955680927857097,0.01869135155561552,0.9474665964341278,0.9809323746128726,2607.4057210808287,2608.404826233182,2616.15401069079,,1,1,0,1.845305442472167,,0,0,59.43982358487906,3.018866980796231,2.157055805985353,1.4127935481192067,53.160075628957685
2018-02-19,78,14124.257840725068,2651.023604485621,2643.035497944908,2657.5164739399097,2631.073523950458,3396580253,-0.02373388914051966,-0.005031634657833406,0.9249795292700147,0.9759966812797797,2604.3225125078366,2611.1934718442244,2614.830725586302,2645.1761637195445,1,1,1,1.3841385044610854,0.22106054206438852,0,0,59.54789131941155,-0.8075436293305538,1.4946898598719782,-1.0373621238212838,52.16953021418751
2018-02-20,73,13948.893330825857,2618.142227800385,2614.8134987955887,2636.035276685024,2609.80606995184,3097105291,-0.012415838897642861,-0.012403275711917239,0.9134951324509807,0.9638911253479504,2610.5463951017364,2616.5762790895656,2611.909151699378,2643.214569364357,1,1,0,0.23864061646063917,-0.9485549094109813,0,0,58.10465513062088,1.6922085127538455,2.963654531946025,-2.2897241915854294,54.36390102278099
2018-02-21,49,14197.195065147276,2603.71921754301,2606.0817898004034,2635.795581030379,2609.5687593285843,4899477687,0.017800819637260767,-0.00550887194141958,0.9297560945432563,0.9585811725729377,2611.2583464500062,2609.2415534342567,2611.1803213078288,2641.353040557584,0,0,0,-0.2857368257540238,-1.424793370545785,1,0,47.14807256185637,0.19177247266837227,-3.794189889575139,-0.5843945832600062,42.81151067631728
2018-02-22,46,13570.677309935258,2613.675561945455,2606.9398301699366,2622.946538565589,2596.8475680325987,4616861900,-0.04412968564121922,0.0038238932736534004,0.8887262503680546,0.9622466846709902,2623.30330258076,2612.592336719499,2613.379525923919,2639.339447557889,0,1,0,0.011327708761732502,-0.9723601727765763,1,0,38.66484446002101,3.333438654311305,1.8276302418762658,1.7987706357418753,54.0125313918419
2018-02-23,60,13490.85777302302,2618.7014182912176,2610.032702793901,2623.15647542266,2597.055415965718,4637968120,-0.005881765153593288,0.0019229075019631114,0.8834989712775562,0.9640969960396831,2626.462014369778,2611.995481342842,2613.6410371697984,2638.549093496876,0,1,0,0.1936142358285986,-0.75221928803888,1,0,36.738855030108425,0.8515390882805951,-0.3180735713527283,0.21015290893122707,49.2106412297565
2018-02-24,70,12271.371266984524,2489.8478512011447,2492.6048329534524,2521.774447275746,2496.682164218276,4944919339,-0.09039354847228775,-0.04920513892498435,0.803636364192162,0.9166584694123905,2608.5057034714796,2602.378675678538,2605.759419120735,2635.951173688486,0,0,0,-4.448283562520993,-5.542717328974611,1,0,44.50967814473873,-4.805664560807932,-5.129973126347953,-6.233198698043452,39.73140421635869
2018-02-25,35,13083.670378495815,2572.823498490732,2568.6514573407912,2588.138702847604,2562.386078938672,4989391232,0.06619464881620352,0.03332558945300956,0.8568327910957928,0.947206653232652,2595.419054251081,2601.4123876659546,2604.076235572481,2633.139173120267,0,0,0,-1.2001467796843635,-2.2906375494790465,0,0,47.7681280414764,-3.4381290956505106,-0.5230546588800178,-1.3552356529401677,49.03428060415825
2018-02-26,48,12388.905449439337,2540.576312870763,2534.5518235487293,2550.90431121925,2525.522178769307,3547948092,-0.053101683927958554,-0.012533772969224644,0.8113335270439135,0.9353345800860948,2579.640869734673,2591.9816911212542,2600.6759378077068,2630.0034151895625,0,0,0,-2.310923251268504,-3.4002656347255633,0,0,44.37669269028789,-4.166213059286883,-4.940112700472832,-2.7337951635527213,39.78737866382979
2018-02-27,72,13945.360098003,2598.8766207975486,2599.3919789775314,2626.253962264978,2600.122082043436,3502319993,0.1256329427095677,0.022947670428725697,0.9132637455653729,0.956798329770501,2576.8886401628392,2593.7175176322876,2603.34706611399,2628.2574289179306,1,0,0,-0.17171914473602667,-1.1178816731235552,0,0,42.196806929238456,-0.7358502833905378,0.9439061082266553,2.2059961882834545,52.00285218422188
2018-02-28,48,12917.307939123166,2582.512069639268,2574.415377276799,2588.044052421565,2562.292370307918,4136101505,-0.07372001523482019,-0.006296778780232715,0.8459379283288847,0.95077358235064,2573.8590476051613,2592.5586970275835,2597.447384824558,2626.256167946263,1,0,0,-0.5749997198229662,-1.665644762338736,0,0,42.07098655346878,-0.814494426313539,-0.6242839297462499,-4.577780850714341,48.645510066684714
2018-03-01,67,13133.01877649098,2528.8161889900725,2534.097435282297,2567.4887595731875,2541.9416077366386,3822707963,0.01669936478904277,-0.020792112176534983,0.8600645543829358,0.9310049913719195,2561.7362800401065,2592.5197913104334,2595.640317826368,2623.1897640534958,0,0,0,-2.574475684375843,-3.597664810859591,0,0,41.12527791728741,-3.2467447066084287,-0.02153429535401985,-1.4784529528666601,49.95330241284837
2018-03-02,48,13287.135668946888,2627.1366994445216,2614.402519103119,2621.4414548925806,2595.357460316536,4938210815,0.011735069832671474,0.03888005418603213,0.8701574719892251,0.9672025158839261,2562.941320204864,2594.701667287321,2595.6440942968497,2621.4602185274025,1,1,1,1.213286722045881,0.21653889221739941,0,0,43.73709598569482,0.3221169505765342,1.1763989906012684,0.0030188103351758144,52.486305293062124
2018-03-03,41,12422.225595072669,2586.7555601107765,2571.829344679656,2575.136562779933,2549.513313399039,3023343821,-0.06509379413469718,-0.015370779656149303,0.8135156206427899,0.9523358591294011,2576.7852786205262,2592.645491046003,2593.8475433258677,2620.1359114132256,1,0,0,-0.2734155765376167,-1.2739931221523837,0,0,44.35935313282977,3.8921136832871905,-1.1005928054648395,-1.4375238290603165,47.735915574683354
2018-03-04,69,13407.053935119391,2570.0317718625447,2570.205065865479,2596.258494685765,2570.4250768281963,3512725266,0.07927954073200527,-0.006465159872900972,0.8780107654256626,0.9461788555474331,2576.3864605307854,2585.902757390933,2593.0704119542315,2618.772320802667,0,0,0,-0.8884695141897048,-1.8611984154919936,0,0,43.14030214081113,-0.10850828398547563,-3.542906724753092,-0.630995385230837,42.179819842285546
2018-03-05,48,12639.661907978552,2519.0710007899856,2520.433894884829,2547.781188651914,2522.430132048413,4976457177,-0.057237930932065306,-0.019828848666577747,0.8277552458766188,0.9274172182092673,2573.314273090674,2576.477571412673,2585.7592184443943,2616.7861268149927,0,0,0,-2.57905752317219,-3.7341655484829595,0,0,44.05187379317178,-0.8464737694290014,-4.977420927990495,-5.744769711712106,39.70905018185595
2018-03-06,48,12609.305800795702,2517.4925215587164,2518.806445953762,2546.063586334229,2520.7296203010533,3336073599,-0.0024016549970919954,-0.0006266116480140305,0.8257672633539901,0.9268360877777686,2561.687973199412,2569.2883066811255,2583.041002821329,2612.99221294392,0,0,0,-2.537647725723957,-3.6548019895401573,0,0,43.785178295340835,-3.1315106914870383,-3.8443177445798615,-2.2171631039571094,41.74741354301508
2018-03-07,59,13169.367838333115,2622.5559628154583,2609.366551387291,2615.668690024202,2589.642135894608,3171393741,0.044416563955651744,0.0417333677685332,0.862445007819236,0.9655160790901467,2567.4085293674393,2570.6337884863,2584.1753078075353,2611.500372676318,1,1,1,1.4852187036987763,0.42334246836850387,0,0,49.199295045470336,1.5505791297921734,0.7234553228909091,0.9166151837206371,51.34462226484458
2018-03-08,50,13315.857493571528,2621.329441228632,2610.100952053839,2619.3665507499127,2593.303201986232,3668826289,0.011123514586024008,-0.00046768175940459233,0.8720384274433569,0.9650645248315444,2580.6247082586624,2571.1804941493842,2588.5547636265096,2611.0103006439895,1,1,1,1.2661380807028166,0.3952163873921499,0,0,49.17457914141814,3.6583620684390805,0.2928396850250259,3.63603997059212,50.55325169984146
2018-03-09,48,13997.656845809066,2621.1890572577936,2617.7954790409244,2638.9494211240785,2612.6912179288142,4783620504,0.05120206134427985,-5.3554493620766586e-05,0.916688592499881,0.9650128412896056,2579.7750450891294,2571.3581826469967,2589.7261265545903,2611.42051324105,1,1,1,1.21491343739355,0.3740701264776325,0,0,49.1690564920763,-0.22639256602009494,0.09499513572643892,0.9473431447197145,50.18109511009584
2018-03-10,64,12178.828285560754,2520.756901757969,2516.137729520881,2534.4239459718183,2509.2057972556813,4136637298,-0.12993807322779694,-0.03831549472623452,0.7975758430405454,0.9280378968584252,2570.3466653244427,2573.565971972485,2585.212549138816,2607.2357357472793,0,0,0,-2.4932436368653166,-3.316878209500451,0,0,46.31775167630964,-2.5514068422445413,1.2414031862193253,-3.6239190475655048,52.347246755352664
2018-03-11,52,12294.51605036532,2539.4234056293208,2532.4713444423287,2547.404639772667,2522.0573299241837,4193756082,0.009499088261366362,0.007405118620654738,0.8051520863687213,0.9349101275691247,2565.974041576839,2571.1802510538123,2579.259852119568,2604.621594314025,0,0,0,-1.5444913957587847,-2.5031731606247165,0,0,43.03732173786536,-1.190972289460901,-1.2981882698523406,-4.691683976880745,47.189025265731985
2018-03-12,40,12211.759992506995,2520.971109027106,2516.7168607890662,2535.559011791466,2510.329568888069,3499802046,-0.006731135859216364,-0.007266333200406816,0.7997324982880419,0.9281167590697726,2566.245485610714,2569.779879350694,2573.066876145353,2602.1641235843063,0,0,0,-2.0246565528949767,-3.1202111281652067,0,0,42.71344988528321,0.07542892743097607,-0.7716833280832947,-4.905746415779233,48.31078955309339
2018-03-13,34,12534.627927452651,2562.013280729648,2553.4458665004386,2566.154497919647,2540.6206223184568,4844661497,0.026439099289845558,0.016280302283345538,0.8208767052155957,0.9432267804616675,2572.6055940637043,2567.1467836315583,2570.3940691419853,2601.970169203524,0,0,0,-0.32605072167531945,-1.5356397604706973,1,0,41.819909496504174,1.7684564617243215,-1.4184336329359004,-2.143846368418778,46.726451285115424
2018-03-14,47,12127.064528387453,2463.8819852362662,2470.0857464178434,2504.225400116881,2479.307734444076,4069986013,-0.03251499776651334,-0.03830241483581798,0.7941859009789278,0.9070989170321717,2549.937882980962,2558.673206174201,2563.7351533178544,2598.5997308997207,0,0,0,-3.8948316464110344,-5.18424380875352,0,0,45.98674237371238,-6.05035621084885,-4.593592641740186,-5.370672512019192,40.80123585522076
2018-03-15,53,12640.675343666424,2571.008284157092,2561.912869911308,2573.9105082786355,2548.299458445017,4293604696,0.042352443501615156,0.04347866479106277,0.8278216144799172,0.9465383667781496,2542.7491462564567,2561.6869272575595,2561.703378185075,2596.911353884888,1,1,0,0.36323120199066583,-0.9974568322883126,0,0,50.523886768186,-1.9196807650378345,1.6684524304579673,-1.6324626671186393,53.02129262721944
2018-03-16,46,12563.176927488705,2544.484323894179,2539.7975341116903,2558.219244911511,2532.764327051695,3015523590,-0.0061308762444048925,-0.010316559626181387,0.8227463426090974,0.9367733472788144,2531.7913272045116,2555.7831861468208,2558.169230832835,2594.7174086311693,1,0,0,-0.534949243142957,-1.9359751690065763,0,0,46.380785241975026,-2.9263334955266784,-3.146101060055939,-2.8341182342761173,43.40310637959552
2018-03-17,57,12345.62650678392,2559.5011854261224,2549.130336275881,2559.0769829031365,2533.613530336937,4936116890,-0.01731651332783324,0.005901730810807804,0.8084992446018809,0.9423019314051934,2537.3262248713904,2553.8364450979166,2561.48605627212,2592.629507387046,1,0,0,-0.07748903575475197,-1.2777885103341102,0,0,45.92968691886781,1.537009921152377,-1.0536122973864193,2.797493597505385,47.732901512054696
