date,fng,close,rainbow_mid,rainbow_min,rainbow_max,rainbow_position,pos,portfolio_value,cash,btc_value,fees_paid,trade,equity,bh_equity,ret,strategy_ret,signal_change
2018-01-14,50,14406.36266055639,3980.2876098039033,1458.0883350060635,15658.763390885706,0.9648845348192375,0,100.0,100.0,0.0,0.0,0,1.0,0.9434542120742323,0.023055937066782883,0.0,False
2018-01-15,50,15288.90302525735,3986.425605912531,1460.3368510440148,15682.910748609916,0.9892816415494863,0,100.0,100.0,0.0,0.0,0,1.0,1.001250648553119,0.061260457305944094,0.0,False
2018-01-16,50,14889.806342776172,3992.5712028317466,1462.588151467001,15707.088008518653,0.9774905708463463,0,100.0,100.0,0.0,0.0,0,1.0,0.9751143187255608,-0.026103683293815738,0.0,False
2018-01-17,50,14388.717540692984,3998.7244076662655,1464.8422388776735,15731.295198562424,0.9624215474611467,0,100.0,100.0,0.0,0.0,0,1.0,0.9422986558071904,-0.03365314434235689,0.0,False
2018-01-18,50,14865.799885516264,4004.8852275252366,1467.0991158803083,15755.532346709175,0.9755136322325587,0,100.0,100.0,0.0,0.0,0,1.0,0.9735421666318993,0.0331566967990049,0.0,False
2018-01-19,50,14646.648666692605,4011.0536695223414,1469.358785080842,15779.799480944688,0.9686090747407065,0,100.0,100.0,0.0,0.0,0,1.0,0.9591902344091686,-0.014741972884834698,0.0,False
2018-01-20,50,14835.249735692683,4017.2297407756955,1471.6212490868352,15804.09662927219,0.9733506133666869,0,100.0,100.0,0.0,0.0,0,1.0,0.9715414765056213,0.012876738787963804,0.0,False
2018-01-21,50,14519.829797041464,4023.413448407981,1473.886510507521,15828.423819712869,0.9636497541208437,0,100.0,100.0,0.0,0.0,0,1.0,0.9508850293020913,-0.021261518631016996,0.0,False
2018-01-22,50,13425.152472235504,4029.604799546347,1476.15457195377,15852.781080305487,0.9299824615847011,0,100.0,100.0,0.0,0.0,0,1.0,0.879196015407001,-0.07539188407215414,0.0,False
2018-01-23,50,14198.625141391838,4035.8038013223127,1478.4254360380523,15877.168439106003,0.9529311347614525,0,100.0,100.0,0.0,0.0,0,1.0,0.929849748402201,0.05761369718190901,0.0,False
2018-01-24,50,14253.875756383652,4042.0104608720953,1480.6991053745598,15901.585924188848,0.9539197995843663,0,100.0,100.0,0.0,0.0,0,1.0,0.9334680403098757,0.0038912651359988004,0.0,False
2018-01-25,50,13910.533855503652,4048.2247853363147,1482.9755825790971,15926.033563645786,0.9430016175172226,0,100.0,100.0,0.0,0.0,0,1.0,0.9109830196145617,-0.024087617062764966,0.0,False
2018-01-26,50,14989.526729941588,4054.446781859992,1485.2548702690813,15950.511385585889,0.9738240728742396,0,100.0,100.0,0.0,0.0,0,1.0,0.9816448789729766,0.07756660424725803,0.0,False
2018-01-27,50,14515.35380770585,4060.676457592817,1487.5369710636392,15975.019418136595,0.9596364372818755,0,100.0,100.0,0.0,0.0,0,1.0,0.9505919025017056,-0.03163361530878617,0.0,False
2018-01-28,50,14822.514272700508,4066.913819688847,1489.8218875834982,15999.55768944253,0.9678109132700673,0,100.0,100.0,0.0,0.0,0,1.0,0.9707074473696214,0.021161073237608186,0.0,False
2018-01-29,50,14585.840234202393,4073.1588753067435,1492.1096224510716,16024.126227666426,0.9603841416181853,0,100.0,100.0,0.0,0.0,0,1.0,0.9552079681623528,-0.015967199231105567,0.0,False
2018-01-30,50,14786.358850818966,4079.411631609602,1494.4001782903977,16048.725060988461,0.9654896166278403,0,100.0,100.0,0.0,0.0,0,1.0,0.9683396751659649,0.013747484779545127,0.0,False
2018-01-31,41,14306.23284392119,4085.6720957649877,1496.6935577271518,16073.3542176064,0.9509383895923105,0,100.0,100.0,0.0,0.0,0,1.0,0.9368968388160022,-0.03247087479357247,0.0,False
2018-02-01,53,13316.965914967092,4091.9402749451024,1498.9897633887078,16098.013725736248,0.9201075535893913,0,100.0,100.0,0.0,0.0,0,1.0,0.8721110165388168,-0.06914936585660603,0.0,False
2018-02-02,53,13342.05202881204,4098.21617632655,1501.2887979040524,16122.703613611327,0.9202547588486918,0,100.0,100.0,0.0,0.0,0,1.0,0.8737538739573928,0.0018837709734433883,0.0,False
2018-02-03,52,14400.642809449131,4104.499807090439,1503.590663903822,16147.423909482679,0.9517724148493818,0,100.0,100.0,0.0,0.0,0,1.0,0.943079626361882,0.07934242636373123,0.0,False
2018-02-04,51,13925.335664371256,4110.791174422481,1505.8953640203395,16172.174641619456,0.9369889311688169,0,100.0,100.0,0.0,0.0,0,1.0,0.9119523710915098,-0.0330059672590447,0.0,False
2018-02-05,47,14002.166647089272,4117.090285512791,1508.2029008875409,16196.955838308133,0.9386617132140991,0,100.0,100.0,0.0,0.0,0,1.0,0.9169839336011485,0.0055173522972657985,0.0,False
2018-02-06,24,13449.247933435126,4123.397147556087,1510.5132771410488,16221.767527853302,0.9210453386523025,0,100.0,100.0,0.0,0.0,0,1.0,0.880773996254512,-0.03948808263677428,0.0,False
2018-02-07,43,15138.764715453995,4129.7117677514925,1512.826495418099,16246.609738576875,0.9702491816536412,0,100.0,100.0,0.0,0.0,0,1.0,0.9914182832215488,0.12562165485987453,0.0,False
2018-02-08,44,13808.643423090538,4136.03415330277,1515.142558357627,16271.482498819016,0.9308652457133151,0,100.0,100.0,0.0,0.0,0,1.0,0.9043103458873196,-0.0878619436502398,0.0,False
2018-02-09,40,14101.912483290353,4142.364311418119,1517.461468600193,16296.385836937341,0.9390738212341596,0,100.0,100.0,0.0,0.0,0,1.0,0.9235161604732673,0.021238079021536294,0.0,False
2018-02-10,40,13725.52440088688,4148.702249310309,1519.783228788033,16321.319781307462,0.9270337030798877,0,100.0,100.0,0.0,0.0,0,1.0,0.8988669877372267,-0.026690570009526238,0.0,False
2018-02-11,46,13552.78273667094,4155.047974196583,1522.1078415650202,16346.284360322574,0.9210546503633982,0,100.0,100.0,0.0,0.0,0,1.0,0.8875543577177527,-0.012585432743449587,0.0,False
2018-02-12,40,14674.858352055217,4161.401493298723,1524.435309576691,16371.279602393734,0.9539186001921429,0,100.0,100.0,0.0,0.0,0,1.0,0.9610376505199344,0.08279300547983981,0.0,False
2018-02-13,49,13675.6222323513,4167.762813843083,1526.7656354702572,16396.30553594998,0.9235684551389739,0,100.0,100.0,0.0,0.0,0,1.0,0.8955989587276951,-0.06809170458289115,0.0,False
2018-02-14,38,13724.68938518998,4174.131943060422,1529.098821894543,16421.362189437696,0.9244339004867314,0,100.0,100.0,0.0,0.0,0,1.0,0.8988123036302837,0.00358792835931121,0.0,False
2018-02-15,56,12542.201229057811,4180.50888818614,1531.4348715000745,16446.4495913215,0.8858376287536317,0,100.0,100.0,0.0,0.0,0,1.0,0.8213726710236935,-0.08615773537346261,0.0,False
2018-02-16,55,13337.068131775017,4186.893656460178,1533.7737869390394,16471.567770083893,0.9110796189516714,0,100.0,100.0,0.0,0.0,0,1.0,0.8734274849331182,0.06337539066712261,0.0,False
2018-02-17,45,13917.11435263124,4193.28625512688,1536.1155708652395,16496.71675422469,0.9283703092840286,0,100.0,100.0,0.0,0.0,0,1.0,0.9114139679308612,0.043491284225675386,0.0,False
2018-02-18,50,14467.630990786338,4199.686691435232,1538.4602259341777,16521.896572261976,0.9440698826021245,0,100.0,100.0,0.0,0.0,0,1.0,0.947466596434128,0.03955680927857097,0.0,False
2018-02-19,78,14124.257840725068,4206.094972638695,1540.8077548029944,16547.10725273143,0.9333092108055655,0,100.0,100.0,0.0,0.0,0,1.0,0.9249795292700148,-0.02373388914051966,0.0,False
2018-02-20,73,13948.893330825857,4212.511105995339,1543.1581601305195,16572.348824186865,0.9274042410820812,0,100.0,100.0,0.0,0.0,0,1.0,0.9134951324509808,-0.012415838897642861,0.0,False
2018-02-21,49,14197.195065147276,4218.935098767635,1545.5114445771956,16597.62131519942,0.934194919741239,0,100.0,100.0,0.0,0.0,0,1.0,0.9297560945432563,0.017800819637260767,0.0,False
2018-02-22,46,13570.677309935258,4225.366958222738,1547.8676108051795,16622.92475435864,0.9145410580876409,0,100.0,100.0,0.0,0.0,0,1.0,0.8887262503680546,-0.04412968564121922,0.0,False
2018-02-23,60,13490.85777302302,4231.806691632236,1550.226661478254,16648.259170271536,0.9114145483526671,0,100.0,100.0,0.0,0.0,0,1.0,0.8834989712775561,-0.005881765153593288,0.0,False
2018-02-24,70,12271.371266984524,4238.254306272332,1552.5885992618912,16673.624591563253,0.8708629203293843,0,100.0,100.0,0.0,0.0,0,1.0,0.8036363641921621,-0.09039354847228775,0.0,False
2018-02-25,35,13083.670378495815,4244.709809423701,1554.9534268232017,16699.021046876536,0.897221989853021,0,100.0,100.0,0.0,0.0,0,1.0,0.8568327910957929,0.06619464881620352,0.0,False
2018-02-26,48,12388.905449439337,4251.173208371595,1557.3211468309723,16724.448564872142,0.8735963118690263,0,100.0,100.0,0.0,0.0,0,1.0,0.8113335270439134,-0.053101683927958554,0.0,False
2018-02-27,72,13945.360098003,4257.644510405843,1559.6917619556675,16749.907174228825,0.922808237359387,0,100.0,100.0,0.0,0.0,0,1.0,0.913263745565373,0.1256329427095677,0.0,False
2018-02-28,48,12917.307939123166,4264.123722820748,1562.06527486939,16775.396903642948,0.8899091223526937,0,100.0,100.0,0.0,0.0,0,1.0,0.8459379283288848,-0.07372001523482019,0.0,False
2018-03-01,67,13133.01877649098,4270.610852915225,1564.4416882459323,16800.917781829015,0.8962452204212293,0,100.0,100.0,0.0,0.0,0,1.0,0.8600645543829358,0.01669936478904277,0.0,False
2018-03-02,48,13287.135668946888,4277.105907992698,1566.8210047607388,16826.469837519267,0.9005196259926729,0,100.0,100.0,0.0,0.0,0,1.0,0.8701574719892251,0.011735069832671474,0.0,False
2018-03-03,41,12422.225595072669,4283.608895361136,1569.203227090918,16852.05309946382,0.8715259018499796,0,100.0,100.0,0.0,0.0,0,1.0,0.8135156206427899,-0.06509379413469718,0.0,False
2018-03-04,69,13407.053935119391,4290.1198223331185,1571.5883579152685,16877.667596430947,0.9030246068333267,0,100.0,100.0,0.0,0.0,0,1.0,0.8780107654256626,0.07927954073200527,0.0,False
2018-03-05,48,12639.661907978552,4296.638696225701,1573.9763999142283,16903.313357206513,0.8775561449968973,0,100.0,100.0,0.0,0.0,0,1.0,0.8277552458766188,-0.057237930932065306,0.0,False
2018-03-06,48,12609.305800795702,4303.165524360554,1576.367355769925,16928.99041059454,0.8759038268662669,0,100.0,100.0,0.0,0.0,0,1.0,0.82576726335399,-0.0024016549970919954,0.0,False
2018-03-07,59,13169.367838333115,4309.700314063891,1578.7612281661518,16954.698785416927,0.8935713315028015,0,100.0,100.0,0.0,0.0,0,1.0,0.862445007819236,0.044416563955651744,0.0,False
2018-03-08,50,13315.857493571528,4316.2430726664,1581.1580197883407,16980.43851051318,0.897592178799644,0,100.0,100.0,0.0,0.0,0,1.0,0.8720384274433569,0.011123514586024008,0.0,False
2018-03-09,48,13997.656845809066,4322.793807503491,1583.5577333236524,17006.209614741372,0.9179880230628237,0,100.0,100.0,0.0,0.0,0,1.0,0.9166885924998809,0.05120206134427985,0.0,False
2018-03-10,64,12178.828285560754,4329.352525914977,1585.960371460862,17032.012126976908,0.8587156385726782,0,100.0,100.0,0.0,0.0,0,1.0,0.7975758430405453,-0.12993807322779694,0.0,False
2018-03-11,52,12294.51605036532,4335.919235245358,1588.3659368904605,17057.84607611362,0.8620597566309897,0,100.0,100.0,0.0,0.0,0,1.0,0.805152086368721,0.009499088261366362,0.0,False
2018-03-12,40,12211.759992506995,4342.493942843574,1590.774432304566,17083.71149106281,0.8585764324327858,0,100.0,100.0,0.0,0.0,0,1.0,0.7997324982880417,-0.006731135859216364,0.0,False
2018-03-13,34,12534.627927452651,4349.076656063215,1593.185860397,17109.60840075409,0.8689310578446631,0,100.0,100.0,0.0,0.0,0,1.0,0.8208767052155954,0.026439099289845558,0.0,False
2018-03-14,47,12127.064528387453,4355.6673822624525,1595.6002238632627,17135.53683413508,0.8543687029758633,0,100.0,100.0,0.0,0.0,0,1.0,0.7941859009789276,-0.03251499776651334,0.0,False
2018-03-15,53,12640.675343666424,4362.266128803901,1598.0175254004803,17161.496820170876,0.8712043804832342,0,100.0,100.0,0.0,0.0,0,1.0,0.827821614479917,0.042352443501615156,0.0,False
2018-03-16,46,12563.176927488705,4368.872903054966,1600.4377677075358,17187.488387845435,0.8679763106523634,0,100.0,100.0,0.0,0.0,0,1.0,0.8227463426090971,-0.0061308762444048925,0.0,False
2018-03-17,57,12345.62650678392,4375.4877123873885,1602.8609534848997,17213.511566159763,0.8599805679589589,0,100.0,100.0,0.0,0.0,0,1.0,0.8084992446018806,-0.01731651332783324,0.0,False
2018-03-18,80,13434.434474152884,4382.110564177598,1605.28708543476,17239.566384133304,0.8949469259828862,0,100.0,100.0,0.0,0.0,0,1.0,0.879803881806853,0.08819382044083901,0.0,False
2018-03-19,46,12922.6731191494,4388.741465806605,1607.716166260983,17265.652870803544,0.8779496943876727,0,100.0,100.0,0.0,0.0,0,1.0,0.8462892870870635,-0.03809325625042759,0.0,False
2018-03-20,43,12623.809975403068,4395.380424660006,1610.1481986691151,17291.77105522599,0.8674563298446333,0,100.0,100.0,0.0,0.0,0,1.0,0.8267171231450007,-0.023127037339005563,0.0,False
2018-03-21,55,12391.211180493903,4402.027448127871,1612.583185366341,17317.920966473757,0.8589857286337936,0,100.0,100.0,0.0,0.0,0,1.0,0.8114845264131919,-0.01842540369051604,0.0,False
2018-03-22,59,12483.876855340695,4408.682543604925,1615.021129061551,17344.102633638275,0.8614878643308866,0,100.0,100.0,0.0,0.0,0,1.0,0.8175530825997076,0.007478338759383307,0.0,False
2018-03-23,58,12074.965666179292,4415.345718490513,1617.4620324653279,17370.31608582915,0.8468226414859545,0,100.0,100.0,0.0,0.0,0,1.0,0.790774013318405,-0.03275514440744165,0.0,False
2018-03-24,64,12247.91654241746,4422.016980188492,1619.905898289907,17396.561352173725,0.8521774071249875,0,100.0,100.0,0.0,0.0,0,1.0,0.8021003443648657,0.014323094658776903,0.0,False
2018-03-25,54,13231.059366276717,4428.696336107375,1622.35272924923,17422.838461817682,0.884066586282567,0,100.0,100.0,0.0,0.0,0,1.0,0.8664851068545771,0.08027020926003181,0.0,False
2018-03-26,74,11695.75521490638,4435.3837936600785,1624.8025280588504,17449.147443924012,0.8314739215463163,0,100.0,100.0,0.0,0.0,0,1.0,0.7659400072652641,-0.11603788546845428,0.0,False
2018-03-27,59,12500.53312949814,4442.079360264355,1627.255297436095,17475.488327674735,0.8588705072666256,0,100.0,100.0,0.0,0.0,0,1.0,0.8186438806298258,0.06880940134298141,0.0,False
2018-03-28,56,12456.02230155266,4448.783043342365,1629.7110400999034,17501.86114226921,0.8567326525348421,0,100.0,100.0,0.0,0.0,0,1.0,0.8157289236002454,-0.0035607143698891397,0.0,False
2018-03-29,68,11900.991823485198,4455.494850320959,1632.1697587709345,17528.265916925247,0.8368961221967509,0,100.0,100.0,0.0,0.0,0,1.0,0.7793806895108714,-0.04455920715542372,0.0,False
2018-03-30,49,11968.321796830449,4462.2147886315,1634.631456171501,17554.702680878418,0.8386377533067075,0,100.0,100.0,0.0,0.0,0,1.0,0.7837900431033187,0.005657509419709328,0.0,False
2018-03-31,47,12906.659577255125,4468.942865709974,1637.0961350256073,17581.17146338247,0.869798847717205,0,100.0,100.0,0.0,0.0,0,1.0,0.8452405807684488,0.07840178400560505,0.0,False
2018-04-01,59,12399.950144239603,4475.679088996953,1639.5637980589388,17607.672293709194,0.8522930133079695,0,100.0,100.0,0.0,0.0,0,1.0,0.8120568299397176,-0.03925953342013255,0.0,False
2018-04-02,65,12277.99593780844,4482.423465937668,1642.0344479988873,17634.205201148714,0.8474952212121982,0,100.0,100.0,0.0,0.0,0,1.0,0.8040702053871738,-0.00983505619075542,0.0,False
2018-04-03,51,11534.30041912345,4489.176003981824,1644.5080875744839,17660.770215008753,0.820540141382939,0,100.0,100.0,0.0,0.0,0,1.0,0.7553665397821746,-0.06057140941013672,0.0,False
2018-04-04,42,11730.26040259976,4495.936710583823,1646.9847195164805,17687.36736461552,0.827002807451833,0,100.0,100.0,0.0,0.0,0,1.0,0.768199707748639,0.016989325434199287,0.0,False
2018-04-05,69,12391.304862399556,4502.705593202655,1649.4643465573092,17713.996679313255,0.849463155075322,0,100.0,100.0,0.0,0.0,0,1.0,0.8114906615210304,0.056353775373417125,0.0,False
2018-04-06,58,12612.521065385015,4509.482659301823,1651.9469714310549,17740.65818846397,0.8562835944736065,0,100.0,100.0,0.0,0.0,0,1.0,0.8259778269078305,0.01785253493816641,0.0,False
2018-04-07,64,12723.121043941916,4516.267916349562,1654.4325968735372,17767.351921448288,0.859328074024551,0,100.0,100.0,0.0,0.0,0,1.0,0.833220877640582,0.008769061949116752,0.0,False
2018-04-08,47,11770.45046116071,4523.061371818585,1656.9212256222154,17794.07790766444,0.8259098008972634,0,100.0,100.0,0.0,0.0,0,1.0,0.7708317031333348,-0.07487711383794604,0.0,False
2018-04-09,70,12096.783431021697,4529.863033186302,1659.4128604162697,17820.836176529152,0.8367968219468098,0,100.0,100.0,0.0,0.0,0,1.0,0.7922028307530077,0.027724764735028273,0.0,False
2018-04-10,63,12283.007941524558,4536.672907934713,1661.907503996561,17847.626757477192,0.8425995211595769,0,100.0,100.0,0.0,0.0,0,1.0,0.8043984350818107,0.015394547779147283,0.0,False
2018-04-11,56,11889.569261594525,4543.491003550365,1664.4051591056168,17874.449679961228,0.8282530669082918,0,100.0,100.0,0.0,0.0,0,1.0,0.778632640583994,-0.03203113453993256,0.0,False
2018-04-12,70,11631.036997532485,4550.317327524507,1666.9058284876867,17901.304973452414,0.8183598013884554,0,100.0,100.0,0.0,0.0,0,1.0,0.7617016942213679,-0.021744460070319493,0.0,False
2018-04-13,65,12403.105230628811,4557.1518873529,1669.4095148886731,17928.192667439667,0.8448009936386036,0,100.0,100.0,0.0,0.0,0,1.0,0.8122634525004218,0.06637999975927511,0.0,False
2018-04-14,58,11895.063742011123,4563.994690535969,1671.9162210561872,17955.11279143024,0.8265509810777635,0,100.0,100.0,0.0,0.0,0,1.0,0.7789924670588885,-0.040960830305874274,0.0,False
2018-04-15,58,10702.281784296623,4570.845744578801,1674.4259497395476,17982.065374949743,0.7814074143091169,0,100.0,100.0,0.0,0.0,0,1.0,0.7008787065901906,-0.10027537334682946,0.0,False
2018-04-16,59,11484.31970921634,4577.705056991034,1676.9387036897406,18009.050447541675,0.810484443595916,0,100.0,100.0,0.0,0.0,0,1.0,0.7520933671989638,0.07307207385131598,0.0,False
2018-04-17,62,12234.508422720211,4584.572635286859,1679.45448565942,18036.06803876745,0.8365085814161002,0,100.0,100.0,0.0,0.0,0,1.0,0.8012222638040452,0.0653228691379808,0.0,False
2018-04-18,40,11555.887049900037,4591.448486985279,1681.9732984030027,18063.11817820742,0.8118386056872824,0,100.0,100.0,0.0,0.0,0,1.0,0.7567802205432749,-0.05546780870737189,0.0,False
2018-04-19,62,11862.639180017752,4598.332619609699,1684.4951446765176,18090.20089545925,0.8222436886260048,0,100.0,100.0,0.0,0.0,0,1.0,0.7768690240838574,0.026545095914585648,0.0,False
2018-04-20,47,11010.617793312016,4605.225040688302,1687.0200272377444,18117.316220139397,0.7902156062592162,0,100.0,100.0,0.0,0.0,0,1.0,0.7210712363281929,-0.07182393173864199,0.0,False
2018-04-21,58,11573.316538936388,4612.125757753785,1689.5479488461162,18144.464181882082,0.8105806868642091,0,100.0,100.0,0.0,0.0,0,1.0,0.7579216554240356,0.05110510201944907,0.0,False
2018-04-22,50,11224.562754055029,4619.034778343547,1692.078912262789,18171.644810340025,0.7970609512408218,0,100.0,100.0,0.0,0.0,0,1.0,0.7350822173871174,-0.030134299334856895,0.0,False
2018-04-23,44,11138.872258131169,4625.952109999653,1694.612920250627,18198.858135184302,0.793202356783884,0,100.0,100.0,0.0,0.0,0,1.0,0.7294704567214328,-0.007634194560754981,0.0,False
2018-04-24,56,11533.386246604072,4632.877760268607,1697.1499755741215,18226.10418610345,0.8072336605998482,0,100.0,100.0,0.0,0.0,0,1.0,0.7553066717964595,0.03541776755585957,0.0,False
2018-04-25,51,11908.591247623475,4639.8117367017285,1699.6900809995284,18253.382992804956,0.8200895029551826,0,100.0,100.0,0.0,0.0,0,1.0,0.7798783660501567,0.03253207626943744,0.0,False
2018-04-26,54,10195.671005460788,4646.754046854855,1702.2332392947567,18280.69458501407,0.7540413514766785,0,100.0,100.0,0.0,0.0,0,1.0,0.6677014164971468,-0.14383903238802687,0.0,False
2018-04-27,36,11275.61462051383,4653.704698288601,1704.7794532294674,18308.038992474845,0.79582251255397,0,100.0,100.0,0.0,0.0,0,1.0,0.7384255386389611,0.10592177939780778,0.0,False
2018-04-28,59,11805.98424543665,4660.663698567984,1707.328725574933,18335.41624494865,0.8145553199296295,0,100.0,100.0,0.0,0.0,0,1.0,0.7731587650875545,0.04703687051860683,0.0,False
2018-04-29,62,11280.939467014428,4667.63105526284,1709.8810591041918,18362.82637221582,0.7947626849138169,0,100.0,100.0,0.0,0.0,0,1.0,0.7387742560062805,-0.04447276631130237,0.0,False
2018-04-30,51,12280.156046528788,4674.606775947595,1712.4364565919634,18390.26940407473,0.8298848763938157,0,100.0,100.0,0.0,0.0,0,1.0,0.8042116681365692,0.08857565297961911,0.0,False
2018-05-01,57,10838.761877814955,4681.590868201307,1714.9949208146643,18417.745370341996,0.7766608345545104,0,100.0,100.0,0.0,0.0,0,1.0,0.7098166128561977,-0.11737588376340458,0.0,False
2018-05-02,50,10573.12153991398,4688.583339607621,1717.5564545503917,18445.254300852273,0.765579432451348,0,100.0,100.0,0.0,0.0,0,1.0,0.6924201678551511,-0.02450836552140645,0.0,False
2018-05-03,56,11068.197033646304,4695.5841977548935,1720.121060578968,18472.796225458744,0.784227499031333,0,100.0,100.0,0.0,0.0,0,1.0,0.7248420269226955,0.04682396696788094,0.0,False
2018-05-04,74,11753.851164915202,4702.593450236146,1722.6887416819247,18500.371174032956,0.8089182403364332,0,100.0,100.0,0.0,0.0,0,1.0,0.7697446365135856,0.061948132038539994,0.0,False
2018-05-05,62,10912.59978645245,4709.611104648917,1725.2595006424485,18527.979176464218,0.777007073608192,0,100.0,100.0,0.0,0.0,0,1.0,0.7146521627834203,-0.07157240351773853,0.0,False
2018-05-06,62,11220.214308316594,4716.637168595489,1727.8333402454634,18555.620262660505,0.7880893181942382,0,100.0,100.0,0.0,0.0,0,1.0,0.734797443253315,0.02818893094989461,0.0,False
2018-05-07,44,10686.396503659062,4723.671649682776,1730.4102632775905,18583.294462548012,0.7669276706720639,0,100.0,100.0,0.0,0.0,0,1.0,0.6998383999367616,-0.047576435706923936,0.0,False
2018-05-08,60,11123.289788251022,4730.714555522323,1732.9902725271472,18611.00180607116,0.7831792261309122,0,100.0,100.0,0.0,0.0,0,1.0,0.7284499807561017,0.04088312504990488,0.0,False
2018-05-09,59,11365.16724518108,4737.765893730384,1735.5733707841757,18638.74232319288,0.79161370586623,0,100.0,100.0,0.0,0.0,0,1.0,0.7442902251622252,0.021745136693781086,0.0,False
2018-05-10,85,11093.22611724454,4744.825671927727,1738.159560840372,18666.516043893876,0.7807844966231602,0,100.0,100.0,0.0,0.0,0,1.0,0.726481149503565,-0.023927595790712575,0.0,False
2018-05-11,65,10919.510099480642,4751.8938977399075,1740.7488454891857,18694.322998173677,0.773508670024002,0,100.0,100.0,0.0,0.0,0,1.0,0.7151047103200062,-0.01565964814273957,0.0,False
2018-05-12,75,10298.37087685436,4758.970578797032,1743.3412275257344,18722.16321604973,0.7482113098661516,0,100.0,100.0,0.0,0.0,0,1.0,0.6744270993449785,-0.05688343313642108,0.0,False
2018-05-13,59,10143.394118086566,4766.0557227340005,1745.93670974689,18750.036727558316,0.7411972374656796,0,100.0,100.0,0.0,0.0,0,1.0,0.6642778701968459,-0.01504866746604605,0.0,False
2018-05-14,36,10328.61098701379,4773.149337190183,1748.5352949511637,18777.943562753324,0.7481932590667205,0,100.0,100.0,0.0,0.0,0,1.0,0.6764074853713289,0.018259851364442747,0.0,False
2018-05-15,70,10142.46091864518,4780.25142980982,1751.1369859388496,18805.88375170779,0.7399056606109651,0,100.0,100.0,0.0,0.0,0,1.0,0.6642167561624136,-0.01802275916893925,0.0,False
2018-05-16,51,10693.304688260088,4787.362008241586,1753.7417855118672,18833.857324512206,0.7615580764374331,0,100.0,100.0,0.0,0.0,0,1.0,0.7002908080853826,0.054310662277463395,0.0,False
2018-05-17,68,9774.735688401715,4794.481080138987,1756.3496964739045,18861.864311276055,0.723097093627575,0,100.0,100.0,0.0,0.0,0,1.0,0.6401349025027776,-0.08590132111982618,0.0,False
2018-05-18,73,11436.071393088963,4801.608653160119,1758.9607216303323,18889.904742126895,0.7885950674152117,0,100.0,100.0,0.0,0.0,0,1.0,0.7489336468623037,0.16996221254949306,0.0,False
2018-05-19,47,10159.629997837936,4808.744734967752,1761.5748637882334,18917.978647210664,0.738114698250811,0,100.0,100.0,0.0,0.0,0,1.0,0.6653411371365362,-0.11161537484125938,0.0,False
