date,close,rainbow_position_v2,rainbow_v2_fire_sale,rainbow_v2_buy,rainbow_v2_accumulate,rainbow_v2_still_cheap,rainbow_v2_is_bubble,rainbow_v2_fomo,rainbow_v2_sell,rainbow_v2_max_bubble
2018-03-19,12922.6731191494,0.8387979019432484,2629.8363748150623,4761.026313584034,6892.216252353007,9023.40619112198,11154.596129890951,13285.786068659925,15416.976007428897,17548.16594619787
2018-03-20,12623.809975403068,0.8257086123625048,2630.617142054444,4765.929632437194,6901.2421228199455,9036.554613202696,11171.867103585446,13307.179593968198,15442.492084350946,17577.8045747337
2018-03-21,12391.211180493903,0.8151648906144192,2631.401130144241,4770.839641176554,6910.278152208868,9049.71666324118,11189.155174273494,13328.593685305808,15468.03219633812,17607.470707370434
2018-03-22,12483.876855340695,0.8183305391630539,2632.1883390907415,4775.756338075182,6919.324337059621,9062.89233604406,11206.4603350285,13350.028334012943,15493.596332997378,17637.16433198182
2018-03-23,12074.965666179292,0.8000827843675141,2632.978768911507,4780.679721405814,6928.380673900121,9076.081626394429,11223.782578888737,13371.483531383044,15519.184483877352,17666.88543637166
2018-03-24,12247.91654241746,0.8068100439751243,2633.7724196364,4785.609789444703,6937.447159253006,9089.28452906131,11241.121898869613,13392.959268677918,15544.79663848622,17696.634008294524
2018-03-25,13231.059366276717,0.8465702866347679,2634.569291305844,4790.546540469302,6946.523789632762,9102.50103879622,11258.478287959679,13414.455537123138,15570.432786286596,17726.410035450055
2018-03-26,11695.75521490638,0.7811464710310789,2635.3693839720177,4795.489972758796,6955.6105615455745,9115.731150332353,11275.85173911913,13435.97232790591,15596.092916692687,17756.213505479467
2018-03-27,12500.53312949814,0.8152818499284311,2636.1726976990158,4800.440084594567,6964.70747149012,9128.97485838567,11293.242245281224,13457.509632176778,15621.777019072328,17786.04440596788
2018-03-28,12456.02230155266,0.8126693440766707,2636.9792325619733,4805.396874259784,6973.814515957596,9142.232157655408,11310.649799353218,13479.06744105103,15647.48508274884,17815.902724446652
2018-03-29,11900.991823485198,0.7880844308810943,2637.788988647917,4810.360340040463,6982.931691433008,9155.503042825554,11328.0743942181,13500.645745610647,15673.217097003191,17845.78844839574
2018-03-30,11968.321796830449,0.7903091833533296,2638.601966054371,4815.330480222275,6992.058994390178,9168.787508558082,11345.516022725986,13522.24453689389,15698.973051061794,17875.701565229698
2018-03-31,12906.659577255125,0.8290088119922439,2639.418164891416,4820.307293095151,7001.196421298886,9182.08554950262,11362.974677706356,13543.863805910092,15724.752934113825,17905.64206231756
2018-04-01,12399.950144239603,0.8073532203022451,2640.237585279088,4825.29077694888,7010.343968618672,9195.397160288465,11380.450351958258,13565.50354362805,15750.556735297841,17935.609926967634
2018-04-02,12277.99593780844,0.8014631888660474,2641.0602273497825,4830.280930076011,7019.501632802238,9208.722335528466,11397.943038254694,13587.163740980923,15776.384443707151,17965.60514643338
2018-04-03,11534.30041912345,0.768166737205625,2641.886091247899,4835.2777507713745,7028.6694102948495,9222.061069818325,11415.4527293418,13608.844388865276,15802.23604838875,17995.627707912226
2018-04-04,11730.26040259976,0.776235646648771,2642.7151771275817,4840.281237330997,7037.847297534412,9235.413357737827,11432.979417941242,13630.545478144657,15828.111538348072,18025.677598551487
2018-04-05,12391.304862399556,0.8040591853609941,2643.5474851551276,4845.291388052312,7047.035290949498,9248.779193846682,11450.523096743867,13652.266999641053,15854.010902538237,18055.754805435423
2018-04-06,12612.521065385015,0.8125335674311691,2644.3830155077635,4850.308201235475,7056.2333869631875,9262.1585726909,11468.083758418612,13674.008944146324,15879.934129874036,18085.85931560175
2018-04-07,12723.121043941916,0.8163374364985873,2645.221768375019,4855.3316751820075,7065.441581988996,9275.551488795985,11485.661395602974,13695.771302409965,15905.881209216952,18115.991116023943
2018-04-08,11770.45046116071,0.7751794191314931,2646.0637439564666,4860.36180819489,7074.659872433313,9288.957936671735,11503.256000910158,13717.554065148583,15931.852129387004,18146.150193625428
2018-04-09,12096.783431021697,0.7886671262658345,2646.9089424632657,4865.398598579211,7083.888254695155,9302.377910811101,11520.867566927045,13739.35722304299,15957.846879158935,18176.33653527488
2018-04-10,12283.007941524558,0.795876234069231,2647.7573641184986,4870.442044642291,7093.126725166083,9315.811405689876,11538.496086213669,13761.180766737461,15983.865447261252,18206.550127785045
2018-04-11,11889.569261594525,0.7782843759536932,2648.6090091550814,4875.49214469172,7102.375280228357,9329.258415764994,11556.141551301633,13783.024686838271,16009.90782237491,18236.790957911548
2018-04-12,11631.036997532485,0.766192356043559,2649.4638778190433,4880.54889703919,7111.633916259336,9342.718935479483,11573.80395469963,13804.888973919777,16035.973993139924,18267.05901236007
2018-04-13,12403.105230628811,0.798760637040049,2650.321970365357,4885.612299995568,7120.902629625778,9356.192959255988,11591.483288886198,13826.77361851641,16062.063948146619,18297.35427777683
2018-04-14,11895.063742011123,0.776410774265435,2651.1832870620883,4890.682351875124,7130.1814166881595,9369.680481501196,11609.17954631423,13848.678611127267,16088.177675940304,18327.67674075334
2018-04-15,10702.281784296623,0.7210935984952179,2652.047828188129,4895.7590509937745,7139.470273799419,9383.181496605064,11626.89271941071,13870.603942216356,16114.315165021999,18358.026387827646
2018-04-16,11484.31970921634,0.7568580653850562,2652.9155940321484,4900.842395668518,7148.769197304888,9396.695998941257,11644.622800577628,13892.549602214,16140.476403850367,18388.40320548674
2018-04-17,12234.508422720211,0.7888329855911067,2653.7865848950087,4905.932384217456,7158.078183539905,9410.223982862353,11662.3697821848,13914.51558150725,16166.661380829697,18418.807180152147
2018-04-18,11555.887049900037,0.758690575546342,2654.6608010894083,4911.029014962406,7167.397228835403,9423.765442708402,11680.1336565814,13936.501870454398,16192.870084327396,18449.238298200395
2018-04-19,11862.639180017752,0.7715087774375762,2655.5382429376155,4916.1322862257575,7176.7263295139,9437.320372802042,11697.914416090183,13958.508459378327,16219.102502666468,18479.69654595461
2018-04-20,11010.617793312016,0.7324217527679008,2656.4189107744073,4921.242196330928,7186.065481887448,9450.888767443968,11715.71205300049,13980.535338557012,16245.35862411353,18510.181909670053
2018-04-21,11573.316538936388,0.7574116218244167,2657.302804943935,4926.358743603814,7195.414682263694,9464.470620923574,11733.526559583453,14002.582498243333,16271.638436903213,18540.694375563093
2018-04-22,11224.562754055029,0.7409889284010857,2658.1899258031863,4931.481926372315,7204.773926941444,9478.065927510572,11751.357928079702,14024.649928648832,16297.94192921796,18571.23392978709
2018-04-23,11138.872258131169,0.7363783666861343,2659.0802737191975,4936.611742964972,7214.143212210747,9491.674681456521,11769.206150702295,14046.737619948071,16324.269089193844,18601.80055843962
2018-04-24,11533.386246604072,0.7535912317547007,2659.973849069908,4941.748191712924,7223.522534355941,9505.296876998958,11787.071219641974,14068.84556228499,16350.619904928008,18632.394247571025
2018-04-25,11908.591247623475,0.7693485888129459,2660.8706522451976,4946.891270948543,7232.911889651888,9518.932508355232,11804.953127058578,14090.973745761923,16376.994364465269,18663.014983168614
2018-04-26,10195.671005460788,0.688988542529179,2661.7706836447874,4952.040979005016,7242.311274365244,9532.581569725473,11822.8518650857,14113.12216044593,16403.39245580616,18693.662751166386
2018-04-27,11275.61462051383,0.7399725715212258,2662.673943680492,4957.197314219865,7251.720684759238,9546.244055298612,11840.767425837985,14135.290796377358,16429.81416691673,18724.337537456104
2018-04-28,11805.98424543665,0.7628558169017328,2663.5804327744686,4962.360274929248,7261.140117084027,9559.919959238805,11858.699801393584,14157.479643548364,16456.259485703144,18755.03932785792
2018-04-29,11280.939467014428,0.7388825585184139,2664.490151359555,4967.529859472271,7270.5695675849865,9573.609275697701,11876.648983810417,14179.688691923133,16482.72840003585,18785.768108148564
2018-04-30,12280.156046528788,0.7816439183748183,2665.4030998799585,4972.706066189661,7280.0090324993635,9587.311998809066,11894.61496511877,14201.917931428474,16509.220897738174,18816.52386404788
2018-05-01,10838.761877814955,0.7171092514537523,2666.3192787912444,4977.888893423755,7289.4585080562665,9601.028122688776,11912.597737321288,14224.1673519538,16535.736966586308,18847.30658121882
2018-05-02,10573.12153991398,0.7037811659230419,2667.238688558933,4983.078339518354,7298.917990477776,9614.757641437198,11930.597292396618,14246.43694335604,16562.27659431546,18878.116245274883
2018-05-03,11068.197033646304,0.726510527372134,2668.1613296602322,4988.27440281898,7308.387475977728,9628.500549136475,11948.613622295223,14268.726695453972,16588.83976861272,18908.95284177147
2018-05-04,11753.851164915202,0.7565306564839234,2669.087202582985,4993.477081672501,7317.866960762019,9642.256839851536,11966.646718941052,14291.03659803057,16615.426477120087,18939.816356209605
2018-05-05,10912.59978645245,0.7179851370260869,2670.0163078260043,4998.686374428313,7327.356441030621,9656.026507632929,11984.696574235237,14313.366640837547,16642.036707439853,18970.706774042163
2018-05-06,11220.214308316594,0.7315070905717918,2670.9486458985443,5003.9022794357525,7336.85591297296,9669.809546510169,12002.763180047377,14335.716813584586,16668.670447121793,19001.624080659003
2018-05-07,10686.396503659062,0.7060254935247579,2671.8842173208122,5009.124795047033,7346.365372773255,9683.605950499477,12020.846528225698,14358.087105951921,16695.327683678144,19032.568261404365
2018-05-08,11123.289788251022,0.7257839398338818,2672.823022625009,5014.353919616537,7355.884816608065,9697.415713599592,12038.946610591121,14380.477507582651,16722.008404574175,19063.539301565706
2018-05-09,11365.16724518108,0.7360775020601387,2673.765062352349,5019.589651498081,7365.414240643813,9711.238829789545,12057.063418935277,14402.88800808101,16748.71259722674,19094.537186372472
2018-05-10,11093.22611724454,0.7231113552376153,2674.7103370560226,5024.831989048349,7374.953641040676,9725.075293033004,12075.196945025331,14425.318597017656,16775.440249009986,19125.56190100231
2018-05-11,10919.510099480642,0.7144472934282422,2675.658847299438,5030.080930626291,7384.503013953144,9738.925097279996,12093.347180606848,14447.769263933704,16802.191347260556,19156.613430587407
2018-05-12,10298.37087685436,0.6840748830646793,2676.6105936579643,5035.336474591211,7394.062355524457,9752.788236457705,12111.51411739095,14470.239998324198,16828.965879257445,19187.69176019069
2018-05-13,10143.394118086566,0.6757623718536822,2677.56557671577,5040.598619304183,7403.631661892596,9766.664704481007,12129.69774706942,14492.730789657833,16855.763832246244,19218.796874834658
2018-05-14,10328.61098701379,0.6843238835303767,2678.5237970694916,5045.867363128509,7413.210929187528,9780.554495246546,12147.898061305565,14515.241627364583,16882.585193423598,19249.928759482616
2018-05-15,10142.46091864518,0.674489976515742,2679.4852553262995,5051.142704428604,7422.800153530909,9794.457602633212,12166.115051735516,14537.772500837822,16909.429949940128,19281.087399042433
2018-05-16,10693.304688260088,0.7006602644691928,2680.4499521028374,5056.424641570164,7432.399331037489,9808.374020504814,12184.34870997214,14560.323399439467,16936.29808890679,19312.272778374117
2018-05-17,9774.735688401715,0.6545793712661447,2681.4178880278428,5061.713172920976,7442.008457814109,9822.303742707241,12202.599027600374,14582.894312493509,16963.189597386638,19343.484882279772
2018-05-18,11436.071393088963,0.7333702175404777,2682.389063740561,5067.008296850107,7451.627529959654,9836.2467630692,12220.865996178745,14605.485229288293,16990.104462397838,19374.723695507386
2018-05-19,10159.629997837936,0.6729056277751662,2683.3634798900357,5072.3100117274735,7461.25654356491,9850.203075402347,12239.149607239786,14628.096139077225,17017.04267091466,19405.9892027521
2018-05-20,9692.75667051844,0.6485357296826909,2684.341137136854,5077.618315925337,7470.89549471382,9864.172673502304,12257.449852290785,14650.72703107927,17044.00420986775,19437.281388656236
2018-05-21,10399.345236356286,0.6834632201775425,2685.322036152789,5082.933207818558,7480.544379484327,9878.155551150096,12275.766722815864,14673.377894481633,17070.989066147402,19468.60023781317
2018-05-22,9936.396797429174,0.6598768776128751,2686.306177618509,5088.254685781354,7490.203193944199,9892.151702107043,12294.100210269888,14696.048718432732,17097.997226595577,19499.94573475842
2018-05-23,9973.777312883873,0.6611721481652404,2687.2935622270807,5093.582748190304,7499.871934153528,9906.16112011675,12312.450306079976,14718.739492043202,17125.028678006423,19531.31786396965
2018-05-24,11085.789933238388,0.7138333101469757,2688.2841906811504,5098.917393423399,7509.550596165647,9920.183798907896,12330.817001650144,14741.450204392395,17152.083407134643,19562.716609876894
2018-05-25,10077.38746584549,0.6651809157430105,2689.278063694521,5104.258619861392,7519.239176028262,9934.219732195132,12349.200288362003,14764.180844528873,17179.161400695746,19594.141956862615
2018-05-26,9417.099335633857,0.6304797093902024,2690.2751819914365,5109.606425884264,7528.937669777092,9948.26891366992,12367.600157562749,14786.931401455578,17206.262645348404,19625.593889241234
2018-05-27,10615.401430055408,0.6901405728787546,2691.275546307283,5114.960809876227,7538.64607344517,9962.331337014115,12386.016600583058,14809.701864152003,17233.387127720947,19657.07239128989
2018-05-28,9755.64878997097,0.6470776404741827,2692.2791573864642,5120.321770219862,7548.36438305326,9976.406995886658,12404.449608720057,14832.492221553453,17260.534834386854,19688.57744722025
2018-05-29,10436.243148354451,0.6803648561203076,2693.2860159860943,5125.689305301683,7558.092594617272,9990.49588393286,12422.899173248448,14855.302462564037,17287.705751879625,19720.109041195214
2018-05-30,10943.577424680228,0.703586725760121,2694.2961228721147,5131.06341350936,7567.830704146605,10004.59799478385,12441.365285421094,14878.13257605834,17314.899866695585,19751.66715733283
2018-05-31,10601.406197767805,0.6870305723750298,2695.3094788224585,5136.444093230568,7577.578707638677,10018.713322046786,12459.847936454895,14900.982550863006,17342.117165271113,19783.251779679224
2018-06-01,9632.135894585255,0.6383494313269922,2696.326084624047,5141.831342856315,7587.336601088584,10032.841859320852,12478.34711755312,14923.852375785389,17369.357634017655,19814.862892249927
2018-06-02,9923.741439374931,0.6527148082723631,2697.3459410757787,5147.225160777787,7597.1043804797955,10046.983600181804,12496.862819883812,14946.74203958582,17396.62125928783,19846.500478989838
2018-06-03,9987.754798374546,0.6553475751983031,2698.3690489864075,5152.625545388967,7606.882041791527,10061.138538194085,12515.395034596646,14969.651530999206,17423.908027401765,19878.164523804324
2018-06-04,9713.23415062248,0.6408116302375106,2699.3954091754167,5158.032495083869,7616.669580992321,10075.306666900773,12533.943752809226,14992.580838717678,17451.21792462613,19909.855010534582
